day,venue,race,name,pop,chaku,reason
2026-08-08,札幌,9,グルーヴィーオン,9,12,W0に追切なし
2026-08-08,札幌,9,カルミアクラウン,2,1,W0に追切なし
2026-08-08,札幌,10,スカイサーベイ,3,8,W0に追切なし
2026-08-08,札幌,10,ヨシヒロ,8,6,W0に追切なし
2026-08-08,札幌,10,エボルヴィング,7,3,W0に追切なし
2026-08-08,札幌,10,メイショウアイル,2,4,W0に追切なし
2026-08-08,札幌,10,バルティカ,5,2,W0に追切なし
2026-08-08,札幌,10,デルマジュテーム,6,7,W0に追切なし
2026-08-08,札幌,10,レーヴドロペラ,4,5,W0に追切なし
2026-08-08,札幌,10,ビーオンザカバー,1,1,W0に追切なし
2026-08-08,札幌,11,アクションプラン,9,11,W0に追切なし
2026-08-08,札幌,11,レヴォントゥレット,8,10,W0に追切なし
2026-08-08,札幌,11,ルクソールカフェ,3,1,W0に追切なし
2026-08-08,札幌,11,ナチュラルライズ,5,4,W0に追切なし
2026-08-08,札幌,11,テーオーパスワード,2,3,W0に追切なし
2026-08-08,札幌,11,ヴァルツァーシャル,7,5,W0に追切なし
2026-08-08,札幌,11,テーオードレフォン,11,6,W0に追切なし
2026-08-08,札幌,11,ウェイワードアクト,1,8,W0に追切なし
2026-08-08,札幌,11,ヒルノハンブルク,10,7,W0に追切なし
2026-08-08,札幌,11,オメガギネス,6,9,W0に追切なし
2026-08-08,札幌,11,ペリエール,4,2,W0に追切なし
2026-08-08,札幌,12,アスミル,8,6,W0に追切なし
2026-08-08,札幌,12,ホウキボシ,5,7,W0に追切なし
2026-08-08,札幌,12,ルクスジニア,4,4,W0に追切なし
2026-08-08,札幌,12,マーゴットブロー,7,10,W0に追切なし
2026-08-08,札幌,12,ウインイザナミ,9,11,W0に追切なし
2026-08-08,札幌,12,スミレファースト,13,9,W0に追切なし
2026-08-08,札幌,12,レイユール,10,8,W0に追切なし
2026-08-08,札幌,12,ヒズマスターピース,6,5,W0に追切なし
2026-08-08,札幌,12,レッドスティンガー,2,3,W0に追切なし
2026-08-08,札幌,12,ブラックジェダイト,3,1,W0に追切なし
2026-08-08,札幌,12,ジーネキング,1,2,W0に追切なし
2026-08-08,札幌,12,ヴィンブルレー,11,13,W0に追切なし
2026-08-08,札幌,12,オーシャントライブ,12,12,W0に追切なし
2026-08-09,中京,1,マイコンプリート,4,3,W0に追切なし
2026-08-09,中京,3,ドリームオブコージ,7,8,W0に追切なし
2026-08-09,中京,4,タイセイゼスティ,4,7,W0に追切なし
2026-08-09,中京,4,グランセンチュリ,11,15,W0に追切なし
2026-08-09,中京,5,ルシャリオ,13,12,W0に追切なし
2026-08-09,中京,5,オンザノアール,4,10,W0に追切なし
2026-08-09,中京,6,カレントゥルーシー,3,5,W0に追切なし
2026-08-09,中京,7,インビンシブルパパ,5,17,W0に追切なし
2026-08-09,中京,7,アンクルクロス,4,14,W0に追切なし
2026-08-09,中京,8,ハイディージェン,9,5,W0に追切なし
2026-08-09,中京,10,ワイルドブッター,15,4,W0に追切なし
2026-08-09,中京,10,リードプリンシパル,16,1,W0に追切なし
2026-08-09,中京,10,ナウオアネヴァー,6,14,W0に追切なし
2026-08-09,中京,10,ヴォンドゥ,3,5,W0に追切なし
2026-08-09,中京,10,シンギタイ,10,15,W0に追切なし
2026-08-09,中京,11,ウェルカムソング,2,11,W0に追切なし
2026-08-09,中京,12,エングルマン,11,6,W0に追切なし
2026-08-09,中京,12,ルージュソムニウム,12,7,W0に追切なし
2026-08-09,中京,12,ビシェノ,8,13,W0に追切なし
2026-08-09,新潟,1,エクスマキナ,5,4,W0に追切なし
2026-08-09,新潟,1,マイホームパパ,12,12,W0に追切なし
2026-08-09,新潟,1,セイウンオオゾラ,8,6,W0に追切なし
2026-08-09,新潟,1,シアルナーレ,4,2,W0に追切なし
2026-08-09,新潟,1,マスターボリューム,14,16,W0に追切なし
2026-08-09,新潟,1,ツーハーツ,6,10,W0に追切なし
2026-08-09,新潟,1,マハロハ,9,3,W0に追切なし
2026-08-09,新潟,2,イスクメル,1,1,W0に追切なし
2026-08-09,新潟,2,ゴータマ,9,9,W0に追切なし
2026-08-09,新潟,2,ドッカイッチャッテ,8,8,W0に追切なし
2026-08-09,新潟,3,クツワエターナル,15,8,W0に追切なし
2026-08-09,新潟,3,ヨルヴィック,3,1,W0に追切なし
2026-08-09,新潟,3,プティシラー,10,15,W0に追切なし
2026-08-09,新潟,3,ハングローズ,1,4,W0に追切なし
2026-08-09,新潟,3,キョウエイハル,9,9,W0に追切なし
2026-08-09,新潟,3,グランキンバリー,12,13,W0に追切なし
2026-08-09,新潟,3,セントリアン,7,6,W0に追切なし
2026-08-09,新潟,4,オセアビシャイン,12,9,W0に追切なし
2026-08-09,新潟,4,ユイノスレチガイ,9,13,W0に追切なし
2026-08-09,新潟,4,ジュングロワール,14,10,W0に追切なし
2026-08-09,新潟,4,カシマライフウ,4,3,W0に追切なし
2026-08-09,新潟,4,ラスタリア,7,14,W0に追切なし
2026-08-09,新潟,4,カノープス,11,8,W0に追切なし
2026-08-09,新潟,5,ベアアッコチャン,7,5,W0に追切なし
2026-08-09,新潟,5,プルシャプラ,9,8,W0に追切なし
2026-08-09,新潟,5,ゼファーテソーロ,4,1,W0に追切なし
2026-08-09,新潟,5,タイセイブルーム,13,10,W0に追切なし
2026-08-09,新潟,5,ソリッドベーシス,14,13,W0に追切なし
2026-08-09,新潟,6,ライヒスアドラー,1,1,W0に追切なし
2026-08-09,新潟,6,ガジュノリ,4,6,W0に追切なし
2026-08-09,新潟,6,マカナ,3,12,W0に追切なし
2026-08-09,新潟,6,モズロックンロール,13,13,W0に追切なし
2026-08-09,新潟,6,テンミラクルスター,6,11,W0に追切なし
2026-08-09,新潟,7,ヒシアムルーズ,9,10,W0に追切なし
2026-08-09,新潟,8,カレンデュラ,6,3,W0に追切なし
2026-08-09,新潟,8,サトノアルペジオ,14,15,W0に追切なし
2026-08-09,新潟,8,ラブディーヴァ,7,10,W0に追切なし
2026-08-09,新潟,8,クールベイビー,2,1,W0に追切なし
2026-08-09,新潟,9,タイセイピューマ,14,15,W0に追切なし
2026-08-09,新潟,9,フォンメイリー,11,14,W0に追切なし
2026-08-09,新潟,9,アスタールフナ,2,2,W0に追切なし
2026-08-09,新潟,9,ハッピーウィズユー,3,7,W0に追切なし
2026-08-09,新潟,9,アルジェンタージョ,9,5,W0に追切なし
2026-08-09,新潟,9,マーゴットゲイン,10,1,W0に追切なし
2026-08-09,新潟,10,トラストモアリズム,7,4,W0に追切なし
2026-08-09,新潟,10,テイキットイージー,6,6,W0に追切なし
2026-08-09,新潟,10,モートンアイランド,2,1,W0に追切なし
2026-08-09,新潟,10,オプレントジュエル,4,3,W0に追切なし
2026-08-09,新潟,11,ワイズファミリア,4,7,W0に追切なし
2026-08-09,新潟,11,フジサン,6,9,W0に追切なし
2026-08-09,新潟,11,ピコプリンセス,18,10,W0に追切なし
2026-08-09,新潟,11,ガミーヌ,11,1,W0に追切なし
2026-08-09,新潟,11,スチールギターラグ,3,6,W0に追切なし
2026-08-09,新潟,11,ダノンドナウ,2,4,W0に追切なし
2026-08-09,新潟,11,リーゼントモニカ,15,15,W0に追切なし
2026-08-09,新潟,11,ジーティージェミル,16,13,W0に追切なし
2026-08-09,新潟,12,インザライムライト,14,17,W0に追切なし
2026-08-09,新潟,12,シエラモレーナ,13,12,W0に追切なし
2026-08-09,新潟,12,ルナーファントム,3,15,W0に追切なし
2026-08-09,新潟,12,タイセイギガース,18,14,W0に追切なし
2026-08-09,新潟,12,サンロード,17,16,W0に追切なし
2026-08-09,新潟,12,ハルカオル,8,10,W0に追切なし
2026-08-09,新潟,12,ミクロスギガース,12,5,W0に追切なし
2026-08-09,新潟,12,ラルルジェンヌ,5,7,W0に追切なし
2026-08-09,札幌,1,ベイビーブラザー,8,10,W0に追切なし
2026-08-09,札幌,1,マーズエクレール,2,6,W0に追切なし
2026-08-09,札幌,1,シンゼンノト,5,5,W0に追切なし
2026-08-09,札幌,1,エコロヴァルド,9,3,W0に追切なし
2026-08-09,札幌,1,シャムスクッカ,7,7,W0に追切なし
2026-08-09,札幌,1,イチゴワタアメ,11,12,W0に追切なし
2026-08-09,札幌,1,カナデ,10,9,W0に追切なし
2026-08-09,札幌,1,ヴァイタリズム,4,11,W0に追切なし
2026-08-09,札幌,1,ハイビスカス,6,4,W0に追切なし
2026-08-09,札幌,1,テムファイア,3,1,W0に追切なし
2026-08-09,札幌,1,モーモーワン,12,8,W0に追切なし
2026-08-09,札幌,1,サルトヴェローチェ,1,2,W0に追切なし
2026-08-09,札幌,2,メイショウマドンナ,5,3,W0に追切なし
2026-08-09,札幌,2,フジコンフィデンス,4,9,W0に追切なし
2026-08-09,札幌,2,ケイベエ,9,10,W0に追切なし
2026-08-09,札幌,2,メイヨシュア,10,8,W0に追切なし
2026-08-09,札幌,2,スイーヴル,1,1,W0に追切なし
2026-08-09,札幌,2,カッサンドラ,3,6,W0に追切なし
2026-08-09,札幌,2,ラブデウザ,7,7,W0に追切なし
2026-08-09,札幌,2,マーゴットオネイロ,2,2,W0に追切なし
2026-08-09,札幌,2,ハクサンレイホウ,11,5,W0に追切なし
2026-08-09,札幌,2,ロングフルスペック,6,4,W0に追切なし
2026-08-09,札幌,2,テリオスルミ,8,11,W0に追切なし
2026-08-09,札幌,3,エオアリイ,6,5,W0に追切なし
2026-08-09,札幌,3,グランツローゼ,10,9,W0に追切なし
2026-08-09,札幌,3,マテンロウゼロ,4,6,W0に追切なし
2026-08-09,札幌,3,レジェンドシップ,2,1,W0に追切なし
2026-08-09,札幌,3,デルシエロ,3,4,W0に追切なし
2026-08-09,札幌,3,サウンドサンライズ,5,8,W0に追切なし
2026-08-09,札幌,3,ストラニエーロ,8,10,W0に追切なし
2026-08-09,札幌,3,ピティロディア,9,7,W0に追切なし
2026-08-09,札幌,3,エイカイコバチ,7,3,W0に追切なし
2026-08-09,札幌,3,メイショウテンク,1,2,W0に追切なし
2026-08-09,札幌,4,ロジクリスエス,9,6,W0に追切なし
2026-08-09,札幌,4,コサージュ,10,13,W0に追切なし
2026-08-09,札幌,4,オルビスケリー,11,14,W0に追切なし
2026-08-09,札幌,4,マイネルトレマーズ,5,7,W0に追切なし
2026-08-09,札幌,4,サクセスブルー,7,3,W0に追切なし
2026-08-09,札幌,4,メイショウセンドウ,3,2,W0に追切なし
2026-08-09,札幌,4,ブルーメンフェスト,14,10,W0に追切なし
2026-08-09,札幌,4,メイショウノヴァス,6,5,W0に追切なし
2026-08-09,札幌,4,ホウオウファラオ,2,4,W0に追切なし
2026-08-09,札幌,4,バンダムソレール,1,1,W0に追切なし
2026-08-09,札幌,4,サクセスゴールド,4,8,W0に追切なし
2026-08-09,札幌,4,シーンオブドリーム,8,11,W0に追切なし
2026-08-09,札幌,4,カプリースカラー,13,12,W0に追切なし
2026-08-09,札幌,4,スナークホクサイ,12,9,W0に追切なし
2026-08-09,札幌,5,ガザニア,4,12,W0に追切なし
2026-08-09,札幌,5,アブリコース,5,13,W0に追切なし
2026-08-09,札幌,5,アスコットペスカ,13,11,W0に追切なし
2026-08-09,札幌,5,ヌーベルフィズ,6,7,W0に追切なし
2026-08-09,札幌,5,チェッリーニ,11,8,W0に追切なし
2026-08-09,札幌,5,ソーハッピー,10,4,W0に追切なし
2026-08-09,札幌,5,ルイスイメル,7,10,W0に追切なし
2026-08-09,札幌,5,インサイドストーム,12,9,W0に追切なし
2026-08-09,札幌,5,バタフライ,9,6,W0に追切なし
2026-08-09,札幌,5,アヴレディール,8,3,W0に追切なし
2026-08-09,札幌,5,ウィエダンド,1,1,W0に追切なし
2026-08-09,札幌,5,セイレイカ,2,5,W0に追切なし
2026-08-09,札幌,5,フォルトゥナロッサ,3,2,W0に追切なし
2026-08-09,札幌,6,ダイナソーコー,9,7,W0に追切なし
2026-08-09,札幌,6,マジックファイヤー,10,6,W0に追切なし
2026-08-09,札幌,6,エコロゼルダ,12,10,W0に追切なし
2026-08-09,札幌,6,ブリックアブラック,11,13,W0に追切なし
2026-08-09,札幌,6,タビニュ,5,3,W0に追切なし
2026-08-09,札幌,6,ハバタクジユウニ,14,9,W0に追切なし
2026-08-09,札幌,6,ヘイジュード,1,5,W0に追切なし
2026-08-09,札幌,6,ミカレオス,13,14,W0に追切なし
2026-08-09,札幌,6,フォーチュンローズ,7,11,W0に追切なし
2026-08-09,札幌,6,シャンドラファール,4,2,W0に追切なし
2026-08-09,札幌,6,ドンテスタマスター,2,1,W0に追切なし
2026-08-09,札幌,6,ラッキーシグネチャ,6,8,W0に追切なし
2026-08-09,札幌,6,テイエムプレミラン,8,12,W0に追切なし
2026-08-09,札幌,6,ギオンバヤシ,3,4,W0に追切なし
2026-08-09,札幌,7,グランフルス,11,10,W0に追切なし
2026-08-09,札幌,7,デルマフジ,2,2,W0に追切なし
2026-08-09,札幌,7,トリニタリオ,1,1,W0に追切なし
2026-08-09,札幌,7,フローレンスフーガ,4,4,W0に追切なし
2026-08-09,札幌,7,ショウナンアワード,10,8,W0に追切なし
2026-08-09,札幌,7,メイショウローゼ,3,3,W0に追切なし
2026-08-09,札幌,7,シークレットシティ,8,7,W0に追切なし
2026-08-09,札幌,7,ウインアトム,14,13,W0に追切なし
2026-08-09,札幌,7,エイシンリーガル,12,5,W0に追切なし
2026-08-09,札幌,7,ウインブリザード,13,12,W0に追切なし
2026-08-09,札幌,7,ピースフルマインド,6,9,W0に追切なし
2026-08-09,札幌,7,ハートチャン,15,15,W0に追切なし
2026-08-09,札幌,7,メイショウハーブス,9,11,W0に追切なし
2026-08-09,札幌,7,レフィノス,16,16,W0に追切なし
2026-08-09,札幌,7,ミリオングローリー,5,6,W0に追切なし
2026-08-09,札幌,8,タイキフィアリーベ,8,5,W0に追切なし
2026-08-09,札幌,8,ファミーユウルーズ,14,11,W0に追切なし
2026-08-09,札幌,8,ノリノドラゴン,13,10,W0に追切なし
2026-08-09,札幌,8,ホノボノ,12,13,W0に追切なし
2026-08-09,札幌,8,メイショウコシュウ,4,2,W0に追切なし
2026-08-09,札幌,8,ポンピエ,3,4,W0に追切なし
2026-08-09,札幌,8,ピエナオルカ,1,8,W0に追切なし
2026-08-09,札幌,8,テイクオンミー,5,3,W0に追切なし
2026-08-09,札幌,8,クラウンアールシー,11,12,W0に追切なし
2026-08-09,札幌,8,サンデーパーティー,6,14,W0に追切なし
2026-08-09,札幌,8,ディアスポラ,10,7,W0に追切なし
2026-08-09,札幌,8,ローズマイスター,2,1,W0に追切なし
2026-08-09,札幌,8,ホウオウバローロ,9,6,W0に追切なし
2026-08-09,札幌,8,ブリオメンテ,7,9,W0に追切なし
2026-08-09,札幌,9,コスモファーブロス,4,3,W0に追切なし
2026-08-09,札幌,9,ニシノサリーナ,1,16,W0に追切なし
2026-08-09,札幌,9,アイアムステキ,8,11,W0に追切なし
2026-08-09,札幌,9,メラヴィリオーザ,14,12,W0に追切なし
2026-08-09,札幌,9,キタノクニカラ,15,15,W0に追切なし
2026-08-09,札幌,9,アトリウムチャペル,7,6,W0に追切なし
2026-08-09,札幌,9,スプリングデイ,11,8,W0に追切なし
2026-08-09,札幌,9,ハーモニーソング,3,13,W0に追切なし
2026-08-09,札幌,9,ラプランセス,9,4,W0に追切なし
2026-08-09,札幌,9,ルージュベルベット,5,1,W0に追切なし
2026-08-09,札幌,9,ウィングブルー,2,2,W0に追切なし
2026-08-09,札幌,9,マロンカラノテガミ,16,14,W0に追切なし
2026-08-09,札幌,9,アルマロクザン,13,10,W0に追切なし
2026-08-09,札幌,9,トレヴィ,10,5,W0に追切なし
2026-08-09,札幌,9,ノアールビーナス,6,7,W0に追切なし
2026-08-09,札幌,9,サトノカスターニャ,12,9,W0に追切なし
2026-08-09,札幌,10,マーゴットサンズ,5,5,W0に追切なし
2026-08-09,札幌,10,テイエムゴッホ,3,12,W0に追切なし
2026-08-09,札幌,10,プライベートアイズ,4,1,W0に追切なし
2026-08-09,札幌,10,テルアスワッド,10,11,W0に追切なし
2026-08-09,札幌,10,フォーワンセルフ,13,14,W0に追切なし
2026-08-09,札幌,10,ストラーダ,9,13,W0に追切なし
2026-08-09,札幌,10,マーウォルス,7,6,W0に追切なし
2026-08-09,札幌,10,ベラジオワールド,2,3,W0に追切なし
2026-08-09,札幌,10,レディゴディヴァ,12,8,W0に追切なし
2026-08-09,札幌,10,リメンバーヒム,8,4,W0に追切なし
2026-08-09,札幌,10,ウインハルモニア,11,7,W0に追切なし
2026-08-09,札幌,10,チザルピーノ,6,10,W0に追切なし
2026-08-09,札幌,10,タガノエルー,1,2,W0に追切なし
2026-08-09,札幌,10,ネクストダンサー,14,9,W0に追切なし
2026-08-09,札幌,11,クファシル,13,16,W0に追切なし
2026-08-09,札幌,11,アスティスプマンテ,7,3,W0に追切なし
2026-08-09,札幌,11,ブラックチャリス,2,6,W0に追切なし
2026-08-09,札幌,11,ステークホルダー,16,15,W0に追切なし
2026-08-09,札幌,11,ダノンマッキンリー,8,4,W0に追切なし
2026-08-09,札幌,11,シンバーシア,11,6,W0に追切なし
2026-08-09,札幌,11,ジョーメッドヴィン,10,8,W0に追切なし
2026-08-09,札幌,11,モズナナスター,9,11,W0に追切なし
2026-08-09,札幌,11,カンティーユ,6,14,W0に追切なし
2026-08-09,札幌,11,ナムラクララ,1,1,W0に追切なし
2026-08-09,札幌,11,ダンツエラン,15,12,W0に追切なし
2026-08-09,札幌,11,サウザンサニー,12,10,W0に追切なし
2026-08-09,札幌,11,ルシード,3,2,W0に追切なし
2026-08-09,札幌,11,マーブルパレス,4,9,W0に追切なし
2026-08-09,札幌,11,ウインアイオライト,14,13,W0に追切なし
2026-08-09,札幌,11,ロードフォアエース,5,5,W0に追切なし
2026-08-09,札幌,12,マイネルシンベリン,2,3,W0に追切なし
2026-08-09,札幌,12,ロングミックス,3,4,W0に追切なし
2026-08-09,札幌,12,ゴーゴータカシ,7,8,W0に追切なし
2026-08-09,札幌,12,グレーヌドジョワ,4,1,W0に追切なし
2026-08-09,札幌,12,グランセゾン,6,2,W0に追切なし
2026-08-09,札幌,12,ドーギッド,8,5,W0に追切なし
2026-08-09,札幌,12,ディーリライズ,5,6,W0に追切なし
2026-08-09,札幌,12,ヴァロアーク,1,7,W0に追切なし
2026-08-16,中京,2,ドリーペイル,7,4,W0に追切なし
2026-08-16,中京,3,ホウオウワールド,1,1,W0に追切なし
2026-08-16,中京,7,ケイズレーヴ,16,12,W0に追切なし
2026-08-16,中京,8,マキシマムビスタ,7,13,W0に追切なし
2026-08-16,中京,9,スマートエラン,3,15,W0に追切なし
2026-08-16,新潟,3,イリスロッソ,3,2,W0に追切なし
2026-08-16,新潟,3,サザンヴィターレ,6,10,W0に追切なし
2026-08-16,新潟,4,リアスブルー,4,10,W0に追切なし
2026-08-16,新潟,4,コスモデュアリズム,13,13,W0に追切なし
2026-08-16,新潟,5,キシダンチョウ,2,1,W0に追切なし
2026-08-16,新潟,6,メイショウキルギス,5,2,W0に追切なし
2026-08-16,新潟,6,クールベイビー,3,9,W0に追切なし
2026-08-16,新潟,6,リュウノタブーク,13,10,W0に追切なし
2026-08-16,新潟,7,カンパニョーラ,10,8,W0に追切なし
2026-08-16,新潟,10,ソフィアプルーマ,8,6,W0に追切なし
2026-08-16,新潟,12,パワポケウォーズ,10,3,W0に追切なし
2026-08-16,新潟,12,マーゴットライズ,3,4,W0に追切なし
2026-08-16,新潟,12,ヤマタケボニータ,5,7,W0に追切なし
2026-08-16,新潟,12,キタイノホシ,4,8,W0に追切なし
2026-08-16,新潟,12,ウィゾマニア,8,13,W0に追切なし
2026-08-16,新潟,12,ブロッコロ,13,15,W0に追切なし
2026-08-16,札幌,1,プルーフリーディン,2,1,W0に追切なし
2026-08-16,札幌,1,ウォータースパウト,5,2,W0に追切なし
2026-08-16,札幌,1,マスカルポーネ,7,3,W0に追切なし
2026-08-16,札幌,1,テンレッドサン,3,4,W0に追切なし
2026-08-16,札幌,1,セントピュアベース,6,5,W0に追切なし
2026-08-16,札幌,1,アリディプラチノ,11,6,W0に追切なし
2026-08-16,札幌,1,ルージュリヴィエラ,1,7,W0に追切なし
2026-08-16,札幌,1,アインプロージット,14,8,W0に追切なし
2026-08-16,札幌,1,ハピネスドリーム,9,9,W0に追切なし
2026-08-16,札幌,1,イセッセイ,13,10,W0に追切なし
2026-08-16,札幌,1,フィエスタ,10,11,W0に追切なし
2026-08-16,札幌,1,ストリートクイーン,4,12,W0に追切なし
2026-08-16,札幌,1,フローズンクイーン,12,13,W0に追切なし
2026-08-16,札幌,1,ルナティックブルー,8,14,W0に追切なし
2026-08-16,札幌,2,タイフーンナイン,1,1,W0に追切なし
2026-08-16,札幌,2,スクレイプバイ,6,2,W0に追切なし
2026-08-16,札幌,2,ゴートゥービッツン,8,3,W0に追切なし
2026-08-16,札幌,2,リアルジャパン,3,4,W0に追切なし
2026-08-16,札幌,2,テイクケア,5,5,W0に追切なし
2026-08-16,札幌,2,キチロクタワー,2,6,W0に追切なし
2026-08-16,札幌,2,リアルクウカイ,7,7,W0に追切なし
2026-08-16,札幌,3,ハヤブササキチャン,1,1,W0に追切なし
2026-08-16,札幌,3,テンレディーゴー,5,2,W0に追切なし
2026-08-16,札幌,3,クリスレジーナ,3,3,W0に追切なし
2026-08-16,札幌,3,コウギョク,4,4,W0に追切なし
2026-08-16,札幌,3,マイバラード,13,5,W0に追切なし
2026-08-16,札幌,3,クラシカルカイザー,11,6,W0に追切なし
2026-08-16,札幌,3,レダアトミカ,7,7,W0に追切なし
2026-08-16,札幌,3,ブランドブラン,2,8,W0に追切なし
2026-08-16,札幌,3,ライフイズカラフル,6,9,W0に追切なし
2026-08-16,札幌,3,ナムラヒナギク,9,10,W0に追切なし
2026-08-16,札幌,3,ゴールドジェスター,12,11,W0に追切なし
2026-08-16,札幌,3,カーフキック,10,12,W0に追切なし
2026-08-16,札幌,3,トクシージェネラル,14,13,W0に追切なし
2026-08-16,札幌,3,ブルースカイブルー,8,14,W0に追切なし
2026-08-16,札幌,4,アルジェンタム,1,1,W0に追切なし
2026-08-16,札幌,4,ブライトエンジェル,6,2,W0に追切なし
2026-08-16,札幌,4,ペガサスウィンド,2,3,W0に追切なし
2026-08-16,札幌,4,メイショウタイザン,3,4,W0に追切なし
2026-08-16,札幌,4,ディープマウンテン,12,5,W0に追切なし
2026-08-16,札幌,4,フォーティンブラス,7,6,W0に追切なし
2026-08-16,札幌,4,ホウオウロレンシア,4,7,W0に追切なし
2026-08-16,札幌,4,メカニックバレエ,11,8,W0に追切なし
2026-08-16,札幌,4,トランスマリーン,9,9,W0に追切なし
2026-08-16,札幌,4,エースオブゴールド,10,10,W0に追切なし
2026-08-16,札幌,4,アロハ,5,11,W0に追切なし
2026-08-16,札幌,4,テリオスリコ,14,12,W0に追切なし
2026-08-16,札幌,4,ワンダージェム,13,13,W0に追切なし
2026-08-16,札幌,4,パーシヴァル,8,14,W0に追切なし
2026-08-16,札幌,5,シティオブドリーム,3,1,W0に追切なし
2026-08-16,札幌,5,レジームチェンジ,1,2,W0に追切なし
2026-08-16,札幌,5,ハヤブサカツオー,6,3,W0に追切なし
2026-08-16,札幌,5,レッドディーヴァ,7,4,W0に追切なし
2026-08-16,札幌,5,マサノブルスカイ,11,5,W0に追切なし
2026-08-16,札幌,5,ネージュエトワール,8,6,W0に追切なし
2026-08-16,札幌,5,レッドマスキュラー,2,7,W0に追切なし
2026-08-16,札幌,5,リアンディール,5,8,W0に追切なし
2026-08-16,札幌,5,シャイニーヒーロー,12,9,W0に追切なし
2026-08-16,札幌,5,アイアムツヨスギル,4,10,W0に追切なし
2026-08-16,札幌,5,グリームウッド,10,11,W0に追切なし
2026-08-16,札幌,5,ミライショウグン,9,12,W0に追切なし
2026-08-16,札幌,6,エスカレイト,4,1,W0に追切なし
2026-08-16,札幌,6,ラテラルパーム,3,2,W0に追切なし
2026-08-16,札幌,6,ヨドノゴールド,2,3,W0に追切なし
2026-08-16,札幌,6,パドゼフィール,6,4,W0に追切なし
2026-08-16,札幌,6,マカニ,12,5,W0に追切なし
2026-08-16,札幌,6,イングラム,1,6,W0に追切なし
2026-08-16,札幌,6,タイセイアビリティ,9,7,W0に追切なし
2026-08-16,札幌,6,メイショウホダワラ,10,8,W0に追切なし
2026-08-16,札幌,6,ナンナンプー,7,9,W0に追切なし
2026-08-16,札幌,6,ビタミンドロップ,5,10,W0に追切なし
2026-08-16,札幌,6,ジュジュドール,11,11,W0に追切なし
2026-08-16,札幌,6,スパークルジョイ,8,12,W0に追切なし
2026-08-16,札幌,7,ウイルソン,1,1,W0に追切なし
2026-08-16,札幌,7,デイズインザサン,7,2,W0に追切なし
2026-08-16,札幌,7,メイショウライガ,9,3,W0に追切なし
2026-08-16,札幌,7,ヒメヒオウギ,6,4,W0に追切なし
2026-08-16,札幌,7,クールフィデル,5,5,W0に追切なし
2026-08-16,札幌,7,ミナヅキ,3,6,W0に追切なし
2026-08-16,札幌,7,マコトアディントン,2,7,W0に追切なし
2026-08-16,札幌,7,キトゥンズラスター,14,8,W0に追切なし
2026-08-16,札幌,7,ヤクジョ,8,9,W0に追切なし
2026-08-16,札幌,7,アームアンフルール,13,10,W0に追切なし
2026-08-16,札幌,7,ロッサコメータ,4,11,W0に追切なし
2026-08-16,札幌,7,トーレス,15,12,W0に追切なし
2026-08-16,札幌,7,ホウオウワイズ,11,13,W0に追切なし
2026-08-16,札幌,7,コスモマウイ,16,14,W0に追切なし
2026-08-16,札幌,7,ルクスユアン,10,15,W0に追切なし
2026-08-16,札幌,7,スチョウプリンセス,12,16,W0に追切なし
2026-08-16,札幌,8,タイキインドラ,1,1,W0に追切なし
2026-08-16,札幌,8,グレイスフルマーチ,3,2,W0に追切なし
2026-08-16,札幌,8,ロードアルディート,5,3,W0に追切なし
2026-08-16,札幌,8,ジェネラスキング,4,4,W0に追切なし
2026-08-16,札幌,8,タイセイジェイド,2,5,W0に追切なし
2026-08-16,札幌,8,タイセイルビー,6,6,W0に追切なし
2026-08-16,札幌,8,ファミーユウルーズ,9,7,W0に追切なし
2026-08-16,札幌,8,サマースプラッシュ,10,8,W0に追切なし
2026-08-16,札幌,8,カフェブーケット,8,9,W0に追切なし
2026-08-16,札幌,8,カフジクロミエ,7,10,W0に追切なし
2026-08-16,札幌,8,スパークルレイ,11,11,W0に追切なし
2026-08-16,札幌,9,リヴァイ,3,1,W0に追切なし
2026-08-16,札幌,9,ノアールビーナス,10,2,W0に追切なし
2026-08-16,札幌,9,ラヴノー,5,3,W0に追切なし
2026-08-16,札幌,9,ハッピーラッキー,1,4,W0に追切なし
2026-08-16,札幌,9,ダブルチャレンジ,6,5,W0に追切なし
2026-08-16,札幌,9,ユーティジャーニー,4,6,W0に追切なし
2026-08-16,札幌,9,レッドカメリア,12,7,W0に追切なし
2026-08-16,札幌,9,マイケルバローズ,7,8,W0に追切なし
2026-08-16,札幌,9,エコロハート,2,9,W0に追切なし
2026-08-16,札幌,9,トーアサジタリウス,13,10,W0に追切なし
2026-08-16,札幌,9,アルマロクザン,15,11,W0に追切なし
2026-08-16,札幌,9,キタノクニカラ,16,12,W0に追切なし
2026-08-16,札幌,9,ラスベガスサイン,11,13,W0に追切なし
2026-08-16,札幌,9,ブライアーヒル,14,14,W0に追切なし
2026-08-16,札幌,9,フィオラーノ,8,15,W0に追切なし
2026-08-16,札幌,9,シュークリーム,9,16,W0に追切なし
2026-08-16,札幌,10,キーガッツ,8,1,W0に追切なし
2026-08-16,札幌,10,パールフロント,2,2,W0に追切なし
2026-08-16,札幌,10,ビーマックス,5,3,W0に追切なし
2026-08-16,札幌,10,クインズシフォン,6,4,W0に追切なし
2026-08-16,札幌,10,ウーマンズパワー,4,5,W0に追切なし
