day,venue,race,name,pop,chaku,reason
2026-08-16,札幌,10,オセアエクスプレス,10,6,W0に追切なし
2026-08-16,札幌,10,キャリーグレイス,7,7,W0に追切なし
2026-08-16,札幌,10,タッカージーティー,3,8,W0に追切なし
2026-08-16,札幌,10,フェデルミエール,11,8,W0に追切なし
2026-08-16,札幌,10,マメタンク,1,10,W0に追切なし
2026-08-16,札幌,10,ストロングボンド,12,11,W0に追切なし
2026-08-16,札幌,10,カッタッパ,9,12,W0に追切なし
2026-08-16,札幌,11,シェイクユアハート,3,1,W0に追切なし
2026-08-16,札幌,11,サクラファレル,5,2,W0に追切なし
2026-08-16,札幌,11,レディネス,10,3,W0に追切なし
2026-08-16,札幌,11,ローシャムパーク,9,4,W0に追切なし
2026-08-16,札幌,11,グランディア,6,5,W0に追切なし
2026-08-16,札幌,11,マジックサンズ,4,6,W0に追切なし
2026-08-16,札幌,11,ショウヘイ,1,7,W0に追切なし
2026-08-16,札幌,11,マイネルモーント,12,8,W0に追切なし
2026-08-16,札幌,11,アドマイヤテラ,2,9,W0に追切なし
2026-08-16,札幌,11,ホウオウビスケッツ,8,10,W0に追切なし
2026-08-16,札幌,11,ゼンダンハヤブサ,13,11,W0に追切なし
2026-08-16,札幌,11,アラタ,15,12,W0に追切なし
2026-08-16,札幌,11,ピンクジン,16,13,W0に追切なし
2026-08-16,札幌,11,イガッチ,11,14,W0に追切なし
2026-08-16,札幌,11,オニャンコポン,14,15,W0に追切なし
2026-08-16,札幌,11,エコロヴァルツ,7,16,W0に追切なし
2026-08-16,札幌,12,ダノンヒストリー,1,1,W0に追切なし
2026-08-16,札幌,12,ジュンツバメガエシ,2,2,W0に追切なし
2026-08-16,札幌,12,ラーシャローム,7,3,W0に追切なし
2026-08-16,札幌,12,ブリヤディアマンテ,12,4,W0に追切なし
2026-08-16,札幌,12,ゲンジ,5,5,W0に追切なし
2026-08-16,札幌,12,サラトガチップス,3,6,W0に追切なし
2026-08-16,札幌,12,アスクデッドヒート,4,7,W0に追切なし
2026-08-16,札幌,12,ドッビアーコ,13,8,W0に追切なし
2026-08-16,札幌,12,レイデラティエラ,6,9,W0に追切なし
2026-08-16,札幌,12,ライフセービング,10,10,W0に追切なし
2026-08-16,札幌,12,レイデラルース,11,11,W0に追切なし
2026-08-16,札幌,12,マイネルゼウス,8,12,W0に追切なし
2026-08-16,札幌,12,リアルファインド,9,13,W0に追切なし
2026-08-16,札幌,12,パープルクラウド,14,14,W0に追切なし
2026-08-22,札幌,1,トゥザファイナル,1,1,W0に追切なし
2026-08-22,札幌,1,マーズエクレール,7,2,W0に追切なし
2026-08-22,札幌,1,シンゼンノト,8,3,W0に追切なし
2026-08-22,札幌,1,アンバーバレット,3,4,W0に追切なし
2026-08-22,札幌,1,レイテスツドリーム,9,5,W0に追切なし
2026-08-22,札幌,1,ファラオクィーン,2,6,W0に追切なし
2026-08-22,札幌,1,サーギュスターヴ,6,7,W0に追切なし
2026-08-22,札幌,1,サウンドエフォート,5,8,W0に追切なし
2026-08-22,札幌,1,ミライショウグン,11,9,W0に追切なし
2026-08-22,札幌,1,マルカローゼ,10,10,W0に追切なし
2026-08-22,札幌,1,レゾルートハート,4,11,W0に追切なし
2026-08-22,札幌,1,アークレオン,12,12,W0に追切なし
2026-08-22,札幌,2,ヒアカムズザサン,2,1,W0に追切なし
2026-08-22,札幌,2,ランフォーザエイジ,1,2,W0に追切なし
2026-08-22,札幌,2,イントゥーザブルー,4,3,W0に追切なし
2026-08-22,札幌,2,ローレルメビウス,6,4,W0に追切なし
2026-08-22,札幌,2,ランダムナンバー,3,5,W0に追切なし
2026-08-22,札幌,2,ロードレスポンス,5,6,W0に追切なし
2026-08-22,札幌,3,リン,1,1,W0に追切なし
2026-08-22,札幌,3,メイショウセンドウ,2,2,W0に追切なし
2026-08-22,札幌,3,イーサンミラー,5,3,W0に追切なし
2026-08-22,札幌,3,モンロワイヤル,3,4,W0に追切なし
2026-08-22,札幌,3,ジャーナーリア,7,5,W0に追切なし
2026-08-22,札幌,3,ルージュラベル,11,6,W0に追切なし
2026-08-22,札幌,3,コウソクユノ,9,7,W0に追切なし
2026-08-22,札幌,3,ロジマギー,8,8,W0に追切なし
2026-08-22,札幌,3,ハイテイラオユエ,4,9,W0に追切なし
2026-08-22,札幌,3,ジュラトリー,6,10,W0に追切なし
2026-08-22,札幌,3,ハイランダー,10,11,W0に追切なし
2026-08-22,札幌,3,レーヌペスカ,13,12,W0に追切なし
2026-08-22,札幌,3,タイガーゲイト,14,13,W0に追切なし
2026-08-22,札幌,3,パレホ,12,14,W0に追切なし
2026-08-22,札幌,4,コワンニシタガウ,4,1,W0に追切なし
2026-08-22,札幌,4,マンサニージャ,6,2,W0に追切なし
2026-08-22,札幌,4,フローレンスフーガ,8,3,W0に追切なし
2026-08-22,札幌,4,サトノリアファル,2,4,W0に追切なし
2026-08-22,札幌,4,シーラス,7,5,W0に追切なし
2026-08-22,札幌,4,ゴコウコイコイ,1,6,W0に追切なし
2026-08-22,札幌,4,ブライスフェアリー,5,7,W0に追切なし
2026-08-22,札幌,4,ケナゲ,9,8,W0に追切なし
2026-08-22,札幌,4,ウィスカーパッド,3,9,W0に追切なし
2026-08-22,札幌,4,コティノス,10,10,W0に追切なし
2026-08-22,札幌,4,メイショウノヴァス,11,11,W0に追切なし
2026-08-22,札幌,4,クロミ,13,12,W0に追切なし
2026-08-22,札幌,4,シーシェル,14,13,W0に追切なし
2026-08-22,札幌,4,クルサール,15,14,W0に追切なし
2026-08-22,札幌,4,カタカムナ,16,15,W0に追切なし
2026-08-22,札幌,4,アースヴィンチ,12,16,W0に追切なし
2026-08-22,札幌,5,ツキミ,1,1,W0に追切なし
2026-08-22,札幌,5,グリーンアイランド,5,2,W0に追切なし
2026-08-22,札幌,5,フクノブルースカイ,7,3,W0に追切なし
2026-08-22,札幌,5,ブラスセッション,8,4,W0に追切なし
2026-08-22,札幌,5,タプティ,9,5,W0に追切なし
2026-08-22,札幌,5,マシュマロデイズ,2,6,W0に追切なし
2026-08-22,札幌,5,ロードリバイバル,11,7,W0に追切なし
2026-08-22,札幌,5,スピカテソーロ,4,8,W0に追切なし
2026-08-22,札幌,5,リーベフォール,6,9,W0に追切なし
2026-08-22,札幌,5,ハヤテノギンジロウ,13,10,W0に追切なし
2026-08-22,札幌,5,ノヴァカーラ,12,11,W0に追切なし
2026-08-22,札幌,5,ジャストピーチー,10,12,W0に追切なし
2026-08-22,札幌,5,カセノメロス,3,13,W0に追切なし
2026-08-22,札幌,5,ラストフィールド,14,14,W0に追切なし
2026-08-22,札幌,6,フィエールシャンテ,6,1,W0に追切なし
2026-08-22,札幌,6,ギオンバヤシ,2,2,W0に追切なし
2026-08-22,札幌,6,レットミーテイク,5,3,W0に追切なし
2026-08-22,札幌,6,シャンドラファール,1,4,W0に追切なし
2026-08-22,札幌,6,フクチャンブラック,10,5,W0に追切なし
2026-08-22,札幌,6,タビニュ,4,6,W0に追切なし
2026-08-22,札幌,6,アイアムコロンブス,12,7,W0に追切なし
2026-08-22,札幌,6,ホウオウライラック,8,8,W0に追切なし
2026-08-22,札幌,6,デルマタカチホ,7,9,W0に追切なし
2026-08-22,札幌,6,リコラピッド,11,10,W0に追切なし
2026-08-22,札幌,6,パゴスピグイノス,9,11,W0に追切なし
2026-08-22,札幌,6,カイユレ,13,12,W0に追切なし
2026-08-22,札幌,6,ヴィラジョヴィス,3,13,W0に追切なし
2026-08-22,札幌,7,ミサビスケッツ,2,1,W0に追切なし
2026-08-22,札幌,7,レストプレドゥモア,8,2,W0に追切なし
2026-08-22,札幌,7,ドリームガッサン,1,3,W0に追切なし
2026-08-22,札幌,7,ラテラルパーム,4,4,W0に追切なし
2026-08-22,札幌,7,セイウンバジリスク,6,5,W0に追切なし
2026-08-22,札幌,7,メイショウハッブル,9,6,W0に追切なし
2026-08-22,札幌,7,ロードヴァルカン,3,7,W0に追切なし
2026-08-22,札幌,7,セガンティーニ,5,8,W0に追切なし
2026-08-22,札幌,7,シェーンルスカ,12,9,W0に追切なし
2026-08-22,札幌,7,グッバイウェーブ,10,10,W0に追切なし
2026-08-22,札幌,7,メイワキラリ,7,11,W0に追切なし
2026-08-22,札幌,7,カップッチョ,11,12,W0に追切なし
2026-08-22,札幌,8,ルージュビバーチェ,2,1,W0に追切なし
2026-08-22,札幌,8,ミルボナー,4,2,W0に追切なし
2026-08-22,札幌,8,ケープウィッカム,1,3,W0に追切なし
2026-08-22,札幌,8,ジーティーアリア,6,4,W0に追切なし
2026-08-22,札幌,8,サウンドルーチェ,10,5,W0に追切なし
2026-08-22,札幌,8,ピラニアキッス,5,6,W0に追切なし
2026-08-22,札幌,8,ランスノーブル,7,7,W0に追切なし
2026-08-22,札幌,8,リピース,9,8,W0に追切なし
2026-08-22,札幌,8,ホワイトオーキッド,8,9,W0に追切なし
2026-08-22,札幌,8,ローゾフィア,3,10,W0に追切なし
2026-08-22,札幌,9,ブルージェイ,2,1,W0に追切なし
2026-08-22,札幌,9,フレイコン,1,2,W0に追切なし
2026-08-22,札幌,9,エイシンウルトラン,7,3,W0に追切なし
2026-08-22,札幌,9,ラードンチェイス,3,4,W0に追切なし
2026-08-22,札幌,9,ウィエダンド,4,5,W0に追切なし
2026-08-22,札幌,9,コパノシチリア,12,6,W0に追切なし
2026-08-22,札幌,9,ステラトップガン,5,7,W0に追切なし
2026-08-22,札幌,9,ダマスク,10,8,W0に追切なし
2026-08-22,札幌,9,チカバリエンテ,6,9,W0に追切なし
2026-08-22,札幌,9,モンビスキュイ,9,10,W0に追切なし
2026-08-22,札幌,9,エンジェルボヌール,14,11,W0に追切なし
2026-08-22,札幌,9,シアンディオ,8,12,W0に追切なし
2026-08-22,札幌,9,ライーリーアース,11,13,W0に追切なし
2026-08-22,札幌,9,スターオブヴェイズ,13,14,W0に追切なし
2026-08-22,札幌,10,アスミル,1,1,W0に追切なし
2026-08-22,札幌,10,ビービーエフォート,3,2,W0に追切なし
2026-08-22,札幌,10,ミキノバカラ,6,3,W0に追切なし
2026-08-22,札幌,10,ビーコング,5,4,W0に追切なし
2026-08-22,札幌,10,エクストラバック,11,5,W0に追切なし
2026-08-22,札幌,10,ホウオウヘッセン,10,6,W0に追切なし
2026-08-22,札幌,10,フードマン,2,7,W0に追切なし
2026-08-22,札幌,10,ピースフルナイト,12,8,W0に追切なし
2026-08-22,札幌,10,ジーベック,13,9,W0に追切なし
2026-08-22,札幌,10,メイショウミリオレ,9,10,W0に追切なし
2026-08-22,札幌,10,ヴィヴァクラウン,8,11,W0に追切なし
2026-08-22,札幌,10,ジャガード,14,12,W0に追切なし
2026-08-22,札幌,10,ウチュウノセカイ,4,13,W0に追切なし
2026-08-22,札幌,10,ベルビースタローン,7,14,W0に追切なし
2026-08-22,札幌,11,キャントウェイト,4,1,W0に追切なし
2026-08-22,札幌,11,スパークリシャール,12,2,W0に追切なし
2026-08-22,札幌,11,ショウナンサムデイ,3,3,W0に追切なし
2026-08-22,札幌,11,ディーガレジェンド,6,4,W0に追切なし
2026-08-22,札幌,11,スピードリッチ,1,5,W0に追切なし
2026-08-22,札幌,11,ピンクジン,8,6,W0に追切なし
2026-08-22,札幌,11,テーオーダグラス,7,7,W0に追切なし
2026-08-22,札幌,11,タイキラフター,11,9,W0に追切なし
2026-08-22,札幌,11,ウィープディライト,9,10,W0に追切なし
2026-08-22,札幌,11,ワイドアラジン,13,11,W0に追切なし
2026-08-22,札幌,11,チルカーノ,10,12,W0に追切なし
2026-08-22,札幌,11,ウイントレメンデス,5,13,W0に追切なし
2026-08-22,札幌,12,ロングミックス,1,1,W0に追切なし
2026-08-22,札幌,12,ブリオメンテ,7,2,W0に追切なし
2026-08-22,札幌,12,サマーナイト,2,3,W0に追切なし
2026-08-22,札幌,12,メイショウコシュウ,3,4,W0に追切なし
2026-08-22,札幌,12,ポンピエ,5,5,W0に追切なし
2026-08-22,札幌,12,ロードスカイブルー,8,6,W0に追切なし
2026-08-22,札幌,12,ココデイック,6,7,W0に追切なし
2026-08-22,札幌,12,ジュジュドール,11,8,W0に追切なし
2026-08-22,札幌,12,グルーヴィーオン,10,9,W0に追切なし
2026-08-22,札幌,12,ゴールドブレイズ,4,10,W0に追切なし
2026-08-22,札幌,12,マロンカラノテガミ,9,11,W0に追切なし
2026-08-22,新潟,1,ハチキンキリシマ,7,7,W0に追切なし
2026-08-22,新潟,4,ラショナルポイント,1,3,W0に追切なし
2026-08-22,新潟,4,ルシアージュ,7,5,W0に追切なし
2026-08-22,新潟,4,ソフィアプルーマ,13,8,W0に追切なし
2026-08-22,新潟,4,バーヴァンシー,9,12,W0に追切なし
2026-08-22,新潟,5,ブロークンハート,11,15,W0に追切なし
2026-08-22,新潟,9,イージーブリージー,4,5,W0に追切なし
2026-08-22,新潟,10,スマイルカーブ,6,11,W0に追切なし
2026-08-22,新潟,11,ワンダースアン,6,1,W0に追切なし
2026-08-22,新潟,11,ラウターユーベル,8,6,W0に追切なし
2026-08-22,新潟,11,コールリッジ,4,8,W0に追切なし
2026-08-22,新潟,11,セレスティアハート,10,11,W0に追切なし
2026-08-22,新潟,11,イントゥゴールデン,12,12,W0に追切なし
2026-08-22,新潟,12,ジュンヴィヴァン,6,7,W0に追切なし
2026-08-22,中京,4,アスクブームキセキ,4,1,W0に追切なし
2026-08-22,中京,4,ゴッドアミーラ,12,16,W0に追切なし
2026-08-22,中京,5,マカロンブルー,2,3,W0に追切なし
2026-08-22,中京,5,ブルーメンフェスト,16,16,W0に追切なし
2026-08-22,中京,6,ノボリクレバー,8,9,W0に追切なし
2026-08-22,中京,8,クラッチスラッガー,3,10,W0に追切なし
2026-08-22,中京,10,シュガーハイ,10,12,W0に追切なし
2026-08-22,中京,11,ラヴエナストロ,7,10,W0に追切なし
2026-08-22,中京,11,ヴェルサイユシエル,9,12,W0に追切なし
2026-08-22,中京,12,アンガーザガール,3,2,W0に追切なし
2026-08-23,中京,1,レットミーゴー,7,7,W0に追切なし
2026-08-23,中京,4,キタノハイテイル,6,1,W0に追切なし
2026-08-23,中京,4,グレートアゲイン,10,2,W0に追切なし
2026-08-23,中京,4,タイセイゼスティ,4,8,W0に追切なし
2026-08-23,中京,6,ムーンウォーリア,14,14,W0に追切なし
2026-08-23,中京,10,サトノディヴァイン,9,5,W0に追切なし
2026-08-23,中京,10,ギレイ,8,8,W0に追切なし
2026-08-23,中京,10,グランセンチュリ,14,13,W0に追切なし
2026-08-23,新潟,3,ルーチェルナーレ,8,7,W0に追切なし
2026-08-23,新潟,4,パッサージュワイズ,15,15,W0に追切なし
2026-08-23,新潟,5,フジサン,5,1,W0に追切なし
2026-08-23,新潟,5,ポポラヴィスタ,8,4,W0に追切なし
2026-08-23,新潟,5,シェリーシュシュ,9,9,W0に追切なし
2026-08-23,新潟,8,マンウォル,9,10,W0に追切なし
2026-08-23,新潟,9,リッチハンター,14,11,W0に追切なし
2026-08-23,新潟,11,シャルマンナナ,7,13,W0に追切なし
2026-08-23,新潟,12,トルネードアイル,2,2,W0に追切なし
2026-08-23,札幌,1,シェイプオブユー,2,1,W0に追切なし
2026-08-23,札幌,1,アイビーミャーオ,1,2,W0に追切なし
2026-08-23,札幌,1,メイショウマドンナ,3,3,W0に追切なし
2026-08-23,札幌,1,ペイシャクロス,5,4,W0に追切なし
2026-08-23,札幌,1,ニシノギャルズ,6,5,W0に追切なし
2026-08-23,札幌,1,ルーチェコメット,7,6,W0に追切なし
2026-08-23,札幌,1,アジーザム,9,7,W0に追切なし
2026-08-23,札幌,1,アッシュグレイス,12,8,W0に追切なし
2026-08-23,札幌,1,トリアングルレディ,11,9,W0に追切なし
2026-08-23,札幌,1,アーミル,10,10,W0に追切なし
2026-08-23,札幌,1,ベルグランボヌール,4,11,W0に追切なし
2026-08-23,札幌,1,ロングフルスペック,8,12,W0に追切なし
2026-08-23,札幌,2,デザートスピリット,2,1,W0に追切なし
2026-08-23,札幌,2,トムクリオーザ,6,2,W0に追切なし
2026-08-23,札幌,2,ムッチリスタイル,3,3,W0に追切なし
2026-08-23,札幌,2,ティアラード,1,4,W0に追切なし
2026-08-23,札幌,2,サンレガート,5,5,W0に追切なし
2026-08-23,札幌,2,ウィルレーヴィア,9,6,W0に追切なし
2026-08-23,札幌,2,サンシルヴァリー,11,7,W0に追切なし
2026-08-23,札幌,2,アルデシンザン,4,8,W0に追切なし
2026-08-23,札幌,2,リーゼントエース,8,9,W0に追切なし
2026-08-23,札幌,2,シークレットタワー,10,10,W0に追切なし
2026-08-23,札幌,2,シガレス,7,11,W0に追切なし
2026-08-23,札幌,3,ファイアリービート,2,1,W0に追切なし
2026-08-23,札幌,3,セラサイト,7,2,W0に追切なし
2026-08-23,札幌,3,アオイミズホ,1,3,W0に追切なし
2026-08-23,札幌,3,ホウオウファラオ,6,4,W0に追切なし
2026-08-23,札幌,3,ブルーアンビエンス,12,5,W0に追切なし
2026-08-23,札幌,3,ジェイストリーク,3,6,W0に追切なし
2026-08-23,札幌,3,エクラドット,4,7,W0に追切なし
2026-08-23,札幌,3,ブルーエ,10,8,W0に追切なし
2026-08-23,札幌,3,アメリカンダンス,8,9,W0に追切なし
2026-08-23,札幌,3,ヒマラヤミュサ,14,10,W0に追切なし
2026-08-23,札幌,3,レジオンポレール,5,11,W0に追切なし
2026-08-23,札幌,3,セブンワンダーズ,11,12,W0に追切なし
2026-08-23,札幌,3,ジェッディンデデン,13,13,W0に追切なし
2026-08-23,札幌,4,レッドアイスピア,2,1,W0に追切なし
2026-08-23,札幌,4,リアララ,1,2,W0に追切なし
2026-08-23,札幌,4,アドマイヤパープル,3,3,W0に追切なし
2026-08-23,札幌,4,メイショウテンジン,4,4,W0に追切なし
2026-08-23,札幌,4,ロジスカヤ,7,5,W0に追切なし
2026-08-23,札幌,4,ブレッティレディ,9,6,W0に追切なし
2026-08-23,札幌,4,リネアベルタ,6,7,W0に追切なし
2026-08-23,札幌,4,ファイティンアスク,10,8,W0に追切なし
2026-08-23,札幌,4,ユーベルジーク,14,9,W0に追切なし
2026-08-23,札幌,4,ゲフィオン,13,10,W0に追切なし
2026-08-23,札幌,4,ドンレミラピュセル,11,11,W0に追切なし
2026-08-23,札幌,4,ニットウエース,15,12,W0に追切なし
2026-08-23,札幌,4,スカイピア,5,13,W0に追切なし
2026-08-23,札幌,4,ヴェンデボヌール,12,14,W0に追切なし
2026-08-23,札幌,5,ヴァンドレスト,1,1,W0に追切なし
2026-08-23,札幌,5,リズムオブサンダー,5,2,W0に追切なし
2026-08-23,札幌,5,アオイゲート,3,3,W0に追切なし
2026-08-23,札幌,5,バトルナイト,4,4,W0に追切なし
2026-08-23,札幌,5,ソフィーサンライズ,7,5,W0に追切なし
2026-08-23,札幌,5,マテンロウバモス,2,6,W0に追切なし
2026-08-23,札幌,5,ボディビルダー,6,7,W0に追切なし
2026-08-23,札幌,6,サンセットゴールド,8,1,W0に追切なし
2026-08-23,札幌,6,ルールザウェイヴ,2,2,W0に追切なし
2026-08-23,札幌,6,ルクスアドラー,7,3,W0に追切なし
2026-08-23,札幌,6,ベアサナエチャン,4,4,W0に追切なし
2026-08-23,札幌,6,ブライトフレア,13,5,W0に追切なし
2026-08-23,札幌,6,サンウリエル,11,6,W0に追切なし
2026-08-23,札幌,6,モルニケ,3,7,W0に追切なし
2026-08-23,札幌,6,モノポリオ,1,8,W0に追切なし
2026-08-23,札幌,6,ホウオウペトリュス,12,9,W0に追切なし
2026-08-23,札幌,6,クイーンズワーフ,6,10,W0に追切なし
2026-08-23,札幌,6,オーケーダイナ,10,11,W0に追切なし
2026-08-23,札幌,6,クラインシュミット,14,12,W0に追切なし
2026-08-23,札幌,6,ファニーバニー,5,13,W0に追切なし
2026-08-23,札幌,6,ゴーゴーリチャード,9,14,W0に追切なし
2026-08-23,札幌,7,ニヒトツーゼーア,6,1,W0に追切なし
2026-08-23,札幌,7,ダイシンレアレア,1,2,W0に追切なし
2026-08-23,札幌,7,トライゴーニック,7,3,W0に追切なし
2026-08-23,札幌,7,リバーソニック,4,4,W0に追切なし
2026-08-23,札幌,7,アスクガンバーレ,3,5,W0に追切なし
2026-08-23,札幌,7,ステイアンビシャス,5,6,W0に追切なし
2026-08-23,札幌,7,タイキフィアリーベ,8,7,W0に追切なし
2026-08-23,札幌,7,ブーケドグレイス,10,8,W0に追切なし
2026-08-23,札幌,7,シドニーホバート,11,9,W0に追切なし
2026-08-23,札幌,7,ミスターエメラルド,2,10,W0に追切なし
2026-08-23,札幌,7,シーリュウシー,9,11,W0に追切なし
2026-08-23,札幌,8,ダノンプレサージュ,1,1,W0に追切なし
2026-08-23,札幌,8,マイネルシンベリン,2,2,W0に追切なし
2026-08-23,札幌,8,ジェルブロア,4,3,W0に追切なし
2026-08-23,札幌,8,ゴールドジェスター,10,4,W0に追切なし
2026-08-23,札幌,8,シニャンガ,3,5,W0に追切なし
2026-08-23,札幌,8,シャルムグリーン,8,6,W0に追切なし
2026-08-23,札幌,8,ピティロディア,9,7,W0に追切なし
2026-08-23,札幌,8,ブランヴァンダイク,7,8,W0に追切なし
2026-08-23,札幌,8,サクラアドリア,6,9,W0に追切なし
2026-08-23,札幌,8,ララオウ,5,10,W0に追切なし
2026-08-23,札幌,8,ソワンドヴィクター,11,11,W0に追切なし
2026-08-23,札幌,9,エイシンインアウト,3,1,W0に追切なし
2026-08-23,札幌,9,ハルフロンティア,4,2,W0に追切なし
2026-08-23,札幌,9,マイネルマスター,11,3,W0に追切なし
2026-08-23,札幌,9,メイショウテンク,2,4,W0に追切なし
2026-08-23,札幌,9,ジャケットポケット,5,5,W0に追切なし
2026-08-23,札幌,9,デルシエロ,8,6,W0に追切なし
2026-08-23,札幌,9,エチゴドラゴン,1,7,W0に追切なし
2026-08-23,札幌,9,サイン,7,8,W0に追切なし
2026-08-23,札幌,9,アドミラルシップ,6,9,W0に追切なし
2026-08-23,札幌,9,ドーギッド,10,10,W0に追切なし
2026-08-23,札幌,9,ユメシルベ,12,11,W0に追切なし
2026-08-23,札幌,9,グランツローゼ,13,12,W0に追切なし
2026-08-23,札幌,9,ダノンシーホーク,9,13,W0に追切なし
2026-08-23,札幌,10,ローズマイスター,3,2,W0に追切なし
2026-08-23,札幌,10,アオハルブルース,2,3,W0に追切なし
2026-08-23,札幌,10,レッドライトニング,6,4,W0に追切なし
2026-08-23,札幌,10,ヒミノエトワール,7,5,W0に追切なし
2026-08-23,札幌,10,ユウェンタース,5,6,W0に追切なし
2026-08-23,札幌,10,ヒルノピレネー,9,7,W0に追切なし
2026-08-23,札幌,10,ハヤブサオヒメサマ,8,8,W0に追切なし
2026-08-23,札幌,10,クリノラピダス,13,9,W0に追切なし
2026-08-23,札幌,10,カスバートテソーロ,10,10,W0に追切なし
2026-08-23,札幌,10,オーロラアーク,14,11,W0に追切なし
2026-08-23,札幌,10,セイントホース,4,12,W0に追切なし
2026-08-23,札幌,10,ハイクオリティ,1,13,W0に追切なし
2026-08-23,札幌,10,ウインハルモニア,11,14,W0に追切なし
2026-08-23,札幌,11,サウンドモリアーナ,5,1,W0に追切なし
2026-08-23,札幌,11,パンジャタワー,1,2,W0に追切なし
2026-08-23,札幌,11,ウインカーネリアン,3,3,W0に追切なし
2026-08-23,札幌,11,エーティーマクフィ,4,4,W0に追切なし
2026-08-23,札幌,11,ロードフォアエース,12,5,W0に追切なし
2026-08-23,札幌,11,ロジケープ,2,6,W0に追切なし
2026-08-23,札幌,11,イツモニコニコ,13,7,W0に追切なし
2026-08-23,札幌,11,ダノンマッキンリー,9,8,W0に追切なし
2026-08-23,札幌,11,リラエンブレム,10,9,W0に追切なし
2026-08-23,札幌,11,ゾンニッヒ,11,10,W0に追切なし
2026-08-23,札幌,11,ルシード,7,11,W0に追切なし
2026-08-23,札幌,11,ジョーメッドヴィン,14,12,W0に追切なし
2026-08-23,札幌,11,ナムラクララ,8,13,W0に追切なし
2026-08-23,札幌,11,エイシンディード,6,15,W0に追切なし
2026-08-23,札幌,11,レッドアヴァンティ,15,16,W0に追切なし
2026-08-23,札幌,12,ミリオンクラウン,2,1,W0に追切なし
2026-08-23,札幌,12,マイネルフォルツァ,11,2,W0に追切なし
2026-08-23,札幌,12,ワザモノ,5,3,W0に追切なし
2026-08-23,札幌,12,ルクスジニア,1,4,W0に追切なし
2026-08-23,札幌,12,ストームサンダー,9,6,W0に追切なし
2026-08-23,札幌,12,ウインベラーノ,3,7,W0に追切なし
2026-08-23,札幌,12,コスモスプモーニ,14,8,W0に追切なし
2026-08-23,札幌,12,マルカオペラ,8,9,W0に追切なし
2026-08-23,札幌,12,バセリーナ,10,11,W0に追切なし
2026-08-23,札幌,12,ベネスピラ,7,12,W0に追切なし
2026-08-23,札幌,12,ショウナンヤッホー,13,13,W0に追切なし
2026-08-23,札幌,12,テルヒコウ,6,14,W0に追切なし
