場所,コース,回り,年月日,曜日,時刻,馬名,Ｃ,性別,年齢,収得賞金,調教師,10F,9F,8F,7F,6F,5F,4F,3F,2F,1F,Lap9,Lap8,Lap7,Lap6,Lap5,Lap4,Lap3,Lap2,Lap1,血統登録番号,日付S,所属,種牡馬名,母名,現馬主名,生産者名,関連データ,馬番/仮番(出馬表モード時のみ)
栗東,C,右,20260813,木,4:58,アグレイビューティ,,牝,3,400,上村洋行,,143.8,120.4,100.4,83.3,69.0,54.4,38.9,23.8,11.8,23.4,20.0,17.1,14.3,14.6,15.5,15.1,12.0,11.8,2023103676,2026.8.13,栗東,コントレイル,アレイヴィングビューティ,G1レーシング,追分ファーム,,
栗東,C,右,20260813,木,4:58,メイショウラウルス,,牡,2,未出走,角田晃一,,141.1,120.5,100.4,82.6,67.1,52.0,37.0,23.1,11.4,20.6,20.1,17.8,15.5,15.1,15.0,13.9,11.7,11.4,2024107133,2026.8.13,栗東,ルヴァンスレーヴ,メイショウベルボン,松本好隆,橋本牧場,,
栗東,C,右,20260813,木,4:58,ラグナトーレ,,牝,4,80,角田晃一,,142.2,120.9,101.7,84.4,68.9,53.1,37.6,23.2,11.3,21.3,19.2,17.3,15.5,15.8,15.5,14.4,11.9,11.3,2022106185,2026.8.13,栗東,オルフェーヴル,キョウワセロトーレ,ヒダカ・ブリーダーズ・ユニオン,協和牧場,,
栗東,C,右,20260813,木,4:58,ルクスアルカード,,牡,2,未出走,上村洋行,,142.9,119.5,99.7,82.5,68.4,54.1,38.6,23.5,11.7,23.4,19.8,17.2,14.1,14.3,15.5,15.1,11.8,11.7,2024104510,2026.8.13,栗東,キズナ,カシシ,ルクス,静内山田牧場,,
栗東,C,右,20260813,木,4:59,アモロロプーロ,,牡,2,未出走,高橋康之,,143.3,122.0,101.3,84.1,68.9,53.4,37.6,23.3,11.5,21.3,20.7,17.2,15.2,15.5,15.8,14.3,11.8,11.5,2024101492,2026.8.13,栗東,ゴールドシップ,ジオパーククイーン,福盛訓之,様似共栄牧場,,
栗東,C,右,20260813,木,4:59,ウィザードシチー,,牡,2,未出走,北出成人,,147.4,125.3,104.4,85.3,68.9,53.8,38.3,23.8,11.6,22.1,20.9,19.1,16.4,15.1,15.5,14.5,12.2,11.6,2024102718,2026.8.13,栗東,チュウワウィザード,ハニーウィル,友駿ホースクラブ,中村雅明,,
栗東,C,右,20260813,木,4:59,オーシャンズフレア,,牡,2,未出走,北出成人,,146.8,125.1,104.2,85.1,68.8,53.6,38.2,23.7,11.4,21.7,20.9,19.1,16.3,15.2,15.4,14.5,12.3,11.4,2024100044,2026.8.13,栗東,グァンチャーレ,トゥーオーシャンズ,松本俊廣,天羽禮治牧場,,
栗東,C,右,20260813,木,4:59,オーロラトレイル,,牝,2,未出走,清水久詞,,142.1,121.2,101.6,83.8,68.5,53.8,38.4,23.7,11.6,20.9,19.6,17.8,15.3,14.7,15.4,14.7,12.1,11.6,2024103456,2026.8.13,栗東,コントレイル,クリアリーコンフューズド,前田幸大,ノースヒルズ,,
栗東,C,右,20260813,木,4:59,コスモクラウン,,牡,2,未出走,北出成人,,145.6,123.8,103.4,84.3,67.8,52.9,38.0,23.5,11.3,21.8,20.4,19.1,16.5,14.9,14.9,14.5,12.2,11.3,2024104927,2026.8.13,栗東,ロードカナロア,エーポス,ウエストヒルズ,フジワラフアーム,,
栗東,C,右,20260813,木,4:59,サトノビダーヤ,,牡,3,400,高橋康之,,141.8,120.8,100.1,82.8,67.8,52.5,37.1,22.9,11.4,21.0,20.7,17.3,15.0,15.3,15.4,14.2,11.5,11.4,2023107379,2026.8.13,栗東,サトノジェネシス,バシマー,里見治,新冠橋本牧場,,
