場所,コース,回り,年月日,曜日,時刻,馬名,Ｃ,性別,年齢,収得賞金,調教師,10F,9F,8F,7F,6F,5F,4F,3F,2F,1F,Lap9,Lap8,Lap7,Lap6,Lap5,Lap4,Lap3,Lap2,Lap1,血統登録番号,日付S,所属,種牡馬名,母名,現馬主名,生産者名,関連データ,馬番/仮番(出馬表モード時のみ)
栗東,C,右,20260715,水,4:57,ダノンアトラス,,牡,5,400,橋口慎介,,,,,,,53.7,38.1,23.9,11.9,,,,,,15.6,14.2,12.0,11.9,2021105113,2026.7.15,栗東,ミッキーロケット,ダノンジャンヌ,ダノックス,社台ファーム,,
栗東,C,右,20260715,水,4:58,エアロクリスタ,,牡,2,未出走,池添学,,142.0,122.3,102.9,85.2,69.5,54.0,37.9,22.9,11.3,19.7,19.4,17.7,15.7,15.5,16.1,15.0,11.6,11.3,2024103815,2026.7.15,栗東,カラヴァッジオ,ブライトメッセージ,福本純,三村卓也,,
栗東,C,右,20260715,水,4:58,エイカイマッケンロ,,セ,7,1500,藤原英昭,,136.7,117.0,98.2,81.6,66.6,52.0,37.1,23.3,11.8,19.7,18.8,16.6,15.0,14.6,14.9,13.8,11.5,11.8,2019104800,2026.7.15,栗東,ロードカナロア,ダイワミランダ,二木英実,社台ファーム,,
栗東,C,右,20260715,水,4:58,ステイクオール,,セ,4,400,上村洋行,,143.5,122.0,100.8,82.6,67.7,52.8,37.5,23.4,11.9,21.5,21.2,18.2,14.9,14.9,15.3,14.1,11.5,11.9,2022105848,2026.7.15,栗東,ナダル,ボールドアテンプト,キャロットファーム,社台コーポレーション白老ファーム,,
栗東,C,右,20260715,水,4:58,ファーヴェント,,牡,5,3250,藤原英昭,,133.7,113.7,95.5,79.2,64.5,50.3,35.8,22.3,11.3,20.0,18.2,16.3,14.7,14.2,14.5,13.5,11.0,11.3,2021104893,2026.7.15,栗東,ハーツクライ,トータルヒート,キャロットファーム,社台コーポレーション白老ファーム,,
栗東,C,右,20260715,水,4:58,ブレイクアウェイ,,牡,2,未出走,上村洋行,,140.6,120.2,99.7,81.3,66.1,51.6,37.1,23.1,11.4,20.4,20.5,18.4,15.2,14.5,14.5,14.0,11.7,11.4,2024105872,2026.7.15,栗東,キズナ,ザウェイアイアム,ライオンレースホース,社台ファーム,,
栗東,C,右,20260715,水,4:58,ベラジオパンテーラ,,牡,2,未出走,上村洋行,,141.9,120.4,99.5,81.2,66.4,51.5,36.3,22.5,11.2,21.5,20.9,18.3,14.8,14.9,15.2,13.8,11.3,11.2,2024107026,2026.7.15,栗東,キズナ,ダイワダッチェス,ベラジオレーシング,社台コーポレーション白老ファーム,,
栗東,C,右,20260715,水,4:58,モモンウールー,,牝,5,900,池添学,,143.1,123.4,103.7,85.9,70.0,54.4,38.2,22.9,11.3,19.7,19.7,17.8,15.9,15.6,16.2,15.3,11.6,11.3,2021105984,2026.7.15,栗東,ドレフォン,ユアスイスイ,MOMOレーシング,レイクヴィラファーム,,
栗東,C,右,20260715,水,4:58,ライトオブヌカタ,,牡,3,900,上村洋行,,141.3,120.6,100.3,81.8,66.6,52.0,37.3,23.3,11.5,20.7,20.3,18.5,15.2,14.6,14.7,14.0,11.8,11.5,2023103087,2026.7.15,栗東,"City of Light",ネバーギブアップ,辻子依旦,服部牧場,,
栗東,C,右,20260715,水,4:58,レクスノヴァス,,牡,4,2400,上村洋行,,140.8,119.4,99.1,80.8,66.0,51.3,36.1,22.4,11.2,21.4,20.3,18.3,14.8,14.7,15.2,13.7,11.2,11.2,2022107282,2026.7.15,栗東,キタサンブラック,ウルティマミューズ,ノルマンディーサラブレッドレーシング,浜本牧場,,
栗東,C,右,20260715,水,4:59,アレ,,牡,5,900,中内田充,,139.6,119.2,99.5,82.0,66.9,51.9,36.8,22.8,11.3,20.4,19.7,17.5,15.1,15.0,15.1,14.0,11.5,11.3,2021103287,2026.7.15,栗東,シルバーステート,ルックアミリオン,寺田秀樹,三嶋牧場,,
栗東,C,右,20260715,水,4:59,スノースケープ,,牝,3,400,中内田充,,138.4,120.7,102.1,84.5,69.3,54.1,38.2,23.6,11.6,17.7,18.6,17.6,15.2,15.2,15.9,14.6,12.0,11.6,2023107516,2026.7.15,栗東,Frankel,"Shadow Hunter",S.マグニア,"Capital Bloodstock",,
栗東,C,右,20260715,水,4:59,トップランキング,,牡,2,未登録,,,139.9,120.5,101.8,84.6,69.0,53.6,38.2,23.7,11.8,19.4,18.7,17.2,15.6,15.4,15.4,14.5,11.9,11.8,2024103687,2026.7.15,,エフフォーリア,ラブローレル,,北星村田牧場,,
栗東,C,右,20260715,水,4:59,ナムラティアラ,,牝,3,400,牧田和弥,,140.0,119.5,100.0,83.3,68.4,52.8,36.6,22.4,11.1,20.5,19.5,16.7,14.9,15.6,16.2,14.2,11.3,11.1,2023106228,2026.7.15,栗東,ジョーカプチーノ,ナムラテンゲル,奈村睦弘,森政巳,,
栗東,C,右,20260715,水,4:59,フレイムスター,,牡,3,400,清水久詞,,139.3,119.2,100.0,82.8,67.5,52.7,37.3,23.2,11.5,20.1,19.2,17.2,15.3,14.8,15.4,14.1,11.7,11.5,2023101577,2026.7.15,栗東,ドレフォン,テーオーヴィーナス,辻子依旦,ヤナガワ牧場,,
