場所,コース,回り,年月日,曜日,時刻,馬名,Ｃ,性別,年齢,収得賞金,調教師,10F,9F,8F,7F,6F,5F,4F,3F,2F,1F,Lap9,Lap8,Lap7,Lap6,Lap5,Lap4,Lap3,Lap2,Lap1,血統登録番号,日付S,所属,種牡馬名,母名,現馬主名,生産者名,関連データ,馬番/仮番(出馬表モード時のみ)
栗東,C,右,20260718,土,4:58,エングルマン,,牡,3,0,西村真幸,,157.0,135.4,115.1,96.9,80.4,63.5,46.6,30.4,15.3,21.6,20.3,18.2,16.5,16.9,16.9,16.2,15.1,15.3,2023110077,2026.7.18,栗東,Peltzer,"Didnt Even Kiss Me",吉田和美,"Mr J Spackman",,
栗東,C,右,20260718,土,4:58,クライナリーゼ,,牡,3,0,高橋康之,,151.2,128.5,106.3,87.5,71.0,56.0,39.9,24.5,11.9,22.7,22.2,18.8,16.5,15.0,16.1,15.4,12.6,11.9,2023104192,2026.7.18,栗東,カレンブラックヒル,ウェルアウェイ,YGGホースクラブ,田端牧場,,
栗東,C,右,20260718,土,4:58,フィオッコローザ,,牝,2,未登録,,,156.9,135.1,114.6,96.7,80.1,63.4,46.1,29.9,15.1,21.8,20.5,17.9,16.6,16.7,17.3,16.2,14.8,15.1,2024106586,2026.7.18,,モーリス,ベルヴォーグ,,ノーザンファーム,,
栗東,C,右,20260718,土,4:59,アウフヘーベン,,牝,6,1500,高橋亮,,160.5,139.3,118.9,100.3,83.2,66.3,48.6,31.7,15.7,21.2,20.4,18.6,17.1,16.9,17.7,16.9,16.0,15.7,2020105305,2026.7.18,栗東,サトノダイヤモンド,ランウェイ,"GET NEXT",須崎牧場,,
栗東,C,右,20260718,土,4:59,アレ,,牡,5,900,中内田充,,157.7,138.4,119.4,101.2,84.0,66.8,48.3,31.1,15.5,19.3,19.0,18.2,17.2,17.2,18.5,17.2,15.6,15.5,2021103287,2026.7.18,栗東,シルバーステート,ルックアミリオン,寺田秀樹,三嶋牧場,,
栗東,C,右,20260718,土,4:59,イザショウブ,,牡,3,0,高橋亮,,158.6,138.7,118.9,100.2,83.3,66.3,48.6,30.8,15.4,19.9,19.8,18.7,16.9,17.0,17.7,17.8,15.4,15.4,2023100600,2026.7.18,栗東,キタサンブラック,カラヴェッラ,猪又晶介,天羽牧場,,
栗東,C,右,20260718,土,4:59,コルヴァス,,牡,3,400,矢作芳人,,,,,,,63.4,46.2,29.2,14.7,,,,,,17.2,17.0,14.5,14.7,2023104411,2026.7.18,栗東,キズナ,ペルルドール,寺田寿男,ノースヒルズ,,
栗東,C,右,20260718,土,4:59,マイベスティー,,牡,3,0,高橋亮,,167.6,147.1,127.2,108.0,89.7,71.3,51.6,32.6,16.2,20.5,19.9,19.2,18.3,18.4,19.7,19.0,16.4,16.2,2023103250,2026.7.18,栗東,イスラボニータ,ゲットザピクチャー,増田江利子,前田牧場,,
栗東,C,右,20260718,土,5:00,ウインクローバー,,牝,2,未出走,宮本博,,,,,,,73.6,53.8,34.2,16.5,,,,,,19.8,19.6,17.7,16.5,2024100762,2026.7.18,栗東,レイデオロ,ヤマノグラス,ウイン,チャンピオンズファーム,,
栗東,C,右,20260718,土,5:00,シャリキモン,,牡,3,0,吉田直弘,,,,,,,75.7,54.4,34.6,16.9,,,,,,21.3,19.8,17.7,16.9,2023103743,2026.7.18,栗東,ミッキーロケット,スイートシャイン,二口雅一,笹川大晃牧場,,
栗東,C,右,20260718,土,5:00,ゼットリアン,,牡,6,3600,吉田直弘,,,,,,,76.0,56.2,36.9,18.4,,,,,,19.8,19.3,18.5,18.4,2020104760,2026.7.18,栗東,モーリス,ネオシルヴィア,フォーレスト,フジワラフアーム,,
栗東,C,右,20260718,土,5:00,ソルアモール,,牝,3,0,宮本博,,,,,,,73.5,53.5,34.0,16.5,,,,,,20.0,19.5,17.5,16.5,2023100906,2026.7.18,栗東,ドレフォン,エスカナール,下河辺牧場,下河辺牧場,,
栗東,C,右,20260718,土,5:00,ルマンサルト,,牡,2,0,吉田直弘,,,,,,,77.4,56.0,36.0,17.2,,,,,,21.4,20.0,18.8,17.2,2024101749,2026.7.18,栗東,インディチャンプ,カツンダモン,ローレルレーシング,グランデファーム,,
栗東,C,右,20260718,土,5:01,サーバルマインド,,牡,3,0,森田直行,,,,,,,76.3,57.4,37.4,18.4,,,,,,18.9,20.0,19.0,18.4,2023101685,2026.7.18,栗東,マインドユアビスケッツ,ウマコ,河原義宏,桑田フアーム,,
栗東,C,右,20260718,土,5:01,スピーディスピン,,牝,2,0,加藤公太,,,,,,,73.3,53.6,34.1,15.9,,,,,,19.7,19.5,18.2,15.9,2024107310,2026.7.18,栗東,アジアエクスプレス,インアスピン,岡田牧雄,パカパカファーム,,
栗東,C,右,20260718,土,5:01,ハイディージェン,,セ,5,900,森田直行,,,,,,,74.6,55.4,35.7,17.3,,,,,,19.2,19.7,18.4,17.3,2021103821,2026.7.18,栗東,ファインニードル,エステフ,岡田牧雄,桜井牧場,,
