場所,コース,回り,年月日,曜日,時刻,馬名,Ｃ,性別,年齢,収得賞金,調教師,10F,9F,8F,7F,6F,5F,4F,3F,2F,1F,Lap9,Lap8,Lap7,Lap6,Lap5,Lap4,Lap3,Lap2,Lap1,血統登録番号,日付S,所属,種牡馬名,母名,現馬主名,生産者名,関連データ,馬番/仮番(出馬表モード時のみ)
栗東,C,左,20260816,日,3:58,アグレイビューティ,,牝,3,400,上村洋行,,142.4,122.6,103.2,86.0,69.9,54.4,38.9,24.7,12.5,19.8,19.4,17.2,16.1,15.5,15.5,14.2,12.2,12.5,2023103676,2026.8.16,栗東,コントレイル,アレイヴィングビューティ,G1レーシング,追分ファーム,,
栗東,C,左,20260816,日,3:58,スマイルガーデン,,牝,3,0,西村真幸,,141.6,121.9,102.6,84.6,67.5,51.6,37.0,23.8,11.8,19.7,19.3,18.0,17.1,15.9,14.6,13.2,12.0,11.8,2023107077,2026.8.16,栗東,ナダル,スマイルシャワー,吉田勝己,ノーザンファーム,,
栗東,C,左,20260816,日,3:58,セルヴァジオ,,牝,3,0,上村洋行,,141.8,122.2,102.9,85.7,69.6,54.2,38.8,24.6,12.5,19.6,19.3,17.2,16.1,15.4,15.4,14.2,12.1,12.5,2023106652,2026.8.16,栗東,リオンディーズ,リヴィエール,杉山忠国,明治牧場,,
栗東,C,左,20260816,日,3:58,ムスペルヘイム,,牡,2,未出走,西村真幸,,144.2,123.2,103.7,85.6,68.4,52.1,37.1,23.9,11.9,21.0,19.5,18.1,17.2,16.3,15.0,13.2,12.0,11.9,2024106342,2026.8.16,栗東,アドマイヤマーズ,ザイラ,吉田勝己,ノーザンファーム,,
栗東,C,左,20260816,日,3:58,ヤンキーバローズ,,牡,4,2450,上村洋行,,147.1,125.7,104.9,85.8,70.0,54.8,39.6,25.1,12.5,21.4,20.8,19.1,15.8,15.2,15.2,14.5,12.6,12.5,2022103051,2026.8.16,栗東,エピファネイア,キャンディバローズ,猪熊広次,富田牧場,,
栗東,C,左,20260816,日,3:58,ラッキーバック,,牡,3,400,西村真幸,,145.1,123.3,102.9,84.7,68.1,52.0,37.1,23.7,11.8,21.8,20.4,18.2,16.6,16.1,14.9,13.4,11.9,11.8,2023100126,2026.8.16,栗東,タワーオブロンドン,ショレアドルチェ,吉田和美,さとう,,
栗東,C,左,20260816,日,3:59,アクシュラ,,牝,3,0,橋口慎介,,150.6,129.0,109.1,91.2,73.8,56.5,40.3,25.6,12.9,21.6,19.9,17.9,17.4,17.3,16.2,14.7,12.7,12.9,2023104416,2026.8.16,栗東,ドレフォン,ユメノトビラ,ノースヒルズ,ノースヒルズ,,
栗東,C,左,20260816,日,3:59,エモティコン,,牡,2,未出走,橋口慎介,,149.8,128.4,108.1,90.6,73.4,56.2,40.1,25.5,12.9,21.4,20.3,17.5,17.2,17.2,16.1,14.6,12.6,12.9,2024106879,2026.8.16,栗東,サートゥルナーリア,エモジ,G1レーシング,追分ファーム,,
栗東,C,左,20260816,日,3:59,シャトンダンス,,牝,2,未出走,東田明士,,148.2,127.4,107.4,88.8,71.5,55.3,39.2,25.0,12.7,20.8,20.0,18.6,17.3,16.2,16.1,14.2,12.3,12.7,2024106253,2026.8.16,栗東,モーリス,カトゥルスフェリス,サンデーレーシング,ノーザンファーム,,
栗東,C,左,20260816,日,3:59,ポカポカヨウキ,,牡,2,未出走,東田明士,,147.6,127.0,106.9,88.4,71.1,55.0,39.1,24.9,12.5,20.6,20.1,18.5,17.3,16.1,15.9,14.2,12.4,12.5,2024104309,2026.8.16,栗東,オルフェーヴル,イイコトバカリ,小田切光,桑嶋峰雄,,
栗東,C,左,20260816,日,3:59,ムーンベリル,,牝,2,400,西村真幸,,152.2,131.2,111.5,92.6,74.2,57.2,40.9,25.6,12.1,21.0,19.7,18.9,18.4,17.0,16.3,15.3,13.5,12.1,2024106276,2026.8.16,栗東,クリソベリル,クインズムーン,シルクレーシング,ノーザンファーム,,
栗東,C,左,20260816,日,4:08,シグロデオロ,,牡,2,未出走,平田修,,137.0,118.5,101.3,85.6,70.9,55.9,40.0,25.3,12.5,18.5,17.2,15.7,14.7,15.0,15.9,14.7,12.8,12.5,2024106198,2026.8.16,栗東,レイデオロ,ヴィアルネッサンス,サンデーレーシング,ノーザンファーム,,
栗東,C,左,20260816,日,4:08,テーオーダーウィン,,牡,2,未出走,岡田稲男,,140.1,120.2,101.9,85.7,70.5,54.8,39.5,25.5,13.1,19.9,18.3,16.2,15.2,15.7,15.3,14.0,12.4,13.1,2024106296,2026.8.16,栗東,ルヴァンスレーヴ,グラッブユアコート,小笹公也,ノーザンファーム,,
栗東,C,左,20260816,日,4:08,ポエットリー,,牝,5,1500,平田修,,133.2,113.2,95.7,80.3,66.7,53.0,39.1,25.5,13.1,20.0,17.5,15.4,13.6,13.7,13.9,13.6,12.4,13.1,2021105202,2026.8.16,栗東,ダイワメジャー,ブギーダモーレ,吉田昌久,社台ファーム,,
栗東,C,左,20260816,日,4:08,メイショウユズルハ,,牡,7,2400,岡田稲男,,140.9,120.8,102.7,86.7,71.4,55.7,39.8,25.5,13.1,20.1,18.1,16.0,15.3,15.7,15.9,14.3,12.4,13.1,2019104089,2026.8.16,栗東,ディスクリートキャット,メイショウコブシ,松本好隆,三嶋牧場,,
栗東,C,左,20260816,日,4:10,ガイラルディア,,牝,4,90,藤野健太,,154.5,126.9,105.2,88.4,73.2,57.6,41.3,25.8,13.0,27.6,21.7,16.8,15.2,15.6,16.3,15.5,12.8,13.0,2022103623,2026.8.16,栗東,シニスターミニスター,テンシンランマン,ヒダカ・ブリーダーズ・ユニオン,岡田牧場,,
栗東,C,左,20260816,日,4:12,メイショウドキョウ,,セ,3,0,笹田和秀,,148.8,127.6,107.4,89.8,73.1,56.5,40.0,24.7,11.8,21.2,20.2,17.6,16.7,16.6,16.5,15.3,12.9,11.8,2023102244,2026.8.16,栗東,ミッキーアイル,メイショウツレヅレ,松本好隆,三嶋牧場,,
栗東,C,左,20260816,日,4:12,ロイスター,,牝,3,900,笹田和秀,,147.0,125.3,104.2,86.6,70.8,54.4,38.5,23.7,11.0,21.7,21.1,17.6,15.8,16.4,15.9,14.8,12.7,11.0,2023104413,2026.8.16,栗東,キズナ,マドルガーダ,ノースヒルズ,ノースヒルズ,,
栗東,C,左,20260816,日,4:16,ジャルディニエ,,牝,4,900,奥村豊,,,,,,73.5,55.3,39.6,24.1,12.0,,,,,18.2,15.7,15.5,12.1,12.0,2022105031,2026.8.16,栗東,アドマイヤマーズ,ヘアキティー,NYレーシング,ノーザンファーム,,
栗東,C,左,20260816,日,4:16,ホシヲミテルンナ,,牡,2,未出走,大根田裕,,144.7,124.4,105.0,88.1,72.2,56.4,40.3,25.3,12.4,20.3,19.4,16.9,15.9,15.8,16.1,15.0,12.9,12.4,2024100227,2026.8.16,栗東,サンダースノー,イサチルルンナ,小坂功,カロッテファーム,,
栗東,C,左,20260816,日,4:21,ソフィアビルド,,牡,2,未出走,藤原英昭,,,,,,83.7,61.4,43.1,26.9,12.7,,,,,22.3,18.3,16.2,14.2,12.7,2024105927,2026.8.16,栗東,"Jackie's Warrior",ソフィアズソング,前田裕幸,社台ファーム,,
