場所,コース,回り,年月日,曜日,時刻,馬名,Ｃ,性別,年齢,収得賞金,調教師,10F,9F,8F,7F,6F,5F,4F,3F,2F,1F,Lap9,Lap8,Lap7,Lap6,Lap5,Lap4,Lap3,Lap2,Lap1,血統登録番号,日付S,所属,種牡馬名,母名,現馬主名,生産者名,関連データ,馬番/仮番(出馬表モード時のみ)
栗東,C,左,20260728,火,6:45,パンチャマハブータ,,牝,3,400,吉田直弘,,137.6,118.4,99.4,82.2,66.3,51.1,36.4,23.0,11.5,19.2,19.0,17.2,15.9,15.2,14.7,13.4,11.5,11.5,2023101404,2026.7.28,栗東,アドマイヤマーズ,ツキノサバク,ウエスト.フォレスト.ステイブル,碧雲牧場,,
栗東,C,左,20260728,火,6:45,ラピダリア,,牝,5,900,吉田直弘,,139.2,120.2,100.9,83.7,68.4,53.2,38.2,24.4,12.4,19.0,19.3,17.2,15.3,15.2,15.0,13.8,12.0,12.4,2021100652,2026.7.28,栗東,マジェスティックウォリアー,ベルクリア,水上行雄,笠松牧場,,
栗東,C,左,20260728,火,6:47,ゼットリアン,,牡,6,3600,吉田直弘,,135.0,117.5,100.0,84.2,69.3,54.1,38.8,24.9,12.3,17.5,17.5,15.8,14.9,15.2,15.3,13.9,12.6,12.3,2020104760,2026.7.28,栗東,モーリス,ネオシルヴィア,フォーレスト,フジワラフアーム,,
