場所,コース,回り,年月日,曜日,時刻,馬名,Ｃ,性別,年齢,収得賞金,調教師,10F,9F,8F,7F,6F,5F,4F,3F,2F,1F,Lap9,Lap8,Lap7,Lap6,Lap5,Lap4,Lap3,Lap2,Lap1,血統登録番号,日付S,所属,種牡馬名,母名,現馬主名,生産者名,関連データ,馬番/仮番(出馬表モード時のみ)
栗東,C,左,20260628,日,4:59,ダノンロワール,,牝,3,0,池添学,,144.8,123.5,104.0,86.4,69.6,54.6,39.5,25.5,12.8,21.3,19.5,17.6,16.8,15.0,15.1,14.0,12.7,12.8,2023107040,2026.6.28,栗東,ダノンプレミアム,ショウリュウハル,ダノックス,ノーザンファーム,,
栗東,C,左,20260628,日,5:01,ウイントレメンデス,,牡,5,1500,長谷川浩,,150.9,129.5,108.7,88.5,70.7,54.4,38.9,24.8,11.8,21.4,20.8,20.2,17.8,16.3,15.5,14.1,13.0,11.8,2021106193,2026.6.28,栗東,ゴールドシップ,イクスキューズ,ウイン,コスモヴューファーム,,
栗東,C,左,20260628,日,5:01,キョウエイクローム,,牝,3,0,森田直行,,151.1,127.4,104.2,84.5,68.6,53.5,38.5,24.5,12.3,23.7,23.2,19.7,15.9,15.1,15.0,14.0,12.2,12.3,2023102343,2026.6.28,栗東,カリフォルニアクローム,ローズアダージョ,田中晴夫,上野正恵,,
栗東,C,左,20260628,日,5:01,ラブアイミー,,牝,4,400,森田直行,,151.9,128.1,104.8,84.6,68.7,53.7,38.7,24.6,12.3,23.8,23.3,20.2,15.9,15.0,15.0,14.1,12.3,12.3,2022107258,2026.6.28,栗東,サンダースノー,ラブカンプー,増田陽一,奥山ファーム,,
栗東,C,左,20260628,日,5:04,イチトゼロノアイダ,,牝,4,400,石坂公一,,132.8,113.3,95.7,79.4,66.2,51.2,36.0,22.9,11.6,19.5,17.6,16.3,13.2,15.0,15.2,13.1,11.3,11.6,2022101607,2026.6.28,栗東,サンダースノー,トーホウルス,東豊物産,竹島幸治,,
栗東,C,左,20260628,日,5:04,サンライズレマ,,牡,3,0,石坂公一,,135.8,116.0,98.0,82.1,67.4,51.8,36.4,23.0,11.7,19.8,18.0,15.9,14.7,15.6,15.4,13.4,11.3,11.7,2023105643,2026.6.28,栗東,コントレイル,テオレーマ,ライフハウス,笠松牧場,,
栗東,C,左,20260628,日,5:07,エコロリンド,,牝,2,未出走,須貝尚介,,148.1,126.2,106.3,88.7,72.1,55.6,39.4,24.7,12.1,21.9,19.9,17.6,16.6,16.5,16.2,14.7,12.6,12.1,2024105926,2026.6.28,栗東,ブリックスアンドモルタル,ソウルフルヴォイス,原村正紀,社台ファーム,,
栗東,C,左,20260628,日,5:07,バチラ,,牡,3,0,須貝尚介,,149.3,126.9,106.9,89.0,72.5,55.8,39.3,24.5,12.0,22.4,20.0,17.9,16.5,16.7,16.5,14.8,12.5,12.0,2023104937,2026.6.28,栗東,バゴ,ハッピージュエル,村木慎吾,辻牧場,,
栗東,C,左,20260628,日,5:08,マカロンブルー,,牝,3,0,佐藤悠太,,,,,,77.6,58.2,40.7,25.2,12.1,,,,,19.4,17.5,15.5,13.1,12.1,2023104965,2026.6.28,栗東,シニスターミニスター,アスターストーリー,ヒダカ・ブリーダーズ・ユニオン,日進牧場,,
栗東,C,左,20260628,日,5:09,ピエナオルカ,,牡,3,0,谷潔,,153.6,134.4,115.4,98.0,80.9,62.6,44.0,26.7,11.7,19.2,19.0,17.4,17.1,18.3,18.6,17.3,15.0,11.7,2023100715,2026.6.28,栗東,ゴールドドリーム,ピエナアイリス,本谷兼三,沖田牧場,,
栗東,C,左,20260628,日,5:09,ユナダイヤ,,牝,3,0,岡田稲男,,,,,,72.1,53.0,37.1,23.4,11.7,,,,,19.1,15.9,13.7,11.7,11.7,2023106105,2026.6.28,栗東,サトノクラウン,ブライトメジャー,狩野好宗,チャンピオンズファーム,,
栗東,C,左,20260628,日,5:10,アンテロース,,牡,6,900,岡田稲男,,,,,,78.2,58.1,40.1,25.3,12.7,,,,,20.1,18.0,14.8,12.6,12.7,2020100678,2026.6.28,栗東,モーリス,シャブリ,インゼルレーシング,桑田牧場,,
栗東,C,左,20260628,日,5:10,ケンフィールド,,牡,3,400,大根田裕,,150.6,130.4,110.7,92.3,74.7,57.3,39.9,24.8,12.3,20.2,19.7,18.4,17.6,17.4,17.4,15.1,12.5,12.3,2023101694,2026.6.28,栗東,タリスマニック,ケンブリッジハーツ,中西宏彰,ケンブリッジバレー,,
栗東,C,左,20260628,日,5:10,メイショウタカネ,,牝,3,0,岡田稲男,,,,,,77.9,58.3,40.4,25.7,12.9,,,,,19.6,17.9,14.7,12.8,12.9,2023105028,2026.6.28,栗東,レイデオロ,メイショウオウヒ,松本好隆,三嶋牧場,,
栗東,C,左,20260628,日,5:11,ゴールドアーク,,牡,2,未出走,谷潔,,149.2,129.2,110.1,91.1,73.6,56.4,40.1,25.6,12.6,20.0,19.1,19.0,17.5,17.2,16.3,14.5,13.0,12.6,2024105015,2026.6.28,栗東,フィレンツェファイア,ナカヤマジェンヌ,Mahalo,北洋牧場,,
栗東,C,左,20260628,日,5:12,オーケーエンジェル,,牝,4,400,笹田和秀,,141.8,122.5,103.2,85.1,68.9,53.7,38.9,24.8,12.3,19.3,19.3,18.1,16.2,15.2,14.8,14.1,12.5,12.3,2022104553,2026.6.28,栗東,ナダル,キュリオスティー,小野建,矢野牧場,,
栗東,C,左,20260628,日,5:13,フチサンチャチャ,,牡,3,0,笹田和秀,,162.5,138.0,113.5,91.8,72.9,56.3,40.3,25.5,12.3,24.5,24.5,21.7,18.9,16.6,16.0,14.8,13.2,12.3,2023103017,2026.6.28,栗東,フィレンツェファイア,ウォルプタス,中西功,西村牧場,,
栗東,C,左,20260628,日,5:14,アスクヴォルテージ,,牡,4,400,藤原英昭,,193.5,176.1,159.4,141.6,72.3,54.4,39.8,26.4,14.1,17.4,16.7,17.8,69.3,17.9,14.6,13.4,12.3,14.1,2022102305,2026.6.28,栗東,Frankel,レッツゴードンキ,廣崎利洋HD,"ASK STUD",,
栗東,C,左,20260628,日,5:14,アメリカンビヨンド,,牡,4,400,藤原英昭,,177.7,157.6,137.4,107.5,69.7,52.3,37.7,24.5,12.1,20.1,20.2,29.9,37.8,17.4,14.6,13.2,12.4,12.1,2022110104,2026.6.28,栗東,McKinzie,"Church by the Sea",吉澤ホールディングス,"Brereton C. Jones",,
栗東,C,左,20260628,日,5:14,バレンシア,,牝,4,400,笹田和秀,,141.4,121.9,103.5,86.5,70.9,55.7,40.2,25.5,12.7,19.5,18.4,17.0,15.6,15.2,15.5,14.7,12.8,12.7,2022106663,2026.6.28,栗東,ラニ,ラトナプラ,ノースヒルズ,ノースヒルズ,,
栗東,C,左,20260628,日,5:14,マテンロウルクス,,牡,3,0,藤原英昭,,192.0,173.2,156.4,133.0,73.7,55.2,39.1,25.0,12.5,18.8,16.8,23.4,59.3,18.5,16.1,14.1,12.5,12.5,2023107344,2026.6.28,栗東,リオンリオン,レディアリエッタ,寺田千代乃,ノーザンファーム,,
栗東,C,左,20260628,日,5:15,ラムジェット,,牡,5,8950,松永幹夫,,145.7,121.3,99.5,81.5,65.3,50.4,36.0,22.8,11.6,24.4,21.8,18.0,16.2,14.9,14.4,13.2,11.2,11.6,2021106640,2026.6.28,栗東,マジェスティックウォリアー,ネフェルティティ,前田幸貴,ノースヒルズ,,
栗東,C,左,20260628,日,5:17,エクスマウス,,牝,3,0,茶木太樹,,139.7,122.7,104.1,88.2,73.6,58.3,41.8,26.0,12.5,17.0,18.6,15.9,14.6,15.3,16.5,15.8,13.5,12.5,2023110009,2026.6.28,栗東,"Practical Joke","Lighthouse Bay",社台レースホース,"Shadai Farm",,
栗東,C,左,20260628,日,5:19,キーガッツ,,牡,4,900,杉山佳明,,,,,,73.3,55.2,38.7,24.7,12.4,,,,,18.1,16.5,14.0,12.3,12.4,2022106513,2026.6.28,栗東,シュヴァルグラン,キーレター,北前孔一郎,中本牧場,,
栗東,C,左,20260628,日,5:19,ハヤテノツバサ,,牡,4,1500,杉山佳明,,,,,,72.0,54.6,38.1,24.3,12.1,,,,,17.4,16.5,13.8,12.2,12.1,2022100194,2026.6.28,栗東,マジェスティックウォリアー,フジインザスカイ,佐藤範夫,高昭牧場,,
栗東,C,左,20260628,日,5:19,ランフォーヴァウ,,牝,4,3700,福永祐一,,140.1,121.8,104.5,88.2,72.4,55.4,38.9,24.4,12.0,18.3,17.3,16.3,15.8,17.0,16.5,14.5,12.4,12.0,2022105291,2026.6.28,栗東,ロードカナロア,キネオダンサー,窪田芳郎,社台ファーム,,
栗東,C,左,20260628,日,5:21,イテルム,,牝,2,未出走,田中克典,,147.2,127.1,107.9,89.7,72.7,55.8,39.7,25.4,12.3,20.1,19.2,18.2,17.0,16.9,16.1,14.3,13.1,12.3,2024105889,2026.6.28,栗東,サリオス,シーユーオールウェイズ,社台レースホース,社台ファーム,,
栗東,C,左,20260628,日,5:21,サトノライトニング,,牡,3,未出走,田中克典,,148.8,128.6,108.9,90.2,73.0,56.2,40.2,25.5,12.3,20.2,19.7,18.7,17.2,16.8,16.0,14.7,13.2,12.3,2023100995,2026.6.28,栗東,サンダースノー,チリエージェ,里見治,白井牧場,,
栗東,C,左,20260628,日,5:21,ショルタメンテ,,牝,3,0,田中克典,,147.9,127.8,108.3,89.9,72.9,56.1,40.1,25.4,12.3,20.1,19.5,18.4,17.0,16.8,16.0,14.7,13.1,12.3,2023103819,2026.6.28,栗東,ニューイヤーズデイ,リトミカメンテ,社台レースホース,社台コーポレーション白老ファーム,,
栗東,C,左,20260628,日,5:21,メイショウコハル,,牝,3,0,四位洋文,,141.9,121.4,101.4,83.2,66.9,51.9,37.5,24.3,12.2,20.5,20.0,18.2,16.3,15.0,14.4,13.2,12.1,12.2,2023105036,2026.6.28,栗東,ダノンキングリー,メイショウブーケ,松本好隆,三嶋牧場,,
栗東,C,左,20260628,日,5:23,エルドボルグ,,牡,2,未出走,斉藤崇史,,158.7,135.0,111.7,91.4,73.3,55.1,38.6,24.4,12.0,23.7,23.3,20.3,18.1,18.2,16.5,14.2,12.4,12.0,2024106314,2026.6.28,栗東,キタサンブラック,コンサートホール,サンデーレーシング,ノーザンファーム,,
栗東,C,左,20260628,日,5:23,センツブラッド,,牡,4,2550,斉藤崇史,,159.8,135.8,112.4,92.1,73.8,55.6,39.2,24.7,12.0,24.0,23.4,20.3,18.3,18.2,16.4,14.5,12.7,12.0,2022101648,2026.6.28,栗東,ルーラーシップ,サマーセント,ゴドルフィン,ダーレー・ジャパン・ファーム,,
栗東,C,左,20260628,日,5:24,コウセキ,,牡,4,1500,西園翔太,,154.2,130.2,108.6,89.4,72.3,54.9,38.5,24.2,12.1,24.0,21.6,19.2,17.1,17.4,16.4,14.3,12.1,12.1,2022110026,2026.6.28,栗東,"Harry Angel",Nonchalance,H.H.シェイク・ハムダン,Godolphin,,
栗東,C,左,20260628,日,5:25,シャンデリュイーズ,,牝,3,0,小栗実,,,,,,75.0,55.8,40.0,25.4,12.2,,,,,19.2,15.8,14.6,13.2,12.2,2023103353,2026.6.28,栗東,ダノンキングリー,エマソング,社台レースホース,社台ファーム,,
栗東,C,左,20260628,日,5:26,クラヴァンス,,牡,4,900,友道康夫,,147.1,127.8,107.8,89.2,72.2,55.3,39.4,24.6,11.4,19.3,20.0,18.6,17.0,16.9,15.9,14.8,13.2,11.4,2022104669,2026.6.28,栗東,ロードカナロア,ヴィブロス,佐々木主浩,ノーザンファーム,,
栗東,C,左,20260628,日,5:51,アンクルクロス,,牡,5,2400,高橋亮,,,,,,79.8,59.5,40.3,23.9,11.8,,,,,20.3,19.2,16.4,12.1,11.8,2021101598,2026.6.28,栗東,タリスマニック,ウインクルキラリ,塚本能交,竹島幸治,,
栗東,C,左,20260628,日,5:51,ボビーザグレート,,牡,2,未出走,柴田卓,,149.9,127.8,107.8,90.4,74.3,57.3,40.4,25.0,12.1,22.1,20.0,17.4,16.1,17.0,16.9,15.4,12.9,12.1,2024103740,2026.6.28,栗東,シャンハイボビー,ジョインザフロウ,程田真司,松浦牧場,,
栗東,C,左,20260628,日,5:59,ブルーマッキンジー,,牡,3,400,杉山佳明,,,,,,75.5,58.0,41.6,26.3,12.7,,,,,17.5,16.4,15.3,13.6,12.7,2023110106,2026.6.28,栗東,McKinzie,Blueeyesintherein,琴浦諒,"Kim Valerio John Green",,
栗東,C,左,20260628,日,6:00,インティサール,,牝,2,未出走,杉山佳明,,,,,,79.7,57.7,41.6,26.9,12.8,,,,,22.0,16.1,14.7,14.1,12.8,2024106628,2026.6.28,栗東,Baaeed,ミスエクストラ,キャロットファーム,ノーザンファーム,,
栗東,C,左,20260628,日,6:00,ハヤテノオジョー,,牝,3,0,杉山佳明,,,,,,76.5,55.1,37.3,23.3,11.6,,,,,21.4,17.8,14.0,11.7,11.6,2023107235,2026.6.28,栗東,シルバーステート,マイタイムオブデイ,佐藤範夫,ノーザンファーム,,
栗東,C,左,20260628,日,6:22,アンティスマ,,牝,3,0,石橋守,,150.0,129.5,108.3,88.2,70.3,53.8,38.3,23.7,11.2,20.5,21.2,20.1,17.9,16.5,15.5,14.6,12.5,11.2,2023100989,2026.6.28,栗東,ベンバトル,オースミハナチャン,ヒダカ・ブリーダーズ・ユニオン,白井牧場,,
栗東,C,左,20260628,日,6:22,ウォーターガーベラ,,牝,4,1450,石橋守,,149.1,128.0,106.5,86.6,68.6,52.7,37.4,23.1,11.2,21.1,21.5,19.9,18.0,15.9,15.3,14.3,11.9,11.2,2022100403,2026.6.28,栗東,レイデオロ,ウォーターピオニー,山岡正人,伏木田牧場,,
栗東,C,左,20260628,日,6:22,ララララブソング,,牝,2,未出走,小椋研介,,149.9,125.4,104.9,86.0,69.6,54.3,39.0,24.9,12.5,24.5,20.5,18.9,16.4,15.3,15.3,14.1,12.4,12.5,2024101083,2026.6.28,栗東,ラブリーデイ,ラペールノアール,三宅勝俊,本間牧場,,
栗東,C,左,20260628,日,6:23,タガノカハンカ,,牝,2,未出走,西園翔太,,149.8,125.9,104.2,86.5,70.2,53.7,38.0,23.7,11.7,23.9,21.7,17.7,16.3,16.5,15.7,14.3,12.0,11.7,2024103376,2026.6.28,栗東,カラヴァッジオ,タガノエルフ,八木良司,新冠タガノファーム,,
栗東,C,左,20260628,日,6:23,ドットカモン,,牡,3,0,笹田和秀,,143.8,124.2,105.4,87.6,71.3,55.7,40.5,25.9,12.8,19.6,18.8,17.8,16.3,15.6,15.2,14.6,13.1,12.8,2023104773,2026.6.28,栗東,ノーブルミッション,サンデーアゲイン,幅田京子,ラツキー牧場,,
栗東,C,左,20260628,日,6:23,ポッドロゴ,,牡,5,3800,西園翔太,,145.5,123.0,103.2,86.4,70.3,53.6,38.1,24.6,12.2,22.5,19.8,16.8,16.1,16.7,15.5,13.5,12.4,12.2,2021104873,2026.6.28,栗東,ロゴタイプ,スクラッタ,小川眞査雄,社台コーポレーション白老ファーム,,
栗東,C,左,20260628,日,6:23,ローザベッラ,,牝,2,未出走,西園翔太,,150.0,125.8,104.1,86.5,70.2,53.6,38.0,23.7,11.7,24.2,21.7,17.6,16.3,16.6,15.6,14.3,12.0,11.7,2024101670,2026.6.28,栗東,エフフォーリア,カラレイア,渡邉直樹,川越ファーム,,
栗東,C,左,20260628,日,6:33,トーアライデン,,牡,6,1500,河嶋宏樹,,144.8,122.3,101.4,83.4,68.2,52.8,38.0,24.2,12.3,22.5,20.9,18.0,15.2,15.4,14.8,13.8,11.9,12.3,2020103168,2026.6.28,栗東,マインドユアビスケッツ,ジョーヌダンブル,高山ランド,トーア牧場,,
