場所,コース,回り,年月日,曜日,時刻,馬名,Ｃ,性別,年齢,収得賞金,調教師,10F,9F,8F,7F,6F,5F,4F,3F,2F,1F,Lap9,Lap8,Lap7,Lap6,Lap5,Lap4,Lap3,Lap2,Lap1,血統登録番号,日付S,所属,種牡馬名,母名,現馬主名,生産者名,関連データ,馬番/仮番(出馬表モード時のみ)
栗東,C,左,20260719,日,4:58,ステイクオール,,セ,4,400,上村洋行,,152.3,130.1,108.1,88.1,70.1,54.2,38.7,24.1,11.6,22.2,22.0,20.0,18.0,15.9,15.5,14.6,12.5,11.6,2022105848,2026.7.19,栗東,ナダル,ボールドアテンプト,キャロットファーム,社台コーポレーション白老ファーム,,
栗東,C,左,20260719,日,4:58,セコンドトゥベスト,,牝,3,0,上村洋行,,150.9,129.1,107.1,87.0,68.4,52.3,37.4,23.8,11.6,21.8,22.0,20.1,18.6,16.1,14.9,13.6,12.2,11.6,2023103460,2026.7.19,栗東,ロードカナロア,セコンドピアット,吉田千津,社台ファーム,,
栗東,C,左,20260719,日,4:58,バティック,,牝,2,未出走,上村洋行,,151.7,129.6,107.5,87.4,69.1,53.6,38.4,23.9,11.6,22.1,22.1,20.1,18.3,15.5,15.2,14.5,12.3,11.6,2024106168,2026.7.19,栗東,エピファネイア,イカット,キャロットファーム,ノーザンファーム,,
栗東,C,左,20260719,日,4:59,エアアルチーナ,,牝,3,0,池添学,,140.3,121.5,103.4,87.3,72.3,56.5,40.6,25.4,12.5,18.8,18.1,16.1,15.0,15.8,15.9,15.2,12.9,12.5,2023110084,2026.7.19,栗東,"Gun Runner",Nokaze,ラッキーフィールド,"Sekie Yoshihara & Tsunebumi Yoshihara",,
栗東,C,左,20260719,日,4:59,クイーンズアイ,,牝,2,0,昆貢,,143.0,124.4,105.5,86.9,69.9,54.0,38.8,23.5,11.3,18.6,18.9,18.6,17.0,15.9,15.2,15.3,12.2,11.3,2024101015,2026.7.19,栗東,フォーウィールドライブ,スズカノジェリコ,高村勇一,"Blooming Farm",,
栗東,C,左,20260719,日,5:00,ウインクローバー,,牝,2,未出走,宮本博,,,,,,74.6,54.1,37.0,23.1,11.6,,,,,20.5,17.1,13.9,11.5,11.6,2024100762,2026.7.19,栗東,レイデオロ,ヤマノグラス,ウイン,チャンピオンズファーム,,
栗東,C,左,20260719,日,5:00,ディアーモルタル,,牝,3,0,宮本博,,,,,,75.2,54.5,37.4,23.2,11.8,,,,,20.7,17.1,14.2,11.4,11.8,2023107125,2026.7.19,栗東,ブリックスアンドモルタル,デグラーティア,グリーンファーム,ノーザンファーム,,
栗東,C,左,20260719,日,5:01,エイユーファイヤー,,牡,4,400,森田直行,,138.8,119.9,101.1,83.9,67.8,52.2,37.1,23.6,11.7,18.9,18.8,17.2,16.1,15.6,15.1,13.5,11.9,11.7,2022102710,2026.7.19,栗東,ナダル,ノーブルサンズ,笹部義則,ガーベラパークスタツド,,
栗東,C,左,20260719,日,5:01,シンゼンコジロウ,,牡,3,0,飯田祐史,,151.2,131.5,111.7,93.1,75.0,56.9,38.4,23.2,11.3,19.7,19.8,18.6,18.1,18.1,18.5,15.2,11.9,11.3,2023107480,2026.7.19,栗東,サンダースノー,ポラリス,原司郎,大作ステーブル,,
栗東,C,左,20260719,日,5:01,ブレイズカルナバル,,牡,2,未出走,飯田祐史,,146.9,126.1,107.0,88.4,71.6,55.1,38.1,22.4,11.2,20.8,19.1,18.6,16.8,16.5,17.0,15.7,11.2,11.2,2024107253,2026.7.19,栗東,フィレンツェファイア,サンバパレード,京都ホースレーシング,高橋フアーム,,
栗東,C,左,20260719,日,5:01,メイショウジェンマ,,牡,6,810,飯田祐史,,148.5,128.1,108.5,90.3,72.9,55.2,38.2,22.9,11.2,20.4,19.6,18.2,17.4,17.7,17.0,15.3,11.7,11.2,2020106491,2026.7.19,栗東,ホッコータルマエ,メイショウキラリ,松本好隆,松栄牧場,,
栗東,C,左,20260719,日,5:01,ルシャリオ,,牡,4,80,森田直行,,134.8,117.9,99.9,83.0,66.9,51.3,36.4,23.3,11.6,16.9,18.0,16.9,16.1,15.6,14.9,13.1,11.7,11.6,2022107248,2026.7.19,栗東,シルバーステート,スプレンダー,ターフ・スポート,奥山ファーム,,
栗東,C,左,20260719,日,5:01,ロードシュヴァリエ,,牡,4,400,森田直行,,139.2,121.5,103.5,86.2,70.1,54.5,39.5,26.1,13.4,17.7,18.0,17.3,16.1,15.6,15.0,13.4,12.7,13.4,2022102639,2026.7.19,栗東,シュヴァルグラン,アンダルシア,ロードホースクラブ,大柳ファーム,,
栗東,C,左,20260719,日,5:02,ドンテスタマスター,,牡,3,0,杉山晴紀,,150.2,126.7,104.3,83.7,67.6,52.9,37.8,23.9,11.5,23.5,22.4,20.6,16.1,14.7,15.1,13.9,12.4,11.5,2023105789,2026.7.19,栗東,コントレイル,インディアナギャル,藤田晋,ケイアイファーム,,
栗東,C,左,20260719,日,5:02,ムーンパッセ,,牡,2,未出走,杉山晴紀,,149.7,126.4,104.1,83.7,67.5,52.7,37.7,23.7,11.5,23.3,22.3,20.4,16.2,14.8,15.0,14.0,12.2,11.5,2024100726,2026.7.19,栗東,コントレイル,オジョーノキセキ,井上香織,チャンピオンズファーム,,
栗東,C,左,20260719,日,5:03,タガノアンファン,,牡,4,900,石坂公一,,140.5,123.0,106.0,89.7,72.9,56.3,40.5,25.8,12.6,17.5,17.0,16.3,16.8,16.6,15.8,14.7,13.2,12.6,2022106555,2026.7.19,栗東,レッドベルジュール,タガノヴィアトゥル,八木良司,新冠タガノファーム,,
