場所,コース,回り,年月日,曜日,時刻,馬名,Ｃ,性別,年齢,収得賞金,調教師,10F,9F,8F,7F,6F,5F,4F,3F,2F,1F,Lap9,Lap8,Lap7,Lap6,Lap5,Lap4,Lap3,Lap2,Lap1,血統登録番号,日付S,所属,種牡馬名,母名,現馬主名,生産者名,関連データ,馬番/仮番(出馬表モード時のみ)
栗東,C,右,20260722,水,4:58,アメリカンイズム,,牡,3,400,池江泰寿,,137.9,117.7,97.8,80.1,65.4,50.8,36.3,22.5,11.1,20.2,19.9,17.7,14.7,14.6,14.5,13.8,11.4,11.1,2023110081,2026.7.22,栗東,Authentic,Crescentcitypretty,吉澤ホールディングス,"Brittlyn Inc.",,
栗東,C,右,20260722,水,4:58,カフェノワール,,牝,6,400,池江泰寿,,139.1,118.7,98.8,81.0,66.3,51.5,36.8,22.7,11.1,20.4,19.9,17.8,14.7,14.8,14.7,14.1,11.6,11.1,2020100683,2026.7.22,栗東,ドゥラメンテ,デプロマトウショウ,石川達絵,桑田牧場,,
栗東,C,右,20260722,水,4:58,タマモブラックタイ,,牡,6,4100,角田晃一,,149.5,125.8,103.4,83.6,66.2,50.7,35.8,22.4,11.0,23.7,22.4,19.8,17.4,15.5,14.9,13.4,11.4,11.0,2020105400,2026.7.22,栗東,デクラレーションオブウォー,タマモイヤリング,タマモ,対馬正,,
栗東,C,右,20260722,水,4:58,トーホウキザン,,牡,6,900,高橋康之,,,,,,,57.1,39.7,24.1,11.7,,,,,,17.4,15.6,12.4,11.7,2020101764,2026.7.22,栗東,トーホウジャッカル,トーホウドルチェ,東豊物産,竹島幸治,,
栗東,C,右,20260722,水,4:58,バッデレイト,,牡,5,1500,上村洋行,,137.5,118.2,98.9,81.3,66.4,51.9,37.1,23.1,11.3,19.3,19.3,17.6,14.9,14.5,14.8,14.0,11.8,11.3,2021102728,2026.7.22,栗東,サトノダイヤモンド,ビーウインド,杉山忠国,杵臼牧場,,
栗東,C,右,20260722,水,4:58,バティック,,牝,2,未出走,上村洋行,,137.1,117.8,98.4,80.9,66.1,51.6,36.8,22.8,11.3,19.3,19.4,17.5,14.8,14.5,14.8,14.0,11.5,11.3,2024106168,2026.7.22,栗東,エピファネイア,イカット,キャロットファーム,ノーザンファーム,,
栗東,C,右,20260722,水,4:59,アレ,,牡,5,900,中内田充,,142.6,123.3,102.9,84.6,68.5,53.1,37.2,22.8,11.2,19.3,20.4,18.3,16.1,15.4,15.9,14.4,11.6,11.2,2021103287,2026.7.22,栗東,シルバーステート,ルックアミリオン,寺田秀樹,三嶋牧場,,
栗東,C,右,20260722,水,4:59,エイカイマッケンロ,,セ,7,1500,藤原英昭,,142.8,120.4,99.6,83.0,67.9,52.9,37.6,23.2,11.4,22.4,20.8,16.6,15.1,15.0,15.3,14.4,11.8,11.4,2019104800,2026.7.22,栗東,ロードカナロア,ダイワミランダ,二木英実,社台ファーム,,
栗東,C,右,20260722,水,4:59,キスアンドクライ,,牝,4,900,橋口慎介,,140.9,119.4,98.0,77.8,63.9,52.1,39.0,25.6,13.2,21.5,21.4,20.2,13.9,11.8,13.1,13.4,12.4,13.2,2022106616,2026.7.22,栗東,ワンアンドオンリー,アンラッシュ,ノースヒルズ,ノースヒルズ,,
栗東,C,右,20260722,水,4:59,クランフォード,,牝,5,2400,杉山晴紀,,,,,,,52.3,37.9,24.0,11.8,,,,,,14.4,13.9,12.2,11.8,2021100139,2026.7.22,栗東,ブリックスアンドモルタル,エンジェルフェイス,ロードホースクラブ,ケイアイファーム,,
栗東,C,右,20260722,水,4:59,シャフメラン,,牝,3,400,新谷功一,,154.1,130.0,107.5,87.1,69.8,53.9,38.2,23.7,11.7,24.1,22.5,20.4,17.3,15.9,15.7,14.5,12.0,11.7,2023103568,2026.7.22,栗東,ドレフォン,ミラクルレジェンド,吉田照哉,社台ファーム,,
栗東,C,右,20260722,水,4:59,スウィッチインラヴ,,牝,3,400,矢作芳人,,,,,,,53.6,37.5,23.8,11.9,,,,,,16.1,13.7,11.9,11.9,2023105300,2026.7.22,栗東,コントレイル,スウィッチインタイム,DMMドリームクラブ,ノーザンファーム,,
栗東,C,右,20260722,水,4:59,ストロベリーツリー,,牝,3,400,中内田充,,141.0,121.7,101.5,83.6,68.1,52.8,36.9,22.6,11.1,19.3,20.2,17.9,15.5,15.3,15.9,14.3,11.5,11.1,2023106887,2026.7.22,栗東,キタサンブラック,ウィンターコスモス,金子真人ホールディングス,ノーザンファーム,,
栗東,C,右,20260722,水,4:59,ゼフィルス,,牝,3,0,橋口慎介,,146.7,125.1,103.7,83.5,66.6,51.7,37.2,23.4,11.7,21.6,21.4,20.2,16.9,14.9,14.5,13.8,11.7,11.7,2023106996,2026.7.22,栗東,シスキン,ケアレスウィスパー,ケイズジャパン,ノーザンファーム,,
栗東,C,右,20260722,水,4:59,ニシノエビガタメ,,牡,3,0,吉村圭司,,141.1,120.5,100.8,84.5,69.1,53.6,38.0,23.6,11.7,20.6,19.7,16.3,15.4,15.5,15.6,14.4,11.9,11.7,2023106271,2026.7.22,栗東,シルバーステート,タッチオブピンク,西山茂行,村上欽哉,,
栗東,C,右,20260722,水,4:59,バルフルール,,牝,3,0,長谷川浩,,148.0,125.6,106.6,88.4,71.6,55.5,39.7,24.9,12.1,22.4,19.0,18.2,16.8,16.1,15.8,14.8,12.8,12.1,2023106909,2026.7.22,栗東,"Saxon Warrior",ヴォーセル,キャロットファーム,ノーザンファーム,,
栗東,C,右,20260722,水,4:59,ペプチドブッドレア,,牝,3,400,吉村圭司,,142.1,120.9,101.0,84.6,69.2,53.7,38.1,23.7,11.6,21.2,19.9,16.4,15.4,15.5,15.6,14.4,12.1,11.6,2023105720,2026.7.22,栗東,イスラボニータ,ペプチドセマム,沼川一彦,木村牧場,,
栗東,C,右,20260722,水,4:59,モカプウイング,,牝,3,0,加藤公太,,145.8,125.2,103.7,83.5,66.5,51.2,36.8,23.2,11.3,20.6,21.5,20.2,17.0,15.3,14.4,13.6,11.9,11.3,2023103334,2026.7.22,栗東,マインドユアビスケッツ,ウイングドウィール,西尾誠一郎,社台ファーム,,
栗東,C,右,20260722,水,4:59,リアライズルミナス,,牝,3,400,橋口慎介,,144.2,123.3,101.8,81.5,65.1,50.5,36.4,22.6,11.0,20.9,21.5,20.3,16.4,14.6,14.1,13.8,11.6,11.0,2023104830,2026.7.22,栗東,シルバーステート,ジュルビアン,今福洋介,大柳ファーム,,
栗東,C,右,20260722,水,4:59,レイクラシック,,牝,3,400,新谷功一,,153.0,129.5,106.9,86.6,69.2,53.5,37.7,23.3,11.5,23.5,22.6,20.3,17.4,15.7,15.8,14.4,11.8,11.5,2023103906,2026.7.22,栗東,キタサンブラック,メジロジェニファー,長谷川守正,レイクヴィラファーム,,
栗東,C,右,20260722,水,5:00,スパルタンエックス,,牡,3,0,東田明士,,150.7,127.3,105.3,85.7,69.2,52.7,36.6,22.7,11.3,23.4,22.0,19.6,16.5,16.5,16.1,13.9,11.4,11.3,2023100371,2026.7.22,栗東,ダノンプレミアム,スリールドランジュ,谷崎森吾,松本牧場,,
栗東,C,右,20260722,水,5:00,ハピネスサンライズ,,牝,3,0,東田明士,,152.3,128.6,106.3,86.2,69.5,52.9,36.6,22.5,11.1,23.7,22.3,20.1,16.7,16.6,16.3,14.1,11.4,11.1,2023100910,2026.7.22,栗東,ダノンスマッシュ,オークヴィル,ライフハウス,下河辺牧場,,
