場所,コース,回り,年月日,曜日,時刻,馬名,Ｃ,性別,年齢,収得賞金,調教師,10F,9F,8F,7F,6F,5F,4F,3F,2F,1F,Lap9,Lap8,Lap7,Lap6,Lap5,Lap4,Lap3,Lap2,Lap1,血統登録番号,日付S,所属,種牡馬名,母名,現馬主名,生産者名,関連データ,馬番/仮番(出馬表モード時のみ)
栗東,C,右,20260808,土,3:59,オーロラトレイル,,牝,2,未出走,清水久詞,,140.7,120.8,101.5,83.4,68.4,53.4,37.8,23.2,11.3,19.9,19.3,18.1,15.0,15.0,15.6,14.6,11.9,11.3,2024103456,2026.8.8,栗東,コントレイル,クリアリーコンフューズド,前田幸大,ノースヒルズ,,
栗東,C,右,20260808,土,3:59,クラッチスラッガー,,牡,3,400,池添学,,149.6,126.2,104.7,86.2,69.8,54.7,39.4,24.5,11.8,23.4,21.5,18.5,16.4,15.1,15.3,14.9,12.7,11.8,2023107351,2026.8.8,栗東,キズナ,レンブランサ,名古屋友豊,ノーザンファーム,,
栗東,C,右,20260808,土,3:59,ファミーリエ,,牝,2,未出走,清水久詞,,139.6,118.9,99.8,82.9,67.9,52.9,37.5,23.0,11.2,20.7,19.1,16.9,15.0,15.0,15.4,14.5,11.8,11.2,2024103478,2026.8.8,栗東,キズナ,ベルオロール,ノースヒルズ,ノースヒルズ,,
栗東,C,右,20260808,土,3:59,ベンティガオルサ,,牡,3,400,清水久詞,,137.0,116.3,98.3,81.5,66.5,51.9,37.1,22.8,11.2,20.7,18.0,16.8,15.0,14.6,14.8,14.3,11.6,11.2,2023101582,2026.8.8,栗東,シルバーステート,テーオーメーテル,柳田悠岐,ヤナガワ牧場,,
栗東,C,右,20260808,土,4:01,メイショウクモイ,,牡,6,400,飯田祐史,,150.8,127.4,105.0,85.4,68.9,53.3,37.9,23.5,11.7,23.4,22.4,19.6,16.5,15.6,15.4,14.4,11.8,11.7,2020106922,2026.8.8,栗東,フリオーソ,メーシャンス,松本好隆,三嶋牧場,,
栗東,C,右,20260808,土,4:04,ジューンセクレタ,,牡,3,400,武英智,,154.0,130.9,108.9,89.4,71.0,54.1,38.0,23.0,11.2,23.1,22.0,19.5,18.4,16.9,16.1,15.0,11.8,11.2,2023110029,2026.8.8,栗東,"Maclean's Music","Bazinga Baby",吉川潤,"Town & Country Farms LLC",,
栗東,C,右,20260808,土,4:04,トップチェッカー,,牡,2,400,武英智,,152.6,130.0,108.2,88.8,70.7,53.8,37.7,22.8,11.2,22.6,21.8,19.4,18.1,16.9,16.1,14.9,11.6,11.2,2024100521,2026.8.8,栗東,インディチャンプ,ミッキーオリーブ,シルクレーシング,白井牧場,,
栗東,C,右,20260808,土,4:04,マコトブリッツ,,牡,2,未出走,武英智,,149.8,128.2,106.0,86.0,68.6,52.1,37.1,22.6,11.2,21.6,22.2,20.0,17.4,16.5,15.0,14.5,11.4,11.2,2024102997,2026.8.8,栗東,ダノンレジェンド,マコトモンジョワ,ディアマント,カミイスタット,,
栗東,C,右,20260808,土,4:36,ロードフィレール,,牡,3,900,吉岡辰弥,,187.7,152.3,114.6,84.3,66.3,51.4,36.9,22.7,11.4,35.4,37.7,30.3,18.0,14.9,14.5,14.2,11.3,11.4,2023105818,2026.8.8,栗東,キズナ,プレミアムギフト,ロードホースクラブ,ケイアイファーム,,
美浦,D,右,20260808,土,5:00,ガヤーズアモーレ,,牝,2,未出走,田中勝春,169.3,143.1,122.3,103.1,85.6,69.4,53.6,38.6,24.8,11.9,20.8,19.2,17.5,16.2,15.8,15.0,13.8,12.9,11.9,2024106333,2026.8.8,美浦,モーリス,サロニカ,小谷野宗靖,ノーザンファーム,,
美浦,D,右,20260808,土,5:00,マーズオデッセイ,,牡,4,2400,田中勝春,170.9,143.7,122.9,103.6,86.1,69.9,54.0,39.1,25.3,12.1,20.8,19.3,17.5,16.2,15.9,14.9,13.8,13.2,12.1,2022102399,2026.8.8,美浦,アドマイヤマーズ,クイックリトルミス,G1レーシング,坂東牧場,,
美浦,D,右,20260808,土,5:03,アンシュウマト,,牡,3,400,中川公成,,,,,88.3,70.1,54.4,39.0,24.7,12.0,,,,18.2,15.7,15.4,14.3,12.7,12.0,2023101929,2026.8.8,美浦,マクフィ,オクシペタルム,ウエスト.フォレスト.ステイブル,高村伸一,,
美浦,D,右,20260808,土,5:10,ファーザーアウェイ,,牡,3,0,尾関知人,,,,,89.9,70.8,54.5,39.3,25.0,11.6,,,,19.1,16.3,15.2,14.3,13.4,11.6,2023104371,2026.8.8,美浦,エピファネイア,アフランシール,ノースヒルズ,ノースヒルズ,,
美浦,D,右,20260808,土,5:10,ラッキーモア,,牡,3,0,尾関知人,,,,,90.0,70.7,54.9,40.2,25.7,12.3,,,,19.3,15.8,14.7,14.5,13.4,12.3,2023110017,2026.8.8,美浦,"Lucky Vega","Class Act",張月勝,"Yulong Investments",,
美浦,D,右,20260808,土,6:13,ゴールドシーン,,セ,6,400,林徹,,,,,91.4,70.1,53.2,38.5,23.9,11.3,,,,21.3,16.9,14.7,14.6,12.6,11.3,2020103727,2026.8.8,美浦,エピファネイア,ローガンサファイア,キャロットファーム,ノーザンファーム,,
美浦,D,右,20260808,土,6:13,スターチスブーケ,,牝,5,400,田中勝春,,,,,88.1,69.1,53.0,38.9,25.2,11.9,,,,19.0,16.1,14.1,13.7,13.3,11.9,2021110075,2026.8.8,美浦,"Practical Joke","Sovereign Halo",ノルマンディーサラブレッドレーシング,"Gerty Bloodstock",,
