場所,コース,回り,年月日,曜日,時刻,馬名,Ｃ,性別,年齢,収得賞金,調教師,10F,9F,8F,7F,6F,5F,4F,3F,2F,1F,Lap9,Lap8,Lap7,Lap6,Lap5,Lap4,Lap3,Lap2,Lap1,血統登録番号,日付S,所属,種牡馬名,母名,現馬主名,生産者名,関連データ,馬番/仮番(出馬表モード時のみ)
栗東,C,右,20260903,木,4:58,ガイストライヒ,,牡,3,400,高柳大輔,,142.7,122.2,101.3,83.1,67.5,52.0,37.0,23.5,11.5,20.5,20.9,18.2,15.6,15.5,15.0,13.5,12.0,11.5,2023106948,2026.9.3,栗東,マクフィ,カラフルブラッサム,吉田勝己,ノーザンファーム,,
栗東,C,右,20260903,木,4:58,ジョリーエピキュア,,牝,2,未出走,高柳大輔,,141.7,121.5,100.6,82.4,66.9,51.6,36.7,23.3,11.5,20.2,20.9,18.2,15.5,15.3,14.9,13.4,11.8,11.5,2024105896,2026.9.3,栗東,エピファネイア,ジョイエピフォラ,社台レースホース,社台ファーム,,
栗東,C,右,20260903,木,4:58,ジーティーアダマン,,牡,4,2500,上村洋行,,144.6,123.1,102.0,82.7,66.9,51.8,37.3,22.7,11.1,21.5,21.1,19.3,15.8,15.1,14.5,14.6,11.6,11.1,2022101193,2026.9.3,栗東,ルーラーシップ,カウニスクッカ,田畑利彦,オリオンファーム,,
栗東,C,右,20260903,木,4:58,ソルテヴェローチェ,,牡,2,0,上村洋行,,146.6,124.6,103.3,84.0,68.1,52.8,37.9,23.4,11.7,22.0,21.3,19.3,15.9,15.3,14.9,14.5,11.7,11.7,2024106640,2026.9.3,栗東,マテラスカイ,ミニーアイル,"TO RACING",ノーザンファーム,,
栗東,C,右,20260903,木,4:58,レザンクレール,,牝,5,400,西村真幸,,140.3,119.4,100.4,83.1,68.2,53.8,38.6,23.7,11.2,20.9,19.0,17.3,14.9,14.4,15.2,14.9,12.5,11.2,2021105794,2026.9.3,栗東,キズナ,マンビア,キャロットファーム,ノーザンファーム,,
栗東,C,右,20260903,木,4:59,アトランタ,,牡,2,0,高柳大輔,,148.9,128.5,107.4,88.1,72.0,55.9,38.8,23.9,11.7,20.4,21.1,19.3,16.1,16.1,17.1,14.9,12.2,11.7,2024106380,2026.9.3,栗東,サートゥルナーリア,ジェラシー,近藤英子,ノーザンファーム,,
栗東,C,右,20260903,木,4:59,クイノールト,,牡,3,400,橋口慎介,,147.2,124.4,102.9,83.6,68.2,53.3,38.1,24.3,12.6,22.8,21.5,19.3,15.4,14.9,15.2,13.8,11.7,12.6,2023107371,2026.9.3,栗東,クリソベリル,ワシントンレガシー,吉田勝己,ノーザンファーム,,
栗東,C,右,20260903,木,4:59,グディンナ,,牝,5,400,牧田和弥,,145.8,125.4,105.5,85.3,68.0,52.3,37.2,22.9,11.2,20.4,19.9,20.2,17.3,15.7,15.1,14.3,11.7,11.2,2021102162,2026.9.3,栗東,ラブリーデイ,アンドリエッテ,永田和彦,森永牧場,,
栗東,C,右,20260903,木,4:59,サトノクローク,,牡,6,1500,橋口慎介,,144.5,122.7,101.8,83.2,68.3,53.9,38.9,23.7,11.8,21.8,20.9,18.6,14.9,14.4,15.0,15.2,11.9,11.8,2020106667,2026.9.3,栗東,サトノクラウン,トーコーユズキ,里見治,辻牧場,,
栗東,C,右,20260903,木,4:59,スウィートライト,,牝,2,未出走,橋口慎介,,145.0,122.8,101.3,82.1,66.8,51.9,37.0,23.3,11.6,22.2,21.5,19.2,15.3,14.9,14.9,13.7,11.7,11.6,2024100736,2026.9.3,栗東,Earthlight,スウィンギングチャンプ,田畑利彦,チャンピオンズファーム,,
