場所,コース,回り,年月日,曜日,時刻,馬名,Ｃ,性別,年齢,収得賞金,調教師,10F,9F,8F,7F,6F,5F,4F,3F,2F,1F,Lap9,Lap8,Lap7,Lap6,Lap5,Lap4,Lap3,Lap2,Lap1,血統登録番号,日付S,所属,種牡馬名,母名,現馬主名,生産者名,関連データ,馬番/仮番(出馬表モード時のみ)
栗東,C,右,20260702,木,4:57,アラムシャピラス,,牡,3,0,池江泰寿,,145.4,126.3,107.5,89.0,71.4,55.5,40.1,24.8,11.9,19.1,18.8,18.5,17.6,15.9,15.4,15.3,12.9,11.9,2023105683,2026.7.2,栗東,シスキン,マローブルー,金子真人ホールディングス,日高大洋牧場,,
栗東,C,右,20260702,木,4:57,アルディメント,,牡,3,0,上村洋行,,147.3,126.2,105.4,86.3,70.4,55.5,39.6,24.7,12.2,21.1,20.8,19.1,15.9,14.9,15.9,14.9,12.5,12.2,2023103192,2026.7.2,栗東,ブリックスアンドモルタル,バードオンアスク,ノルマンディーサラブレッドレーシング,藤原牧場,,
栗東,C,右,20260702,木,4:57,チェファルー,,牡,3,0,上村洋行,,146.2,125.2,104.5,85.4,69.4,54.6,38.9,24.0,11.7,21.0,20.7,19.1,16.0,14.8,15.7,14.9,12.3,11.7,2023105017,2026.7.2,栗東,リオンディーズ,トレースイスラ,FJAM,三嶋牧場,,
栗東,C,右,20260702,木,4:57,ティエルニート,,牝,2,未出走,高橋康之,,148.7,127.2,107.3,89.6,73.2,56.0,40.1,24.7,11.9,21.5,19.9,17.7,16.4,17.2,15.9,15.4,12.8,11.9,2024104573,2026.7.2,栗東,サートゥルナーリア,ペブルガーデン,会田浩史,タイヘイ牧場,,
栗東,C,右,20260702,木,4:57,ミッキージャンプ,,牡,3,400,池江泰寿,,145.2,126.1,107.3,88.8,71.2,55.3,39.8,24.7,12.1,19.1,18.8,18.5,17.6,15.9,15.5,15.1,12.6,12.1,2023105274,2026.7.2,栗東,サートゥルナーリア,オンディナドバイ,野田みづき,ノーザンファーム,,
栗東,C,右,20260702,木,4:57,リザレクティア,,牝,3,0,高橋康之,,149.0,127.9,108.2,90.4,73.7,56.5,40.2,24.6,11.9,21.1,19.7,17.8,16.7,17.2,16.3,15.6,12.7,11.9,2023102232,2026.7.2,栗東,サートゥルナーリア,フリークアウト,福盛訓之,三嶋牧場,,
栗東,C,右,20260702,木,4:57,レクスノヴァス,,牡,4,2400,上村洋行,,147.4,126.1,105.3,86.1,70.5,55.3,39.4,24.3,11.7,21.3,20.8,19.2,15.6,15.2,15.9,15.1,12.6,11.7,2022107282,2026.7.2,栗東,キタサンブラック,ウルティマミューズ,ノルマンディーサラブレッドレーシング,浜本牧場,,
栗東,C,右,20260702,木,4:58,イザショウブ,,牡,3,0,高橋亮,,141.2,121.9,103.0,86.0,70.7,55.8,40.3,25.7,12.6,19.3,18.9,17.0,15.3,14.9,15.5,14.6,13.1,12.6,2023100600,2026.7.2,栗東,キタサンブラック,カラヴェッラ,猪又晶介,天羽牧場,,
栗東,C,右,20260702,木,4:58,タイムレスフレアー,,牡,3,0,橋口慎介,,143.9,122.6,102.4,84.3,69.0,54.2,39.6,25.5,12.7,21.3,20.2,18.1,15.3,14.8,14.6,14.1,12.8,12.7,2023103795,2026.7.2,栗東,ポエティックフレア,タイムトラベリング,G1レーシング,社台コーポレーション白老ファーム,,
栗東,C,右,20260702,木,4:58,ラブインアクション,,牝,3,400,橋口慎介,,141.1,120.0,100.9,83.0,68.3,54.0,39.3,25.2,12.6,21.1,19.1,17.9,14.7,14.3,14.7,14.1,12.6,12.6,2023110043,2026.7.2,栗東,Nyquist,"My Sweet Girl",前田幸貴,"Hinkle Farms",,
栗東,C,右,20260702,木,4:58,レアアース,,牡,2,未出走,高橋亮,,141.2,121.9,103.0,85.9,70.7,55.8,40.4,25.7,12.6,19.3,18.9,17.1,15.2,14.9,15.4,14.7,13.1,12.6,2024106129,2026.7.2,栗東,ダノンキングリー,アドゥール,寺田寿男,ノーザンファーム,,
栗東,C,右,20260702,木,5:01,アスクエピソード,,牡,6,900,坂口智康,,142.2,122.5,103.0,85.6,70.0,54.7,38.7,24.2,12.2,19.7,19.5,17.4,15.6,15.3,16.0,14.5,12.0,12.2,2020101031,2026.7.2,栗東,ハーツクライ,ネヴァーピリオド,廣崎利洋HD,"ASK STUD",,
栗東,C,右,20260702,木,5:01,キタノプレミアム,,牝,3,0,坂口智康,,143.5,123.3,103.9,86.4,70.7,55.2,39.1,24.4,12.3,20.2,19.4,17.5,15.7,15.5,16.1,14.7,12.1,12.3,2023100598,2026.7.2,栗東,ダノンプレミアム,ユキノカトレア,北所直人,厚賀古川牧場,,
栗東,C,右,20260702,木,5:01,ダノンアンチュラス,,牡,4,0,坂口智康,,144.6,123.7,104.2,86.8,71.3,55.6,39.7,24.7,12.3,20.9,19.5,17.4,15.5,15.7,15.9,15.0,12.4,12.3,2022105687,2026.7.2,栗東,エピファネイア,アンチュラス,ダノックス,追分ファーム,,
栗東,C,右,20260702,木,5:02,ツーハーツ,,牡,2,未出走,寺島良,,,,,83.8,67.2,52.5,38.4,24.9,12.8,,,,16.6,14.7,14.1,13.5,12.1,12.8,2024103368,2026.7.2,栗東,スワーヴリチャード,スタークォーツ,山口正行,新冠伊藤牧場,,
栗東,C,右,20260702,木,5:02,ヴィエントデコラ,,牡,3,400,寺島良,,,,,84.0,67.5,52.8,38.8,25.3,13.2,,,,16.5,14.7,14.0,13.5,12.1,13.2,2023103677,2026.7.2,栗東,ルヴァンスレーヴ,イッツオンリーアクティングダッド,G1レーシング,追分ファーム,,
栗東,C,右,20260702,木,5:04,ダノンテムズ,,牡,3,400,寺島良,,,,,94.7,76.5,59.6,42.7,27.1,12.5,,,,18.2,16.9,16.9,15.6,14.6,12.5,2023107041,2026.7.2,栗東,ダノンキングリー,ショウリュウムーン,ダノックス,ノーザンファーム,,
