場所,コース,回り,年月日,曜日,時刻,馬名,Ｃ,性別,年齢,収得賞金,調教師,10F,9F,8F,7F,6F,5F,4F,3F,2F,1F,Lap9,Lap8,Lap7,Lap6,Lap5,Lap4,Lap3,Lap2,Lap1,血統登録番号,日付S,所属,種牡馬名,母名,現馬主名,生産者名,関連データ,馬番/仮番(出馬表モード時のみ)
栗東,C,右,20260815,土,3:59,アリエスキング,,牡,5,900,庄野靖志,,,,,,,66.5,47.8,30.3,15.5,,,,,,18.7,17.5,14.8,15.5,2021101468,2026.8.15,栗東,シニスターミニスター,ピシーズクイーン,三宅勝俊,庄野牧場,,
栗東,C,右,20260815,土,3:59,ブルーザー,,牡,3,0,池添学,,169.5,148.0,127.1,107.2,88.6,70.1,51.3,32.9,16.5,21.5,20.9,19.9,18.6,18.5,18.8,18.4,16.4,16.5,2023106218,2026.8.15,栗東,モーリス,ピスカデーラ,名古屋友豊,坂東牧場,,
栗東,C,右,20260815,土,3:59,ムスペルヘイム,,牡,2,未出走,西村真幸,,161.8,140.5,118.9,98.7,80.4,63.1,46.7,30.2,15.3,21.3,21.6,20.2,18.3,17.3,16.4,16.5,14.9,15.3,2024106342,2026.8.15,栗東,アドマイヤマーズ,ザイラ,吉田勝己,ノーザンファーム,,
栗東,C,右,20260815,土,3:59,ムーンベリル,,牝,2,400,西村真幸,,161.3,139.0,117.5,97.4,79.6,62.5,46.0,30.1,14.7,22.3,21.5,20.1,17.8,17.1,16.5,15.9,15.4,14.7,2024106276,2026.8.15,栗東,クリソベリル,クインズムーン,シルクレーシング,ノーザンファーム,,
栗東,C,右,20260815,土,3:59,メイショウレイナ,,牝,2,未出走,池添学,,170.2,148.9,127.9,107.8,89.2,70.7,51.7,33.3,16.8,21.3,21.0,20.1,18.6,18.5,19.0,18.4,16.5,16.8,2024102300,2026.8.15,栗東,ドレフォン,メイショウショウブ,松本好隆,三嶋牧場,,
栗東,C,右,20260815,土,3:59,リカントロポ,,牡,4,900,梅田智之,,,,,,,79.0,57.2,36.5,18.1,,,,,,21.8,20.7,18.4,18.1,2022100080,2026.8.15,栗東,グレーターロンドン,ホワイトアルバム,薪浦亨,荻伏三好フアーム,,
栗東,C,右,20260815,土,4:00,ロールスワン,,牡,3,0,中内田充,,170.5,147.3,124.9,105.2,87.1,69.5,51.1,33.4,17.6,23.2,22.4,19.7,18.1,17.6,18.4,17.7,15.8,17.6,2023105805,2026.8.15,栗東,ダノンプレミアム,スワンリヴァー,中村祐子,ケイアイファーム,,
栗東,C,右,20260815,土,4:01,キタノサワヤカ,,牡,4,400,吉田直弘,,,,,,,78.4,55.9,36.7,18.3,,,,,,22.5,19.2,18.4,18.3,2022102501,2026.8.15,栗東,イスラボニータ,サワヤカブラン,北所直人,猿倉牧場,,
栗東,C,右,20260815,土,4:01,フライングブレード,,牡,6,1500,飯田祐史,,180.7,158.4,136.2,114.7,94.3,73.3,52.8,33.2,16.2,22.3,22.2,21.5,20.4,21.0,20.5,19.6,17.0,16.2,2020100906,2026.8.15,栗東,ビッグアーサー,ルプス,中辻明,バンブー牧場,,
栗東,C,右,20260815,土,4:02,パクスロマーナ,,牝,6,1500,加藤公太,,,,,,,104.8,78.0,51.3,24.6,,,,,,26.8,26.7,26.7,24.6,2020104616,2026.8.15,栗東,ネロ,アンティクイーン,酒井孝敏,野表篤夫,,
栗東,C,右,20260815,土,4:03,サクソンジェンヌ,,牝,5,2400,高橋義忠,,,,,,,72.0,53.4,34.8,17.3,,,,,,18.6,18.6,17.5,17.3,2021106993,2026.8.15,栗東,"Saxon Warrior",ナイトドライヴ,福盛訓之,村上欽哉,,
栗東,C,右,20260815,土,4:03,ジュルナール,,牝,4,900,池添学,,,,,,,71.1,52.8,34.3,17.0,,,,,,18.3,18.5,17.3,17.0,2022104788,2026.8.15,栗東,ロードカナロア,サマーハ,DMMドリームクラブ,ノーザンファーム,,
栗東,C,右,20260815,土,4:04,ピカラ,,牝,3,900,坂口智康,,177.5,154.8,133.1,112.0,91.2,70.7,50.4,31.4,15.8,22.7,21.7,21.1,20.8,20.5,20.3,19.0,15.6,15.8,2023103876,2026.8.15,栗東,ミスチヴィアスアレックス,ペルサントクリール,カナヤマホールディングス,橋本牧場,,
栗東,C,右,20260815,土,4:05,キタノタピット,,牡,2,未登録,,,169.2,148.5,127.1,108.3,90.0,71.4,53.0,33.4,16.4,20.7,21.4,18.8,18.3,18.6,18.4,19.6,17.0,16.4,2024103082,2026.8.15,,チュウワウィザード,ピンクベリーニ,,五丸農場,,
栗東,C,右,20260815,土,4:05,サーブルディアマン,,牡,3,0,坂口智康,,,,,,,81.2,58.3,36.5,17.6,,,,,,22.9,21.8,18.9,17.6,2023103690,2026.8.15,栗東,サトノダイヤモンド,サーブルクーリール,吉田晴哉,追分ファーム,,
