場所,コース,回り,年月日,曜日,時刻,馬名,Ｃ,性別,年齢,収得賞金,調教師,10F,9F,8F,7F,6F,5F,4F,3F,2F,1F,Lap9,Lap8,Lap7,Lap6,Lap5,Lap4,Lap3,Lap2,Lap1,血統登録番号,日付S,所属,種牡馬名,母名,現馬主名,生産者名,関連データ,馬番/仮番(出馬表モード時のみ)
栗東,C,右,20260709,木,4:58,キングオブフジ,,牡,5,900,角田晃一,,143.1,122.0,101.9,83.4,68.5,54.1,38.9,24.5,12.2,21.1,20.1,18.5,14.9,14.4,15.2,14.4,12.3,12.2,2021106164,2026.7.9,栗東,ヘニーヒューズ,ヘイローフジ,浅川慶太,協和牧場,,
栗東,C,右,20260709,木,4:58,サイレントグルーヴ,,牝,5,400,角田晃一,,141.6,120.5,100.6,82.2,67.1,52.7,37.9,23.8,11.7,21.1,19.9,18.4,15.1,14.4,14.8,14.1,12.1,11.7,2021105274,2026.7.9,栗東,ドゥラメンテ,リメインサイレント,社台レースホース,社台ファーム,,
栗東,C,右,20260709,木,4:58,サリカリーフォリア,,牝,3,400,橋口慎介,,140.7,119.8,99.9,82.2,66.4,52.0,37.6,24.1,12.5,20.9,19.9,17.7,15.8,14.4,14.4,13.5,11.6,12.5,2023105291,2026.7.9,栗東,クリソベリル,サリネロ,盛学志,ノーザンファーム,,
栗東,C,右,20260709,木,4:58,テクノピーチ,,牝,3,0,橋口慎介,,139.6,118.8,99.0,81.3,65.5,51.1,37.1,23.7,12.2,20.8,19.8,17.7,15.8,14.4,14.0,13.4,11.5,12.2,2023102739,2026.7.9,栗東,モーリス,ラルシュドール,西村健,静内フアーム,,
栗東,C,右,20260709,木,4:58,ハイウェイワン,,牡,2,未出走,高柳大輔,,142.8,122.7,103.6,86.7,70.6,54.8,38.7,24.3,12.1,20.1,19.1,16.9,16.1,15.8,16.1,14.4,12.2,12.1,2024106362,2026.7.9,栗東,カリフォルニアクローム,シルバーポジー,サンデーレーシング,ノーザンファーム,,
栗東,C,右,20260709,木,4:58,パピプペピンク,,牝,3,0,西村真幸,,139.6,119.7,100.9,82.7,67.4,52.9,38.0,24.0,11.8,19.9,18.8,18.2,15.3,14.5,14.9,14.0,12.2,11.8,2023102129,2026.7.9,栗東,シニスターミニスター,マダムジェニファー,大和屋暁,辻牧場,,
栗東,C,右,20260709,木,4:58,ブレイクアウェイ,,牡,2,未出走,上村洋行,,140.5,120.2,100.8,83.2,67.8,52.9,37.5,23.3,11.7,20.3,19.4,17.6,15.4,14.9,15.4,14.2,11.6,11.7,2024105872,2026.7.9,栗東,キズナ,ザウェイアイアム,ライオンレースホース,社台ファーム,,
栗東,C,右,20260709,木,4:58,ベラジオパンテーラ,,牡,2,未出走,上村洋行,,138.8,119.0,99.2,82.1,67.0,52.3,37.0,22.9,11.5,19.8,19.8,17.1,15.1,14.7,15.3,14.1,11.4,11.5,2024107026,2026.7.9,栗東,キズナ,ダイワダッチェス,ベラジオレーシング,社台コーポレーション白老ファーム,,
栗東,C,右,20260709,木,4:58,ルージュマデイラ,,牝,3,0,上村洋行,,141.3,120.5,100.9,83.2,67.8,52.9,37.4,23.1,11.5,20.8,19.6,17.7,15.4,14.9,15.5,14.3,11.6,11.5,2023102228,2026.7.9,栗東,モーリス,ダーヌビウス,東京ホースレーシング,三嶋牧場,,
栗東,C,右,20260709,木,4:58,ヴァニーユ,,牝,2,未出走,高柳大輔,,142.1,122.6,103.5,86.7,70.6,54.8,38.7,24.4,12.1,19.5,19.1,16.8,16.1,15.8,16.1,14.3,12.3,12.1,2024102756,2026.7.9,栗東,ルーラーシップ,ヴァニラアイス,ヒダカ・ブリーダーズ・ユニオン,ヒダカフアーム,,
栗東,C,右,20260709,木,4:58,ヴィリアリート,,牝,4,1500,西村真幸,,138.1,118.9,100.1,82.0,66.6,52.3,37.5,23.7,11.8,19.2,18.8,18.1,15.4,14.3,14.8,13.8,11.9,11.8,2022105853,2026.7.9,栗東,ナダル,メリーウィドウ,シルクレーシング,社台コーポレーション白老ファーム,,
栗東,C,右,20260709,木,4:59,イザショウブ,,牡,3,0,高橋亮,,141.4,121.7,101.9,83.8,67.6,51.9,36.9,23.1,11.6,19.7,19.8,18.1,16.2,15.7,15.0,13.8,11.5,11.6,2023100600,2026.7.9,栗東,キタサンブラック,カラヴェッラ,猪又晶介,天羽牧場,,
栗東,C,右,20260709,木,4:59,テーオーレックス,,牡,3,0,岡田稲男,,143.5,122.1,102.1,83.8,68.3,53.3,38.2,24.2,12.0,21.4,20.0,18.3,15.5,15.0,15.1,14.0,12.2,12.0,2023101580,2026.7.9,栗東,サートゥルナーリア,テーオービクトリー,小笹公也,ヤナガワ牧場,,
栗東,C,右,20260709,木,4:59,フランキーバローズ,,牡,4,500,池江泰寿,,140.4,119.8,100.2,82.2,67.1,52.5,37.1,22.9,11.3,20.6,19.6,18.0,15.1,14.6,15.4,14.2,11.6,11.3,2022101417,2026.7.9,栗東,オルフェーヴル,シークレットアセット,猪熊広次,下河辺牧場,,
栗東,C,右,20260709,木,4:59,プロットシッケンズ,,牡,3,0,岡田稲男,,143.3,122.1,102.1,83.7,68.2,53.2,38.1,24.1,11.9,21.2,20.0,18.4,15.5,15.0,15.1,14.0,12.2,11.9,2023101175,2026.7.9,栗東,ハービンジャー,リリックドラマ,ゴドルフィン,ダーレー・ジャパン・ファーム,,
栗東,C,右,20260709,木,4:59,ミッキーコンドル,,牡,4,400,大久保龍,,145.3,122.9,102.3,84.7,69.6,54.4,38.5,23.8,11.7,22.4,20.6,17.6,15.1,15.2,15.9,14.7,12.1,11.7,2022102429,2026.7.9,栗東,ミッキースワロー,ミッキーディナシー,野田みづき,坂東牧場,,
