場所,コース,回り,年月日,曜日,時刻,馬名,Ｃ,性別,年齢,収得賞金,調教師,10F,9F,8F,7F,6F,5F,4F,3F,2F,1F,Lap9,Lap8,Lap7,Lap6,Lap5,Lap4,Lap3,Lap2,Lap1,血統登録番号,日付S,所属,種牡馬名,母名,現馬主名,生産者名,関連データ,馬番/仮番(出馬表モード時のみ)
栗東,C,右,20260620,土,4:29,クイーンズホリデー,,牝,3,400,清水久詞,,143.7,124.3,104.3,86.0,68.9,53.6,38.3,23.4,11.6,19.4,20.0,18.3,17.1,15.3,15.3,14.9,11.8,11.6,2023100941,2026.6.20,栗東,オルフェーヴル,タイキオードリー,鈴木剛史,下河辺牧場,,
栗東,C,右,20260620,土,4:29,チェサピークベイ,,牡,3,未出走,中内田充,,167.2,149.1,130.6,110.5,91.8,72.2,53.3,35.6,18.5,18.1,18.5,20.1,18.7,19.6,18.9,17.7,17.1,18.5,2023107515,2026.6.20,栗東,Frankel,Marsha,S.マグニア,Coolmore,,
栗東,C,右,20260620,土,4:29,ドナズエクリプス,,牡,2,未登録,,,145.0,125.5,105.2,86.6,69.5,53.9,38.4,23.6,11.6,19.5,20.3,18.6,17.1,15.6,15.5,14.8,12.0,11.6,2024108020,2026.6.20,,モーリス,ベルアクトリス,,木村秀則,,
栗東,C,右,20260620,土,4:29,ルクスユアン,,牡,3,0,清水久詞,,147.3,126.0,105.7,86.8,69.8,54.1,38.5,23.8,11.6,21.3,20.3,18.9,17.0,15.7,15.6,14.7,12.2,11.6,2023102765,2026.6.20,栗東,サトノダイヤモンド,スマートシモーヌ,ルクス,静内山田牧場,,
栗東,C,右,20260620,土,4:29,ヴィーナスバブル,,牝,4,400,東田明士,,147.9,127.2,107.0,88.3,72.4,56.4,40.1,24.9,11.6,20.7,20.2,18.7,15.9,16.0,16.3,15.2,13.3,11.6,2022102957,2026.6.20,栗東,ダノンバラード,ヴィーナスフローラ,浅沼廣幸,辻牧場,,
栗東,C,右,20260620,土,4:30,ウイントレメンデス,,牡,5,1500,長谷川浩,,155.2,132.9,110.8,91.3,75.3,60.1,44.2,28.8,14.6,22.3,22.1,19.5,16.0,15.2,15.9,15.4,14.2,14.6,2021106193,2026.6.20,栗東,ゴールドシップ,イクスキューズ,ウイン,コスモヴューファーム,,
栗東,C,右,20260620,土,4:31,ロードシュヴァリエ,,牡,4,400,森田直行,,,,,,,82.0,60.1,40.2,20.2,,,,,,21.9,19.9,20.0,20.2,2022102639,2026.6.20,栗東,シュヴァルグラン,アンダルシア,ロードホースクラブ,大柳ファーム,,
栗東,C,右,20260620,土,4:32,ラピス,,牝,3,0,安田翔伍,,,,,,,69.8,50.2,32.3,15.6,,,,,,19.6,17.9,16.7,15.6,2023104405,2026.6.20,栗東,コントレイル,ファヴォーラ,寺田寿男,ノースヒルズ,,
栗東,C,右,20260620,土,4:32,ルシャリオ,,牡,4,80,森田直行,,,,,,,87.2,65.1,42.3,20.3,,,,,,22.1,22.8,22.0,20.3,2022107248,2026.6.20,栗東,シルバーステート,スプレンダー,ターフ・スポート,奥山ファーム,,
栗東,C,右,20260620,土,4:33,アブキールベイ,,牝,4,2950,坂口智康,,174.5,152.5,130.7,110.0,91.3,73.0,53.9,34.5,17.0,22.0,21.8,20.7,18.7,18.3,19.1,19.4,17.5,17.0,2022101623,2026.6.20,栗東,ファインニードル,アゴベイ,ゴドルフィン,ダーレー・ジャパン・ファーム,,
栗東,C,右,20260620,土,4:33,クーデール,,牝,4,1500,坂口智康,,180.3,156.5,133.7,113.1,93.8,74.3,53.9,34.3,16.9,23.8,22.8,20.6,19.3,19.5,20.4,19.6,17.4,16.9,2022100648,2026.6.20,栗東,ロードカナロア,フラーティングアウェイ,中村伊三美,ケイアイファーム,,
栗東,C,右,20260620,土,4:33,プウスカンドゥール,,牝,6,900,坂口智康,,176.3,153.6,130.5,109.3,89.6,70.2,51.3,33.3,17.0,22.7,23.1,21.2,19.7,19.4,18.9,18.0,16.3,17.0,2020104791,2026.6.20,栗東,シャンハイボビー,トレノトマト,廣崎双葉,藤原牧場,,
栗東,C,右,20260620,土,4:34,ケイアイアルタイル,,牡,5,900,梅田智之,,,,,,,62.6,43.0,26.3,12.5,,,,,,19.6,16.7,13.8,12.5,2021100711,2026.6.20,栗東,ニューイヤーズデイ,カーディナルコーヴ,亀田和弘,高昭牧場,,
栗東,C,右,20260620,土,4:35,ポニーテール,,牝,3,未出走,中内田充,,,,,,,74.7,55.3,35.7,17.6,,,,,,19.4,19.6,18.1,17.6,2023107248,2026.6.20,栗東,コントレイル,マース,エムズレーシング,ノーザンファーム,,
栗東,C,右,20260620,土,4:36,タイセイグローバル,,牡,3,0,小林真也,,,,,,,84.4,61.7,39.8,19.7,,,,,,22.7,21.9,20.1,19.7,2023105256,2026.6.20,栗東,アドマイヤマーズ,ラグプリンセス,田中成奉,社台ファーム,,
栗東,C,右,20260620,土,4:38,リアルペガサス,,牡,5,450,大橋勇樹,,,,,,,73.5,53.3,33.9,16.8,,,,,,20.2,19.4,17.1,16.8,2021103316,2026.6.20,栗東,ダンカーク,ボストンビリーヴ,水谷光太郎,宮内牧場,,
栗東,C,右,20260620,土,4:39,シーリュウシー,,牡,5,400,岡田稲男,,,,,,,71.1,51.6,32.5,15.8,,,,,,19.5,19.1,16.7,15.8,2021106180,2026.6.20,栗東,ホッコータルマエ,ムニン,一村哲也,小泉牧場,,
栗東,C,右,20260620,土,4:39,ルージュサウダージ,,牝,3,900,松永幹夫,,163.3,139.5,117.4,98.1,81.1,64.5,47.0,30.1,15.0,23.8,22.1,19.3,17.0,16.6,17.5,16.9,15.1,15.0,2023103721,2026.6.20,栗東,フィレンツェファイア,ミッドナイトラヴ,東京ホースレーシング,追分ファーム,,
栗東,C,右,20260620,土,4:40,ココモフィーバー,,牝,2,未出走,池添学,,176.3,153.2,131.4,109.9,89.4,70.2,51.4,33.0,16.6,23.1,21.8,21.5,20.5,19.2,18.8,18.4,16.4,16.6,2024105595,2026.6.20,栗東,インディチャンプ,ポルケテスエーニョ,福本純,水丸牧場,,
栗東,C,右,20260620,土,4:40,メイショウピュルテ,,牝,3,0,笹田和秀,,,,,,,67.0,48.0,30.1,14.7,,,,,,19.0,17.9,15.4,14.7,2023104818,2026.6.20,栗東,ミスチヴィアスアレックス,パミーナ,松本好隆,中脇一幸,,
栗東,C,右,20260620,土,4:41,ラムジェット,,牡,5,8950,松永幹夫,,,,,,,83.3,60.2,38.2,19.3,,,,,,23.1,22.0,18.9,19.3,2021106640,2026.6.20,栗東,マジェスティックウォリアー,ネフェルティティ,前田幸貴,ノースヒルズ,,
栗東,C,右,20260620,土,4:42,イクヒロ,,牡,3,0,小椋研介,,,,,,,73.6,53.9,34.7,17.3,,,,,,19.7,19.2,17.4,17.3,2023102290,2026.6.20,栗東,アルアイン,ルアス,佐々木將吉,リトルブルーファーム,,
栗東,C,右,20260620,土,4:42,メイショウマドンナ,,牝,3,0,荒川義之,,218.3,189.3,161.8,136.9,112.5,88.7,65.3,42.6,21.4,29.0,27.5,24.9,24.4,23.8,23.4,22.7,21.2,21.4,2023104999,2026.6.20,栗東,フィレンツェファイア,ウイングルイーズ,松本好隆,三嶋牧場,,
栗東,C,右,20260620,土,4:43,ノボリクレバー,,牝,6,900,石橋守,,182.7,158.4,133.3,110.4,91.2,71.9,51.6,32.1,16.4,24.3,25.1,22.9,19.2,19.3,20.3,19.5,15.7,16.4,2020106393,2026.6.20,栗東,デクラレーションオブウォー,スウィングダンス,原田豊,杵臼牧場,,
栗東,C,右,20260620,土,4:44,シェンフー,,牡,3,0,前川恭子,,,,,88.4,71.7,56.5,41.3,26.7,12.4,,,,16.7,15.2,15.2,14.6,14.3,12.4,2023106099,2026.6.20,栗東,ドレフォン,パーフェクトチャンス,野田善己,チャンピオンズファーム,,
栗東,C,右,20260620,土,4:44,ジョーヌナルシス,,牡,2,未出走,笹田和秀,,165.7,145.4,123.9,105.0,87.5,69.7,51.9,34.7,16.7,20.3,21.5,18.9,17.5,17.8,17.8,17.2,18.0,16.7,2024105898,2026.6.20,栗東,サトノクラウン,ジョンブリアン,吉田照哉,社台ファーム,,
栗東,C,右,20260620,土,4:44,スマートエスコート,,牝,2,未出走,笹田和秀,,165.4,144.3,123.5,104.4,86.8,69.7,51.0,32.7,16.1,21.1,20.8,19.1,17.6,17.1,18.7,18.3,16.6,16.1,2024101049,2026.6.20,栗東,スマートオーディン,スマートアエロ,大川徹,豊洋牧場,,
