場所,コース,回り,年月日,曜日,時刻,馬名,Ｃ,性別,年齢,収得賞金,調教師,10F,9F,8F,7F,6F,5F,4F,3F,2F,1F,Lap9,Lap8,Lap7,Lap6,Lap5,Lap4,Lap3,Lap2,Lap1,血統登録番号,日付S,所属,種牡馬名,母名,現馬主名,生産者名,関連データ,馬番/仮番(出馬表モード時のみ)
栗東,C,右,20260827,木,4:58,エコロヴァイス,,牡,4,400,吉村圭司,,142.9,122.1,101.6,83.9,69.0,54.4,39.0,24.7,12.7,20.8,20.5,17.7,14.9,14.6,15.4,14.3,12.0,12.7,2022110128,2026.8.27,栗東,Unified,"Second Fiddle",原村正紀,"Sequel Thoroughbreds LLC & Lakland Farm",,
栗東,C,右,20260827,木,4:58,カツラコマチ,,牝,3,0,吉村圭司,,143.8,122.5,102.1,84.2,69.2,54.5,39.2,24.7,12.6,21.3,20.4,17.9,15.0,14.7,15.3,14.5,12.1,12.6,2023102934,2026.8.27,栗東,ルヴァンスレーヴ,フリーダムライター,山田有暉朗,千代田牧場,,
栗東,C,右,20260827,木,4:59,エモティコン,,牡,2,未出走,橋口慎介,,138.9,120.1,101.2,83.0,67.2,52.6,37.1,22.9,11.3,18.8,18.9,18.2,15.8,14.6,15.5,14.2,11.6,11.3,2024106879,2026.8.27,栗東,サートゥルナーリア,エモジ,G1レーシング,追分ファーム,,
栗東,C,右,20260827,木,4:59,ガビーズブラザー,,牡,4,400,牧田和弥,,151.3,127.6,105.9,86.0,69.8,54.3,38.6,24.4,12.2,23.7,21.7,19.9,16.2,15.5,15.7,14.2,12.2,12.2,2022104448,2026.8.27,栗東,アポロケンタッキー,アンジュデトワール,長島和彦,へいはた牧場,,
栗東,C,右,20260827,木,4:59,キリマンジェロタフ,,牡,2,未出走,橋口慎介,,139.8,120.6,101.7,83.4,67.6,52.9,37.3,23.0,11.3,19.2,18.9,18.3,15.8,14.7,15.6,14.3,11.7,11.3,2024102489,2026.8.27,栗東,サートゥルナーリア,ユーロナイトメア,前田晋二,笠松牧場,,
栗東,C,右,20260827,木,4:59,グルード,,牡,2,0,牧田和弥,,149.8,126.8,104.3,84.5,68.7,53.9,38.7,24.7,12.4,23.0,22.5,19.8,15.8,14.8,15.2,14.0,12.3,12.4,2024101155,2026.8.27,栗東,オルフェーヴル,ザッハトルテ,永田和彦,森永牧場,,
栗東,C,右,20260827,木,4:59,ゴールデンレシオ,,牡,2,未出走,小椋研介,,148.3,124.5,102.2,82.7,66.4,51.7,37.0,23.1,11.3,23.8,22.3,19.5,16.3,14.7,14.7,13.9,11.8,11.3,2024104595,2026.8.27,栗東,モズアスコット,ベストレート,京都ホースレーシング,高橋フアーム,,
栗東,C,右,20260827,木,4:59,シュプレヒコール,,牡,2,0,清水久詞,,149.5,126.7,104.5,84.9,69.1,53.1,38.0,23.8,11.6,22.8,22.2,19.6,15.8,16.0,15.1,14.2,12.2,11.6,2024105437,2026.8.27,栗東,ジャンダルム,フィオリキアリ,槙和美,土居牧場,,
栗東,C,右,20260827,木,4:59,スカイメテオ,,牡,2,未出走,小椋研介,,149.1,125.1,102.8,83.3,67.1,52.2,37.3,23.4,11.5,24.0,22.3,19.5,16.2,14.9,14.9,13.9,11.9,11.5,2024100937,2026.8.27,栗東,マテラスカイ,ボムガール,福盛訓之,日高大洋牧場,,
栗東,C,右,20260827,木,5:01,セレーノ,,牝,3,400,高橋亮,,,,,,,53.2,37.5,22.8,11.2,,,,,,15.7,14.7,11.6,11.2,2023104372,2026.8.27,栗東,モーリス,アングルティール,ノースヒルズ,ノースヒルズ,,
