栗東,20260513,水,5:59,スズカダブル,,牡,6,1500,西村真幸,54.2,39.0,25.3,12.4,15.2,13.7,12.9,12.4
栗東,20260513,水,5:59,ペールノエル,,セ,4,0,西村真幸,61.7,44.7,29.2,14.4,17.0,15.5,14.8,14.4
栗東,20260513,水,5:59,レットミーゴー,,牝,2,未登録,,62.3,45.5,31.2,16.0,16.8,14.3,15.2,16.0
栗東,20260513,水,6:00,アンビエントポップ,,牝,3,0,上村洋行,51.8,38.0,24.6,12.1,13.8,13.4,12.5,12.1
栗東,20260513,水,6:00,ウィズクィーン,,牝,3,400,上村洋行,52.2,38.4,24.9,12.3,13.8,13.5,12.6,12.3
栗東,20260513,水,6:00,エブライト,,牝,5,400,橋口慎介,52.5,38.6,24.6,12.0,13.9,14.0,12.6,12.0
栗東,20260513,水,6:00,ゴッドエスパーダ,,牡,4,900,角田晃一,55.3,39.8,25.2,11.7,15.5,14.6,13.5,11.7
栗東,20260513,水,6:00,スマートスピア,,牡,5,900,池江泰寿,52.8,38.8,24.9,12.2,14.0,13.9,12.7,12.2
栗東,20260513,水,6:00,セイウンハーデス,,牡,7,7650,橋口慎介,51.9,38.2,24.5,12.1,13.7,13.7,12.4,12.1
栗東,20260513,水,6:00,セコンドトゥベスト,,牝,3,0,上村洋行,53.9,38.2,24.6,12.1,15.7,13.6,12.5,12.1
栗東,20260513,水,6:00,セミマル,,牡,6,1500,西村真幸,53.5,38.2,24.4,12.1,15.3,13.8,12.3,12.1
栗東,20260513,水,6:00,フリームファクシ,,牡,6,5500,須貝尚介,53.0,38.3,25.0,12.3,14.7,13.3,12.7,12.3
栗東,20260513,水,6:00,リフルフォース,,牝,3,0,上村洋行,53.1,37.7,24.1,11.8,15.4,13.6,12.3,11.8
栗東,20260513,水,6:00,リメンバーシドニー,,牝,3,0,橋口慎介,53.6,38.9,24.8,12.1,14.7,14.1,12.7,12.1
栗東,20260513,水,6:01,エングルマン,,牡,3,未出走,西村真幸,54.6,39.4,25.1,12.4,15.2,14.3,12.7,12.4
栗東,20260513,水,6:01,オトメナシャチョウ,,牝,4,900,森秀行,52.3,39.1,25.3,12.3,13.2,13.8,13.0,12.3
栗東,20260513,水,6:01,グランスプリント,,牡,3,0,西村真幸,54.9,39.6,25.3,12.5,15.3,14.3,12.8,12.5
栗東,20260513,水,6:01,ジャスパーグレイト,,牡,7,1600,森秀行,52.4,38.5,25.4,12.9,13.9,13.1,12.5,12.9
栗東,20260513,水,6:01,セルリアンライオン,,牡,3,0,加藤公太,52.3,38.4,24.8,12.5,13.9,13.6,12.3,12.5
栗東,20260513,水,6:01,セレジェイラ,,牝,4,900,西村真幸,62.4,45.2,29.0,14.0,17.2,16.2,15.0,14.0
栗東,20260513,水,6:01,ソラーロ,,牡,3,400,加藤公太,52.7,38.5,24.9,12.4,14.2,13.6,12.5,12.4
栗東,20260513,水,6:01,テムグロリア,,牡,2,未出走,西村真幸,55.6,42.6,28.5,14.8,13.0,14.1,13.7,14.8
栗東,20260513,水,6:01,パスコード,,牝,4,400,高柳大輔,54.0,39.1,25.3,12.4,14.9,13.8,12.9,12.4
栗東,20260513,水,6:01,パンジャタワー,,牡,4,10950,橋口慎介,52.0,37.6,24.1,11.8,14.4,13.5,12.3,11.8
栗東,20260513,水,6:01,フランスゴデイナ,,牡,8,1500,森秀行,53.3,39.0,25.9,13.1,14.3,13.1,12.8,13.1
栗東,20260513,水,6:01,フロムダスク,,牡,6,2050,森秀行,53.7,37.9,24.2,11.8,15.8,13.7,12.4,11.8
栗東,20260513,水,6:01,ブルーワール,,牡,5,900,高柳大輔,53.4,38.7,24.9,12.5,14.7,13.8,12.4,12.5
栗東,20260513,水,6:01,ムテキシャチョウ,,牡,3,400,森秀行,51.1,37.3,24.5,12.6,13.8,12.8,11.9,12.6
栗東,20260513,水,6:01,レイワサンサン,,セ,5,900,高柳大輔,52.8,38.5,24.8,12.6,14.3,13.7,12.2,12.6
栗東,20260513,水,6:02,アスゴッド,,牡,4,900,矢作芳人,51.7,38.4,25.4,12.7,13.3,13.0,12.7,12.7
栗東,20260513,水,6:02,ウインルーティン,,牡,6,1500,長谷川浩,53.9,39.4,25.5,12.3,14.5,13.9,13.2,12.3
栗東,20260513,水,6:02,ウェイヴムーン,,牡,3,0,石坂公一,52.9,38.4,24.7,12.2,14.5,13.7,12.5,12.2
栗東,20260513,水,6:02,オオツカ,,牡,3,400,大久保龍,53.0,38.6,25.1,12.6,14.4,13.5,12.5,12.6
栗東,20260513,水,6:02,オレンジフィールド,,牝,3,0,北出成人,55.8,40.2,26.0,12.6,15.6,14.2,13.4,12.6
栗東,20260513,水,6:02,キングスコール,,牡,4,1500,矢作芳人,52.5,38.5,25.3,12.7,14.0,13.2,12.6,12.7
栗東,20260513,水,6:02,ギュルヴィ,,牡,4,1500,大久保龍,52.4,38.1,24.9,12.8,14.3,13.2,12.1,12.8
栗東,20260513,水,6:02,グランデスフィーダ,,牡,6,400,佐藤悠太,53.4,38.4,24.8,12.3,15.0,13.6,12.5,12.3
栗東,20260513,水,6:02,ゴルデールスカー,,牡,6,400,加藤公太,53.8,38.5,24.8,12.2,15.3,13.7,12.6,12.2
栗東,20260513,水,6:02,ゴートゥファースト,,牡,6,2400,新谷功一,52.7,37.5,24.2,12.1,15.2,13.3,12.1,12.1
栗東,20260513,水,6:02,サトノソティラス,,牡,4,900,池江泰寿,55.0,40.0,26.1,13.3,15.0,13.9,12.8,13.3
栗東,20260513,水,6:02,シギーコルエンド,,牡,3,未出走,大久保龍,52.4,38.1,24.7,12.5,14.3,13.4,12.2,12.5
栗東,20260513,水,6:02,ジェロニモス,,牡,5,400,中村直也,57.9,43.0,28.1,13.9,14.9,14.9,14.2,13.9
栗東,20260513,水,6:02,ジャイアンバローズ,,牡,3,400,池江泰寿,55.0,40.0,26.0,12.8,15.0,14.0,13.2,12.8
栗東,20260513,水,6:02,スカイハイ,,牡,5,1500,清水久詞,51.3,36.4,23.9,12.1,14.9,12.5,11.8,12.1
栗東,20260513,水,6:02,スマートエラン,,牡,3,0,池江泰寿,55.5,40.9,26.1,12.8,14.6,14.8,13.3,12.8
栗東,20260513,水,6:02,タガノマカシヤ,,牡,4,1500,中村直也,52.6,38.2,25.0,12.6,14.4,13.2,12.4,12.6
栗東,20260513,水,6:02,ナムラロダン,,牡,3,0,長谷川浩,54.0,39.2,25.1,12.1,14.8,14.1,13.0,12.1
栗東,20260513,水,6:02,ベイリークロア,,牡,4,400,大久保龍,53.1,38.9,25.4,12.8,14.2,13.5,12.6,12.8
栗東,20260513,水,6:02,マイコンチェルト,,牡,3,400,大久保龍,53.4,39.1,25.4,12.4,14.3,13.7,13.0,12.4
栗東,20260513,水,6:02,マイシドニー,,牡,3,0,新谷功一,53.0,37.7,24.3,12.1,15.3,13.4,12.2,12.1
栗東,20260513,水,6:02,マシン,,牡,3,0,石坂公一,52.3,38.0,24.7,12.3,14.3,13.3,12.4,12.3
栗東,20260513,水,6:02,ミッキーコンドル,,牡,4,400,大久保龍,53.1,38.4,25.2,12.6,14.7,13.2,12.6,12.6
