栗東,20260512,火,4:33,ディープモンスター,,牡,8,20060,池江泰寿,68.0,47.8,30.4,14.4,20.2,17.4,16.0,14.4
栗東,20260512,火,6:00,セレジェイラ,,牝,4,900,西村真幸,60.6,44.9,29.4,14.9,15.7,15.5,14.5,14.9
栗東,20260512,火,6:00,テルアスワッド,,セ,4,900,須貝尚介,64.8,45.8,29.4,14.1,19.0,16.4,15.3,14.1
栗東,20260512,火,6:00,プッシュオン,,牡,6,1500,西村真幸,61.2,44.7,28.4,13.7,16.5,16.3,14.7,13.7
栗東,20260512,火,6:02,ブルーノート,,牡,7,900,梅田智之,61.2,43.3,28.5,14.4,17.9,14.8,14.1,14.4
栗東,20260512,火,6:02,ボナペティアスク,,牝,4,0,梅田智之,61.7,43.4,28.1,14.1,18.3,15.3,14.0,14.1
栗東,20260512,火,6:04,インユアパレス,,牡,5,5750,須貝尚介,61.0,43.9,28.4,13.9,17.1,15.5,14.5,13.9
栗東,20260512,火,6:04,ホウオウレイヴン,,セ,4,900,矢作芳人,61.5,44.1,29.2,14.8,17.4,14.9,14.4,14.8
栗東,20260512,火,6:06,スマートエトワール,,牝,3,0,辻野泰之,61.5,44.3,28.4,14.1,17.2,15.9,14.3,14.1
栗東,20260512,火,6:06,メイショウセイロウ,,牡,4,1500,荒川義之,62.4,45.3,29.2,14.7,17.1,16.1,14.5,14.7
栗東,20260512,火,6:06,ラヴィアンコール,,牡,3,未出走,辻野泰之,62.1,45.4,29.9,14.5,16.7,15.5,15.4,14.5
栗東,20260512,火,6:09,メイショウタイピン,,牡,4,900,飯田祐史,65.7,46.1,29.5,14.4,19.6,16.6,15.1,14.4
栗東,20260512,火,6:12,セラサイト,,牝,3,0,茶木太樹,64.2,45.8,29.1,14.2,18.4,16.7,14.9,14.2
栗東,20260512,火,6:13,ティニア,,牡,6,2400,池江泰寿,64.9,46.6,29.7,14.2,18.3,16.9,15.5,14.2
栗東,20260512,火,6:13,ワイドラトゥール,,牝,5,5600,藤原英昭,62.3,45.0,29.4,14.4,17.3,15.6,15.0,14.4
栗東,20260512,火,6:14,クリコバロー,,牡,3,0,渡辺薫彦,62.4,45.2,29.5,14.5,17.2,15.7,15.0,14.5
栗東,20260512,火,6:14,クロジシジョー,,牡,7,8490,岡田稲男,62.5,45.2,29.3,14.5,17.3,15.9,14.8,14.5
栗東,20260512,火,6:14,シャインゴーツ,,牡,3,0,北出成人,64.1,47.2,29.5,13.6,16.9,17.7,15.9,13.6
栗東,20260512,火,6:14,シーリュウシー,,牡,5,400,岡田稲男,62.3,45.6,29.5,14.4,16.7,16.1,15.1,14.4
栗東,20260512,火,6:14,マリリンバローズ,,牝,3,0,佐藤悠太,63.7,45.2,29.9,15.7,18.5,15.3,14.2,15.7
栗東,20260512,火,6:14,メイショウソウタ,,牡,5,1500,岡田稲男,62.0,45.0,28.8,13.9,17.0,16.2,14.9,13.9
栗東,20260512,火,6:15,フリッシュ,,牡,3,400,平田修,60.1,44.3,29.9,15.6,15.8,14.4,14.3,15.6
栗東,20260512,火,6:15,ブルースカイブルー,,牡,3,400,平田修,63.1,45.3,29.3,13.9,17.8,16.0,15.4,13.9
栗東,20260512,火,6:15,モズトキキ,,牝,5,900,平田修,59.0,43.5,28.6,15.1,15.5,14.9,13.5,15.1
栗東,20260512,火,6:17,オーケーキュート,,牝,3,0,笹田和秀,60.8,44.4,29.1,14.7,16.4,15.3,14.4,14.7
栗東,20260512,火,6:29,ストームゲイル,,牡,3,400,四位洋文,61.4,44.0,28.1,13.9,17.4,15.9,14.2,13.9
栗東,20260512,火,6:31,エンネ,,牝,3,1450,吉岡辰弥,64.1,46.5,30.1,14.4,17.6,16.4,15.7,14.4
栗東,20260512,火,6:31,オーロラボレアリス,,牝,3,0,吉岡辰弥,64.1,46.1,29.7,14.3,18.0,16.4,15.4,14.3
栗東,20260512,火,6:31,クインズメレンゲ,,牝,4,400,吉岡辰弥,62.7,45.4,29.5,14.4,17.3,15.9,15.1,14.4
栗東,20260512,火,6:31,ジーティーサクラ,,牝,2,未出走,吉岡辰弥,63.9,46.0,29.8,14.4,17.9,16.2,15.4,14.4
栗東,20260512,火,6:40,ラファル,,牡,4,1500,田中克典,61.1,44.3,28.7,14.2,16.8,15.6,14.5,14.2
栗東,20260512,火,6:44,タニセンゴールド,,牡,3,0,河嶋宏樹,61.5,45.2,29.5,14.5,16.3,15.7,15.0,14.5
栗東,20260512,火,6:50,テーオーナタリー,,牝,3,400,梅田智之,60.6,44.0,29.1,14.5,16.6,14.9,14.6,14.5
栗東,20260512,火,6:50,ヒデノレインボー,,牡,7,900,梅田智之,57.9,43.1,29.9,15.1,14.8,13.2,14.8,15.1
栗東,20260512,火,7:20,ガロンヌ,,牡,5,2500,上村洋行,60.7,44.9,29.1,14.5,15.8,15.8,14.6,14.5
