栗東,20260714,火,7:10,サマーアゲイン,,牡,5,900,渡辺薫彦,64.9,46.5,30.0,14.4,18.4,16.5,15.6,14.4
栗東,20260714,火,7:11,ビエントゾンダ,,牝,2,未出走,武英智,61.6,44.3,29.0,14.5,17.3,15.3,14.5,14.5
栗東,20260714,火,7:19,テラメリタ,,牝,5,1500,須貝尚介,62.0,44.4,28.5,13.9,17.6,15.9,14.6,13.9
栗東,20260714,火,7:24,ミロワール,,牝,7,1500,柴田卓,64.6,45.9,29.0,14.2,18.7,16.9,14.8,14.2
栗東,20260714,火,7:28,ダンシングドール,,牝,3,400,牧田和弥,63.7,46.6,29.9,14.4,17.1,16.7,15.5,14.4
栗東,20260714,火,7:29,コンフェルマ,,セ,5,900,寺島良,60.7,44.2,29.3,14.3,16.5,14.9,15.0,14.3
栗東,20260714,火,7:29,シーンオブドリーム,,セ,3,0,池江泰寿,66.6,48.2,30.6,14.5,18.4,17.6,16.1,14.5
栗東,20260714,火,7:31,メイショウドキョウ,,セ,3,未出走,笹田和秀,60.4,44.9,29.4,14.5,15.5,15.5,14.9,14.5
栗東,20260714,火,7:39,ロンドボス,,牝,4,900,藤原英昭,62.3,44.9,29.1,14.2,17.4,15.8,14.9,14.2
栗東,20260714,火,7:59,レッドタイラント,,牡,2,未出走,友道康夫,62.2,45.2,29.9,15.5,17.0,15.3,14.4,15.5
栗東,20260714,火,8:00,ストロベリーツリー,,牝,3,400,中内田充,62.7,45.4,29.4,14.2,17.3,16.0,15.2,14.2
栗東,20260714,火,8:00,マクアケ,,牡,3,0,杉山佳明,62.9,45.7,29.2,14.3,17.2,16.5,14.9,14.3
栗東,20260714,火,8:01,ハピアーザンエバー,,牡,5,900,羽月友彦,58.3,41.7,27.0,13.5,16.6,14.7,13.5,13.5
栗東,20260714,火,8:26,ジャスティンレビン,,牡,3,0,吉岡辰弥,62.1,45.9,29.9,14.4,16.2,16.0,15.5,14.4
栗東,20260714,火,8:26,ノーブルロジャー,,牡,5,4450,吉岡辰弥,62.1,45.0,29.2,14.1,17.1,15.8,15.1,14.1
栗東,20260714,火,8:26,ホウオウスーペリア,,牡,6,1500,吉岡辰弥,65.2,47.3,30.1,14.2,17.9,17.2,15.9,14.2
栗東,20260714,火,8:26,ルースソラール,,牡,2,0,吉岡辰弥,63.6,46.5,30.0,14.5,17.1,16.5,15.5,14.5
美浦,20260714,火,5:09,サトノクラシカル,,牡,3,0,宮田敬介,59.3,42.5,27.5,13.7,16.8,15.0,13.8,13.7
美浦,20260714,火,5:11,ゲンパチムサシ,,牡,8,1500,秋本大介,64.9,45.6,28.8,13.7,19.3,16.8,15.1,13.7
美浦,20260714,火,5:26,スコラーリ,,牡,7,400,大竹正博,61.3,44.8,28.5,13.4,16.5,16.3,15.1,13.4
美浦,20260714,火,5:33,ダノンダックス,,牡,2,未出走,田中博康,59.2,43.3,28.2,13.7,15.9,15.1,14.5,13.7
美浦,20260714,火,6:29,アリアファブラ,,牝,3,0,尾関知人,53.7,39.3,25.6,12.6,14.4,13.7,13.0,12.6
美浦,20260714,火,6:31,アロンズロッド,,牡,4,900,宮田敬介,61.6,44.5,28.5,13.6,17.1,16.0,14.9,13.6
美浦,20260714,火,6:31,ミセスリリー,,牝,4,200,宮田敬介,62.2,45.1,28.9,13.8,17.1,16.2,15.1,13.8
美浦,20260714,火,6:52,コイヌール,,セ,5,400,柄崎将寿,54.5,39.3,25.2,12.4,15.2,14.1,12.8,12.4
美浦,20260714,火,6:52,フラムリンガム,,セ,5,1500,柄崎将寿,54.4,39.2,25.1,12.2,15.2,14.1,12.9,12.2
