日付,開催場,R,race_id,racekey,発走,番組表示,馬番,馬名,騎手,基準オッズ,人気,ラップ適性,ラップキャラ,SAV,信頼度,妙味度,展開順位,ST指数,仕上指数,合計値,合計値順位,出遅率,先行力,追走力,持久力,持続力,瞬発力,前3F順位,前3F差,前3F内外,勝負所順位,勝負所差,勝負所内外,G前順位,G前差,G前内外,斤量,騎手タイプ,騎手指数,騎手コメント,当該コース騎手総数,当該コース騎手勝率,当該コース騎手連対率,当該コース騎手複勝率,厩舎,最近放牧先,何走目,厩舎外厩総数,厩舎外厩勝率,厩舎外厩連対率,厩舎外厩複勝率,馬外厩総数,馬外厩勝率,馬外厩連対率,馬外厩複勝率,性,齢,前肢,後肢,蹄,重適性,特記1,特記2,特記3,父馬名,血統総数,血統勝率,血統連対率,血統複勝率,1週前追切,最終追切,調教指数,調教パターン,source_url,source_status
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,9,バンディート,小崎綾也,66.9,16,超高速スタミナ,,32,Ｄ,Ｄ,18,36,58,-24,16,42%,50 (12),53 (8),56 (7),36 (16),34 (17),13,11,中,13,11,中,18,13,外,58,[久][続][瞬],47,,18,0%,22%,33%,東田明士,吉澤Ｓ－ＷＥＳＴ,1,79,5 %,8 %,16 %,6,0%,0%,0 %,牡,6,普,長,中標ベ,△,大トビ,荒馬場○,手前替×,イスラボニータ,48,10%,19%,25%,70(栗坂),79(栗坂),58,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263409&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,10,キントラダンサー,野中悠太郎,82.0,17,超高速スタミナ,,44,Ｄ,Ｄ,15,51,55,-12,11,7%,68 (1),64 (2),47 (10),35 (17),39 (16),1,0,中,1,0,中,15,10,中,56,[先][続][瞬],35,,14,0%,0%,0%,長谷川浩大,ワコーＦアカデミー,2,76,4 %,5 %,11 %,3,0%,0%,33 %,牝,4,短,短,小標,○,腰甘い,内枠○,小回向き,キタサンブラック,24,8%,13%,17%,42(ＣＷ),52(ＣＷ),55,併用終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263409&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,11,ビップムーラン,丸山元気,9.3,4,高速底力,,63,Ｃ,Ｃ,7,53,59,-6,9,0%,53 (7),59 (5),60 (3),56 (5),49 (12),4,6,中,4,6,中,7,4,内,54,[先][続][瞬],45,直近×,52,6%,15%,21%,田島俊明,ＫＳトレーニングＣ,1,131,6 %,12 %,15 %,9,22%,56%,67 %,牝,3,短,普,中ベ,△,二脚速い,一本調子,腰甘い,アルアイン,32,19%,28%,44%,,76(美坂),59,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263409&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,12,レジーナローズ,津村明秀,15.9,6,超高速持続,ピッタリ,65,Ｃ,Ｓ,4,55,58,-5,8,21%,50 (9),46 (11),43 (13),51 (11),55 (9),12,11,最内,12,11,最内,4,3,外,56,[続][瞬],71,"枠脚質○,直近◎",43,12%,21%,28%,鈴木慎太郎,エスティＦ小見川,2,25,8 %,16 %,28 %,,,,,牝,6,短,普,小ベ,○,脚捌き△,他馬気に,突っ張る,リオンディーズ,70,9%,19%,26%,62(美坂),67(美坂),58,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263409&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,13,ビーアイフォルテ,江田照男,34.9,12,中速スタミナ,,48,Ｄ,Ｄ,14,46,58,-14,13,0%,50 (11),54 (7),57 (6),32 (18),30 (18),11,10,外,11,10,外,14,9,大外,56,[続][瞬],41,,30,0%,0%,3%,牧田和弥,名張ホースランドＰ,1,31,6 %,13 %,13 %,5,20%,20%,20 %,牝,4,短,短,小標,○,腰甘い,,,シルバーステート,68,4%,12%,13%,65(ＣＷ),66(栗坂),58,併用平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263409&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,14,ケンキョ,丸田恭介,47.6,13,中速スタミナ,,38,Ｄ,Ｄ,16,46,41,-31,18,58%,28 (18),36 (17),59 (4),61 (3),54 (10),18,18,外,18,18,外,16,12,大外,58,[続][瞬],41,枠脚質×,32,0%,3%,9%,高橋文雅,阿見トレセン,1,255,3 %,9 %,16 %,23,9%,13%,30 %,牡,6,短,短,細標ベ,△,府中向き,時計掛○,内枠○,ダノンレジェンド,36,6%,8%,17%,30(美坂),50(南Ｗ),41,併用終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263409&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,15,ミスエル,武藤雅,20.0,10,中速スタミナ,,55,Ｄ,Ｄ,11,54,54,-10,10,12%,47 (14),43 (14),43 (12),55 (7),58 (4),9,9,中,9,9,中,11,7,大外,58,[久][続][瞬],39,枠脚質×,51,4%,14%,14%,菊沢隆徳,ＫＳトレーニングＣ,2,107,8 %,11 %,16 %,7,14%,14%,14 %,牡,5,短,短,中ベ,△,左回り○,輸送ダメ,完歩小さ,ディスクリートキャット,61,7%,15%,21%,26(美坂),47(美坂),54,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263409&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,16,スペルキャスター,石橋脩,15.4,5,超高速瞬発,,65,Ｃ,Ｓ,8,56,67,5,1,0%,50 (10),44 (13),40 (16),54 (9),59 (3),15,12,外,15,12,外,8,6,外,56,[先][追],49,枠脚質×,21,5%,14%,19%,蛯名利弘,高橋ＴＣ,2,55,2 %,2 %,4 %,,,,,牝,6,短,短,小ベ,△,鉄砲○,気難しい,腰甘い,ロードカナロア,139,6%,13%,24%,64(美坂),67(美坂),67,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263409&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,17,ラトルシェ,岩田康誠,18.8,9,超高速持続,ピッタリ,48,Ｄ,Ｄ,12,51,53,-14,12,0%,56 (4),45 (12),35 (18),48 (13),58 (5),6,7,外,6,7,外,12,9,外,56,[先][続][瞬],44,"枠脚質×,直近×",7,0%,0%,14%,菊川正達,千代田牧場,2,15,7 %,13 %,20 %,4,0%,0%,25 %,牝,4,短,普,小ベ,△,芝軽い○,鉄砲×,,ミッキーアイル,76,4%,13%,16%,31(南Ｗ),44(南Ｗ),53,コース平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263409&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,18,ヴェントゥーラ,岩田望来,6.9,3,超高速底力,カスリ,64,Ｃ,Ｄ,5,53,65,0,4,14%,52 (8),57 (6),59 (5),65 (1),57 (7),10,10,内,10,10,内,5,4,大外,56,[続][瞬],58,"枠脚質○,直近×",6,17%,17%,17%,小栗実,島上牧場,1,2,0 %,0 %,0 %,2,0%,0%,0 %,牝,4,短,短,中ベ,△,時計速○,小回向き,突っ張る,サートゥルナーリア,7,29%,29%,29%,57(ＣＷ),66(栗Ｂ),65,コース終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263409&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,1,カーボフリオ,Ｍ．ミシェル,8.6,4,低速底力,カスリ,65,Ｃ,Ｃ,6,26,47,-7,8,20%,29 (15),45 (11),61 (2),65 (1),57 (4),15,16,最内,14,14,最内,6,4,大外,55,,67,,,%,%,%,高木登,山元トレセン,3,6,0 %,17 %,17 %,1,0%,100%,100 %,牝,3,短,短,細標ベ,○,上が掛○,腰甘い,広馬場向,ナダル,37,16%,30%,43%,,64(美坂),47,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263410&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,2,ソナタムーンライト,原優介,105.9,14,中速瞬発,,36,Ｄ,Ｄ,14,19,28,-33,15,33%,63 (3),53 (6),44 (11),26 (15),29 (15),3,3,最内,5,3,最内,14,12,最内,57,[追][久][続],46,"コース○,枠脚質○,直近○",141,4%,9%,13%,堀内岳志,エスティＦ小見川,1,106,2 %,8 %,13 %,1,0%,0%,0 %,牡,3,普,普,細標ベ,△,腰甘い,大トビ,コーナ×,ハービンジャー,48,6%,8%,15%,46(南Ｗ),41(南Ｗ),28,併用終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263410&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,3,アーティキュレート,内田博幸,24.6,9,超低速スタミナ,カスリ,70,Ｃ,Ｓ,5,38,39,-3,4,20%,51 (8),55 (5),54 (6),56 (4),53 (8),5,6,最内,6,4,内,5,2,大外,57,[追][続],42,"馬主○,コース×,枠脚質×",75,1%,7%,9%,手塚貴久,ノーザンＦ天栄,1,545,14 %,26 %,39 %,4,0%,0%,25 %,牡,3,短,短,小ベ,○,時計速×,腰甘い,,サートゥルナーリア,15,7%,13%,20%,59(南Ｗ),58(南Ｗ),39,併用平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263410&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,4,パワポケウォーズ,上里直汰,26.9,10,超低速底力,ピッタリ,63,Ｃ,Ｓ,7,41,34,-5,6,36%,44 (12),51 (7),55 (5),59 (3),56 (6),9,9,内,10,8,内,7,4,最内,54,,47,,33,3%,6%,18%,大和田成,ＫＳトレーニングＣ,5,1,0 %,0 %,0 %,,,,,牡,3,短,短,小ベ,△,砂被る×,外枠○,脚抜ダ○,リアルスティール,65,12%,17%,25%,,,34,,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263410&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,5,クライングナウ,岩田望来,5.3,3,中速バランス,,70,Ｃ,Ｃ,4,34,41,-5,7,20%,53 (6),60 (2),58 (4),53 (7),46 (12),6,7,内,4,2,中,4,2,外,57,[続][瞬],51,"枠脚質×,直近×",24,13%,17%,29%,斎藤誠,エスティＦ小見川,4,4,0 %,75 %,75 %,,,,,牡,3,普,普,小標,○,追頭上る,腰甘い,,サトノダイヤモンド,43,2%,7%,23%,45(美坂),58(美坂),41,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263410&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,6,ロジキセキ,戸崎圭太,3.0,2,超低速底力,ピッタリ,76,Ｂ,Ｃ,1,40,40,0,1,11%,63 (2),59 (3),50 (7),50 (10),50 (9),1,0,最内,2,0,最内,1,0,最内,57,[先][続][瞬],67,"コース○,枠脚質×,直近×",72,22%,33%,44%,新開幸一,エスティＦ小見川,6,,,,,,,,,牡,3,短,短,中標ベ,◎,腰甘い,フット×,,アドマイヤマーズ,7,0%,29%,29%,,28(南Ｗ),40,コース平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263410&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,7,カノープス,石田拓郎,96.5,12,超低速持続,カスリ,56,Ｄ,Ｄ,8,38,32,-10,9,0%,37 (14),49 (9),59 (3),64 (2),58 (3),14,12,最内,9,8,最内,8,6,内,53,,49,"コース×,枠脚質○,直近○",81,2%,5%,9%,辻哲英,小野瀬ファーム,3,6,17 %,33 %,33 %,,,,,牝,3,短,短,中ベ,○,腰甘い,,,ルーラーシップ,128,5%,12%,20%,,,32,,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263410&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,8,ザンテソーロ,柴田大知,17.5,7,超低速スタミナ,カスリ,52,Ｄ,Ｄ,10,41,35,-4,5,10%,51 (9),72 (1),73 (1),50 (9),31 (14),10,9,中,1,0,中,10,7,中,57,[続][瞬],48,"調教師○,枠脚質×",47,6%,11%,19%,畠山吉宏,高橋ＴＣ,7,,,,,,,,,牡,3,短,短,中ベ,◎,腰甘い,スタミ○,上が掛○,オルフェーヴル,79,9%,15%,25%,,40(南Ｗ),35,コース中重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263410&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,9,ウモラダエピカ,石神深道,17.0,6,,,55,Ｄ,Ｄ,9,26,40,-14,11,,54 (5),49 (10),46 (9),44 (12),47 (11),7,7,中,8,7,中,9,7,外,53,,54,直近◎,59,3%,8%,19%,林徹,ノーザンＦ天栄,1,318,15 %,27 %,37 %,,,,,牝,3,,,,,,,,アメリカンファラオ,21,14%,19%,43%,55(南Ｗ),52(南Ｗ),40,坂路終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263410&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,10,サングラント,三浦皇成,2.8,1,超低速底力,ピッタリ,76,Ｂ,Ａ,2,40,40,0,2,50%,64 (1),58 (4),48 (8),54 (5),56 (5),2,2,内,3,1,内,2,0,内,57,[続][瞬],63,"コース○,枠脚質×,直近▲",78,14%,24%,29%,金成貴史,ノーザンＦ天栄,5,1,0 %,0 %,0 %,,,,,牡,3,短,短,中標ベ,△,時計速×,フット×,,ルヴァンスレーヴ,48,2%,19%,31%,54(南Ｗ),53(南Ｗ),40,コース終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263410&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,11,ヴァルク,木幡初也,99.6,13,超低速バランス,,38,Ｄ,Ｄ,13,23,37,-20,12,75%,44 (11),40 (13),44 (12),43 (13),48 (10),13,11,中,13,13,中,13,12,外,57,[追][久][続][瞬],43,枠脚質○,39,3%,8%,10%,武市康男,ＫＳトレーニングＣ,1,358,4 %,9 %,14 %,3,0%,0%,0 %,牡,3,短,短,中標ベ,△,腰甘い,,,パドトロワ,4,0%,0%,0%,58(美坂),57(美坂),37,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263410&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,12,サンタピア,菊沢一樹,16.3,5,超低速底力,ピッタリ,72,Ｃ,Ｓ,3,46,33,-1,3,0%,56 (4),50 (8),45 (10),51 (8),55 (7),4,5,内,7,5,最内,3,1,中,57,[続][瞬],58,"コース×,枠脚質○,直近◎,誕(無)",202,5%,10%,16%,松山将樹,ＫＳトレーニングＣ,2,120,2 %,5 %,13 %,1,0%,0%,0 %,牡,3,短,短,中標ベ,△,腰甘い,小回向き,,ルヴァンスレーヴ,48,2%,19%,31%,,31(南Ｗ),33,コース終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263410&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,13,エイシンキーウィ,江田照男,24.5,8,,,34,Ｄ,Ｄ,15,13,39,-28,14,,47 (10),41 (12),42 (13),36 (14),41 (13),11,10,最内,12,12,内,15,13,内,55,[続][瞬],42,,60,2%,7%,8%,田中剛,阿見トレセン,1,114,4 %,11 %,17 %,,,,,牝,3,,,,,,,,ミスターメロディ,12,0%,8%,17%,57(南Ｗ),62(美坂),39,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263410&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,14,マジギレカレン,野中悠太郎,47.2,11,中速スタミナ,,46,Ｄ,Ｄ,11,28,39,-13,10,100%,41 (13),33 (15),38 (14),53 (6),64 (1),12,11,内,15,16,最内,11,9,大外,55,[先][続][瞬],35,枠脚質×,64,5%,9%,16%,的場均,栗山育成牧場,2,9,0 %,0 %,0 %,,,,,牝,3,短,短,小標ベ,○,,,,カレンブラックヒル,27,11%,15%,19%,,56(美坂),39,坂路終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263410&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,15,カフェプラウド,水沼元輝,108.9,15,中速スタミナ,,45,Ｄ,Ｄ,12,28,27,-25,13,100%,52 (7),38 (14),35 (15),46 (11),59 (2),8,8,最内,11,11,最内,12,9,中,54,[瞬],38,誕(無),50,0%,4%,8%,柄崎将寿,ＫＳトレーニングＣ,2,10,10 %,10 %,10 %,1,0%,0%,0 %,牡,3,普,普,中標ベ,○,腰甘い,,,ドレフォン,117,9%,15%,22%,,17(南Ｗ),27,コース平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263410&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,1,ブルバンビーナ,石田拓郎,52.7,12,中速バランス,カスリ,44,Ｄ,Ｄ,11,45,50,-15,11,20%,47 (10),46 (11),49 (9),52 (8),55 (6),9,16,内,11,17,内,11,19,外,54,,44,"枠脚質○,直近○",26,4%,8%,8%,尾形和幸,松風馬事センター,1,197,4 %,7 %,13 %,7,0%,0%,0 %,牝,4,短,短,小ベ,△,減量効○,平坦向き,時計掛○,キズナ,259,12%,19%,26%,58(南Ｗ),55(南Ｗ),50,コース平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263411&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,2,シアブリス,三浦皇成,9.4,5,中速バランス,カスリ,69,Ｃ,Ｃ,4,52,55,-3,4,14%,50 (8),53 (7),53 (8),53 (7),53 (8),7,13,最内,6,11,最内,4,11,大外,56,[続][瞬],53,"馬主○,コース○,枠脚質○,直近▲",46,9%,33%,41%,手塚貴徳,ノーザンＦ天栄,1,18,6 %,17 %,28 %,14,7%,36%,36 %,牝,5,短,短,細ベ,○,Ｒ中鼻血,突っ張る,広馬場向,エピファネイア,360,10%,20%,28%,52(南Ｗ),62(南Ｗ),55,コース終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263411&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,3,スカイダンスタイム,石神深道,59.6,14,高速瞬発,カスリ,32,Ｄ,Ｄ,13,38,42,-30,14,100%,48 (9),30 (14),35 (13),35 (13),40 (12),10,16,中,14,23,最内,13,22,中,54,,47,"枠脚質○,直近◎",26,0%,0%,8%,萱野浩二,ＫＳトレーニングＣ,1,179,3 %,5 %,9 %,1,0%,0%,0 %,牝,5,短,短,細標起,○,腰甘い,,,ビーチパトロール,58,3%,14%,22%,46(南Ｗ),44(南Ｗ),42,コース平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263411&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,4,ナックホワイト,野中悠太郎,16.2,8,中速瞬発,ピッタリ,41,Ｄ,Ｄ,12,47,54,-9,9,11%,60 (2),58 (4),48 (10),42 (11),38 (13),2,7,最内,2,5,最内,12,20,内,53,[先][続][瞬],34,,28,0%,0%,7%,杉浦宏昭,ノーザンＦ天栄,1,11,0 %,18 %,27 %,2,0%,0%,0 %,牝,3,短,普,細ベ,△,腰甘い,,,ブリックスアンドモルタル,122,10%,17%,25%,54(南Ｐ),62(南Ｗ),54,コース終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263411&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,5,カンティーナ,原優介,11.2,7,中速瞬発,ピッタリ,58,Ｄ,Ｄ,7,48,55,-7,8,14%,44 (11),48 (8),54 (7),55 (6),55 (5),11,17,最内,9,15,内,7,15,外,53,[追][久][続],33,"コース×,枠脚質×,直近○",52,0%,4%,15%,堀内岳志,高橋ＴＣ,1,186,4 %,7 %,11 %,,,,,牝,3,短,短,小標ベ,△,追頭上る,脚捌き△,腰甘い,シルバーステート,154,7%,18%,29%,67(美坂),56(南Ｗ),55,併用終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263411&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,6,ニシノコマチムスメ,菊沢一樹,31.5,9,中速瞬発,ピッタリ,57,Ｄ,Ｄ,8,49,54,-7,7,0%,36 (14),48 (9),61 (2),61 (2),57 (4),13,22,内,12,19,最内,8,15,内,56,[続][瞬],54,"コース×,枠脚質○,直近◎,誕(無)",75,5%,9%,19%,松山将樹,小野瀬ファーム,3,4,25 %,25 %,25 %,,,,,牝,5,短,短,小標ベ,△,折合○,時計速×,上が速×,ルーラーシップ,194,5%,12%,20%,59(南Ｗ),54(南Ｗ),54,コース終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263411&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,7,ハニーオーケストラ,小崎綾也,42.3,10,超低速スタミナ,,28,Ｄ,Ｄ,14,38,54,-18,13,20%,72 (1),62 (1),41 (11),31 (14),24 (14),1,0,最内,1,0,最内,14,24,最内,53,[久][続][瞬],50,,19,21%,21%,21%,稲垣幸雄,ケイアイファーム千葉,1,44,9 %,16 %,18 %,4,0%,0%,0 %,牝,3,短,普,小標ベ,△,大トビ,外枠○,広馬場向,ダノンスマッシュ,32,0%,9%,16%,57(南Ｐ),61(南Ｐ),54,コース終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263411&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,8,ダーリングハースト,岩田望来,5.4,2,中速瞬発,ピッタリ,67,Ｃ,Ｄ,6,50,55,-5,5,0%,57 (4),62 (2),54 (6),50 (9),45 (11),4,10,内,3,6,内,6,12,中,53,[続][瞬],52,"枠脚質×,直近×",15,20%,40%,53%,宮田敬介,ノーザンＦ天栄,1,569,14 %,25 %,36 %,4,25%,25%,50 %,牝,3,短,普,細ベ,△,追頭上る,腰甘い,瞬発力×,エピファネイア,360,10%,20%,28%,57(南Ｗ),54(南Ｗ),55,併用終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263411&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,9,ケイツールピア,上里直汰,44.0,11,中速瞬発,ピッタリ,46,Ｄ,Ｄ,10,46,50,-14,10,50%,36 (13),44 (12),57 (4),59 (3),59 (1),14,23,最内,13,21,最内,10,18,内,53,,41,,10,10%,10%,20%,蛯名利弘,高橋ＴＣ,3,20,0 %,0 %,0 %,1,0%,0%,0 %,牝,5,短,短,小ベ,△,平坦向き,直長向き,突っ張る,アニマルキングダム,23,4%,4%,9%,,29(南Ｗ),50,コース終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263411&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,10,タッセルノット,戸崎圭太,2.2,1,中速バランス,カスリ,121,ＡＡ,Ｂ,1,54,59,3,2,0%,52 (6),59 (3),57 (3),56 (4),52 (9),6,11,最内,4,7,最内,1,0,外,53,[先][続][瞬],66,"馬主○,コース○,枠脚質×,直近×",64,23%,42%,48%,林徹,ノーザンＦ天栄,1,318,15 %,27 %,37 %,4,25%,50%,100 %,牝,3,短,普,小標ベ,△,舌ハミ越,突っ張る,腰甘い,キズナ,259,12%,19%,26%,64(南Ｗ),64(南Ｗ),59,併用終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263411&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,11,シェーンシュティア,杉原誠人,10.9,6,中速バランス,カスリ,74,Ｂ,Ｓ,2,55,61,6,1,11%,38 (12),55 (6),65 (1),65 (1),59 (3),12,21,最内,8,15,中,2,10,最内,56,[追][瞬],51,"コース○,枠脚質×",48,0%,8%,23%,林徹,ノーザンＦ天栄,1,318,15 %,27 %,37 %,7,14%,29%,57 %,牝,4,短,短,細標ベ,△,完歩小さ,終い確実,器用さ欠,ブリックスアンドモルタル,122,10%,17%,25%,63(美坂),65(南Ｄ),61,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263411&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,12,ヴァリスマリネリス,津村明秀,8.8,3,中速瞬発,ピッタリ,68,Ｃ,Ｃ,5,53,59,2,3,40%,51 (7),58 (5),56 (5),55 (5),53 (7),8,13,内,5,10,内,5,12,外,53,[続][瞬],69,"コース○,枠脚質○,直近◎",59,14%,27%,41%,中舘英二,山元トレセン,1,133,11 %,23 %,29 %,5,20%,20%,20 %,牝,3,短,短,細標ベ,○,広馬場向,渋馬場○,腰甘い,アドマイヤマーズ,43,14%,19%,26%,66(南Ｗ),62(美坂),59,併用終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263411&jo=0&idpm=iFT66JycF8pFY,PASS
