日付,開催場,R,race_id,racekey,発走,番組表示,馬番,馬名,IDM,IDM印,脚質,騎手名,斤量,調教師,所属,基準単勝,基準複勝,source_url,source_status
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,8,ハニーローリエ,56,○,先,菊沢一,56,小手川,美,2.8,1.4,https://jrdb.com/member/n_live_20260830_04263409.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,9,バンディート,33,,先,小崎綾[替],58,東田明,栗,66.9,12.3,https://jrdb.com/member/n_live_20260830_04263409.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,10,キントラダンサー,48,,逃,野中悠[替],56,長谷川,栗,82,14.9,https://jrdb.com/member/n_live_20260830_04263409.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,11,ビップムーラン,50,,逃,丸山元[替],54,田島俊,美,9.3,2.5,https://jrdb.com/member/n_live_20260830_04263409.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,12,レジーナローズ,52,▽,差,津村明,56,鈴木慎,美,15.9,3.5,https://jrdb.com/member/n_live_20260830_04263409.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,13,ビーアイフォルテ,43,,逃,江田照[替],56,牧田和,栗,34.9,6.9,https://jrdb.com/member/n_live_20260830_04263409.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,14,ケンキョ,43,,差,丸田恭[替],58,高橋文,美,47.6,9.2,https://jrdb.com/member/n_live_20260830_04263409.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,15,ミスエル,51,,差,武藤雅,58,菊沢隆,美,20,4.3,https://jrdb.com/member/n_live_20260830_04263409.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,16,スペルキャスター,53,注,差,石橋脩[替],56,蛯名利,美,15.4,3.5,https://jrdb.com/member/n_live_20260830_04263409.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,17,ラトルシェ,48,,差,岩田康[替],56,菊川正,美,18.8,4.1,https://jrdb.com/member/n_live_20260830_04263409.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,18,ヴェントゥーラ,50,,先,岩田望[替],56,小栗実,栗,6.9,2.1,https://jrdb.com/member/n_live_20260830_04263409.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,1,カーボフリオ,23,,追,ミシェ[替],55,高木登,美,8.6,2.2,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,2,ソナタムーンライト,16,,差,原優介[替],57,堀内岳,美,106,16.7,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,3,アーティキュレート,35,▽,差,内田博[替],57,手塚貴,美,24.6,4.5,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,4,パワポケウォーズ,38,▲,追,上里直,54▲,大和田,美,26.9,4.8,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,5,クライングナウ,31,,追,岩田望[替],57,斎藤誠,美,5.3,1.6,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,6,ロジキセキ,37,注,先,戸崎圭[替],57,新開幸,美,3,1.3,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,7,カノープス,35,,差,石田拓,53△,辻哲英,美,96.5,15.3,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,8,ザンテソーロ,38,○,差,柴田大[替],57,畠山吉,美,17.5,3.4,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,9,ウモラダエピカ,23,,,石神道,53△,林　徹,美,17,3.4,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,10,サングラント,37,△,差,三浦皇,57,金成貴,美,2.8,1.3,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,11,ヴァルク,20,,差,木幡初[替],57,武市康,美,99.6,15.8,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,12,サンタピア,43,◎,先,菊沢一[替],57,松山将,美,16.3,3.2,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,13,エイシンキーウィ,10,,,江田照,55,田中剛,美,24.5,4.5,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,14,マジギレカレン,25,,追,野中悠[替],55,的場均,美,47.2,8,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,15,カフェプラウド,25,,差,水沼元,54▲,柄崎将,美,109,17.2,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,1,ブルバンビーナ,42,,差,石田拓,54△,尾形和,美,52.7,9.4,https://jrdb.com/member/n_live_20260830_04263411.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,2,シアブリス,49,注,逃,三浦皇[替],56,手塚徳,美,9.4,2.4,https://jrdb.com/member/n_live_20260830_04263411.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,3,スカイダンスタイム,35,,追,石神道[替],54△,萱野浩,美,59.6,10.2,https://jrdb.com/member/n_live_20260830_04263411.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,4,ナックホワイト,44,,逃,野中悠[替],53,杉浦宏,美,16.2,3.4,https://jrdb.com/member/n_live_20260830_04263411.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,5,カンティーナ,45,,先,原優介[替],53,堀内岳,美,11.2,2.5,https://jrdb.com/member/n_live_20260830_04263411.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,6,ニシノコマチムスメ,46,▽,追,菊沢一[替],56,松山将,美,31.5,5.9,https://jrdb.com/member/n_live_20260830_04263411.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,7,ハニーオーケストラ,35,,逃,小崎綾[替],53,稲垣幸,美,42.3,7.6,https://jrdb.com/member/n_live_20260830_04263411.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,8,ダーリングハースト,47,△,先,岩田望[替],53,宮田敬,美,5.4,1.8,https://jrdb.com/member/n_live_20260830_04263411.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,9,ケイツールピア,43,,追,上里直[替],53▲,蛯名利,美,44,7.9,https://jrdb.com/member/n_live_20260830_04263411.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,10,タッセルノット,51,○,差,戸崎圭[替],53,林　徹,美,2.2,1.3,https://jrdb.com/member/n_live_20260830_04263411.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,11,シェーンシュティア,52,◎,追,杉原誠,56,林　徹,美,10.9,2.5,https://jrdb.com/member/n_live_20260830_04263411.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,12,ヴァリスマリネリス,50,▲,先,津村明[替],53,中舘英,美,8.8,2.3,https://jrdb.com/member/n_live_20260830_04263411.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,13,ココソラーレ,44,,差,武藤雅[替],53,天間昭,美,53.1,9.4,https://jrdb.com/member/n_live_20260830_04263411.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,14,アオイハルカ,45,,差,今村聖,51◇,大久龍,栗,9.2,2.4,https://jrdb.com/member/n_live_20260830_04263411.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,1,ガルディーノ,48,注,逃,石田拓,54△,新開幸,美,7.8,2,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,2,アイファージェット,35,,差,木幡育[替],58,的場均,美,141,20.9,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,3,スリーコーズ,49,▲,逃,岩田望,56,伊藤圭,美,6.6,1.8,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,4,エテオクロス,43,,追,杉原誠[替],58,新開幸,美,17.6,3.3,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,5,ゴーゴーパンチ,47,△,差,石神道[替],54△,天間昭,美,18.5,3.4,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,6,ジャックナダル,52,◎,差,川田将[替],56,伊坂重,美,2.6,1.3,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,7,クラウンフリード,25,,差,上里直[替],55▲,天間昭,美,63,9.7,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,8,サトノエスケープ,51,○,先,田辺裕,56,久保田,美,2.9,1.3,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,9,スマートブル,32,,先,内田博[替],58,室井潔,美,36.6,6,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,10,ガンバレベアー,37,,追,野中悠[替],56,杉浦宏,美,81,12.3,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,11,マルターズドン,38,,先,嶋田純,56,手塚貴,美,35.3,5.9,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,12,ナインオブレター,46,▽,差,原優介[替],58,佐藤吉,美,60.1,9.3,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,13,コンパクトファイト,37,,追,菅原隆[替],58,天間昭,美,128,18.9,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,14,ラベンダーヘイズ,43,,先,小崎綾[替],56,岩戸孝,美,9.4,2.2,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,15,ジェイエルライナー,30,,差,小林脩[替],56,青木孝,美,42.8,7,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,1,ビップルーチェ,19,,先,永島ま[替],53◇,田島俊,美,22.8,3.8,https://jrdb.com/member/n_live_20260830_07263401.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,2,ナポリ,19,,追,川端海[替],52▲,井上智,栗,25.2,4.2,https://jrdb.com/member/n_live_20260830_07263401.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,3,スピーディスピン,34,◎,差,田山旺,54☆,加藤公,栗,7.2,1.8,https://jrdb.com/member/n_live_20260830_07263401.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,4,コジアン,26,▽,先,吉村誠[替],55,小椋研,栗,11.2,2.2,https://jrdb.com/member/n_live_20260830_07263401.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,5,コスモルミナ,31,▲,逃,団野大[替],55,宮地貴,栗,6.1,1.6,https://jrdb.com/member/n_live_20260830_07263401.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,6,ダイメイアゲイン,19,,追,川須栄,55,秋山真,栗,27.5,4.5,https://jrdb.com/member/n_live_20260830_07263401.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,7,ロンリーマン,30,注,追,太宰啓[替],55,荒川義,栗,17,3.1,https://jrdb.com/member/n_live_20260830_07263401.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,8,ヴィヴェローネ,32,○,先,松山弘,55,高野友,栗,2.1,1.2,https://jrdb.com/member/n_live_20260830_07263401.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,9,スターオブザイヤー,28,△,差,松若風,55,井上智,栗,3.6,1.3,https://jrdb.com/member/n_live_20260830_07263401.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,10,ヤマトデュノール,19,,追,森田誠,52▲,安達昭,栗,42.9,6.6,https://jrdb.com/member/n_live_20260830_07263401.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,1,サトノボルテクス,30,注,,幸英明,55,中竹和,栗,8.5,2.1,https://jrdb.com/member/n_live_20260830_07263402.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,2,シーラーステート,34,▲,,坂井瑠,55,室井潔,美,4,1.4,https://jrdb.com/member/n_live_20260830_07263402.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,3,ベラジオセブン,15,,,国分恭,55,小椋研,栗,24.3,4.3,https://jrdb.com/member/n_live_20260830_07263402.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,4,コスモクラウン,45,◎,,松山弘,55,北出成,栗,2.2,1.2,https://jrdb.com/member/n_live_20260830_07263402.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,5,シャトンダンス,25,,,吉村誠,55,東田明,栗,15.7,3.1,https://jrdb.com/member/n_live_20260830_07263402.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,6,ナイトインチュニス,36,○,,団野大,55,野中賢,栗,5.9,1.7,https://jrdb.com/member/n_live_20260830_07263402.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,7,ラガッタレアーレ,26,△,,北村友,55,秋山真,栗,11.7,2.5,https://jrdb.com/member/n_live_20260830_07263402.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,8,メイショウセイクウ,25,▽,,松若風,55,荒川義,栗,13.1,2.7,https://jrdb.com/member/n_live_20260830_07263402.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,9,メイショウスパーク,16,,,太宰啓,55,飯田祐,栗,17.6,3.4,https://jrdb.com/member/n_live_20260830_07263402.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,10,カフジポポー,15,,,田山旺,54☆,森田直,栗,27.2,4.8,https://jrdb.com/member/n_live_20260830_07263402.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,1,サイモンジェセル,16,,,松山弘,55,梅田智,栗,18.6,4.5,https://jrdb.com/member/n_live_20260830_07263403.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,2,ブレイズフォート,29,注,,北村友,55,高野友,栗,6.6,2.2,https://jrdb.com/member/n_live_20260830_07263403.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,3,ジェントル,15,,,団野大,55,池添学,栗,25.1,5.8,https://jrdb.com/member/n_live_20260830_07263403.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,4,ポカポカヨウキ,36,◎,,松若風,55,東田明,栗,3.8,1.6,https://jrdb.com/member/n_live_20260830_07263403.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,5,コルキス,28,△,,西村淳,55,須貝尚,栗,5,1.8,https://jrdb.com/member/n_live_20260830_07263403.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,6,アモロロプーロ,17,,,永島ま,53◇,高橋康,栗,21.7,5.1,https://jrdb.com/member/n_live_20260830_07263403.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,7,ゴーイントゥノヴァ,27,▽,,坂井瑠,55,新谷功,栗,7.4,2.4,https://jrdb.com/member/n_live_20260830_07263403.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,8,エーテルワーム,25,,,吉村誠,55,杉山晴,栗,9,2.7,https://jrdb.com/member/n_live_20260830_07263403.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,9,ロードフローリス,35,▲,,田口貫,55,小椋研,栗,4.6,1.8,https://jrdb.com/member/n_live_20260830_07263403.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,10,ルクスアルカード,35,○,,富田暁,55,上村洋,栗,7,2.3,https://jrdb.com/member/n_live_20260830_07263403.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,11,ワンダーラヴグッド,15,,,酒井学,55,羽月友,栗,39,8.6,https://jrdb.com/member/n_live_20260830_07263403.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,1,キングズテイル,42,○,先,松山弘[替],57,岡田稲,栗,4.5,1.6,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,2,プペアンビスキュイ,25,,差,坂井瑠[替],55,茶木太,栗,6,1.8,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,3,オーロラボレアリス,27,△,追,北村友[替],55,吉岡辰,栗,14.5,3,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,4,カツラコマチ,23,,追,国分恭,55,吉村圭,栗,27.5,5.1,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,5,ハツアカネ,22,,先,松若風,55,小崎憲,栗,36.8,6.6,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,6,グランブリーゼ,14,,追,加藤祥,55,庄野靖,栗,69.9,11.6,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,7,セッシュウ,50,◎,先,団野大,57,石橋守,栗,2.3,1.2,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,8,メイショウヒタカミ,36,▲,差,角田和,57,石橋守,栗,12.6,2.7,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,9,デュードロップ,20,,差,永島ま,53◇,平田修,栗,38,6.8,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,10,ラッキーヴォーグ,35,注,先,西村淳[替],57,牧田和,栗,9.1,2.3,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,11,メイショウドキョウ,14,,追,富田暁,57,笹田和,栗,93.1,15.3,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,12,サウンドヴィヴァン,17,,先,森田誠,54▲,斉藤崇,栗,74.3,12.3,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,13,サカトクフェイス,25,,差,長岡禎,57,今野貞,栗,64,10.7,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
