日付,開催場,R,race_id,racekey,発走,番組表示,馬番,馬名,コンピ順位,コンピ指数,コンピ元表示,source_url,source_status
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,12,サンタピア,6,54,"12
54",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,13,エイシンキーウィ,10,48,"13
48",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,14,マジギレカレン,11,46,"14
46",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,15,カフェプラウド,15,40,"15
40",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,1,ブルバンビーナ,12,42,"1
42",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,2,シアブリス,5,56,"2
56",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,3,スカイダンスタイム,11,43,"3
43",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,4,ナックホワイト,4,57,"4
57",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,5,カンティーナ,3,61,"5
61",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,6,ニシノコマチムスメ,9,47,"6
47",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,7,ハニーオーケストラ,10,46,"7
46",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,8,ダーリングハースト,2,66,"8
66",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,9,ケイツールピア,13,41,"9
41",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,10,タッセルノット,1,85,"10
85",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,11,シェーンシュティア,8,53,"11
53",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,12,ヴァリスマリネリス,6,55,"12
55",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,13,ココソラーレ,14,40,"13
40",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,14,アオイハルカ,7,54,"14
54",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,1,ガルディーノ,6,54,"1
54",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,2,アイファージェット,14,41,"2
41",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,3,スリーコーズ,3,63,"3
63",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,4,エテオクロス,7,53,"4
53",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,5,ゴーゴーパンチ,5,55,"5
55",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,6,ジャックナダル,1,83,"6
83",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,7,クラウンフリード,12,43,"7
43",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,8,サトノエスケープ,2,74,"8
74",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,9,スマートブル,13,42,"9
42",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,10,ガンバレベアー,10,47,"10
47",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,11,マルターズドン,8,52,"11
52",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,12,ナインオブレター,9,48,"12
48",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,13,コンパクトファイト,15,40,"13
40",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,14,ラベンダーヘイズ,4,56,"14
56",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,15,ジェイエルライナー,11,46,"15
46",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040830000,PASS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,1,ビップルーチェ,7,49,"1
49",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,2,ナポリ,10,40,"2
40",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,3,スピーディスピン,4,61,"3
61",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,4,コジアン,5,55,"4
55",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,5,コスモルミナ,3,63,"5
63",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,6,ダイメイアゲイン,8,48,"6
48",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,7,ロンリーマン,6,54,"7
54",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,8,ヴィヴェローネ,1,85,"8
85",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,9,スターオブザイヤー,2,69,"9
69",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,10,ヤマトデュノール,9,41,"10
41",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,1,サトノボルテクス,3,65,"1
65",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,2,シーラーステート,2,69,"2
69",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,3,ベラジオセブン,8,50,"3
50",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,4,コスモクラウン,1,79,"4
79",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,5,シャトンダンス,9,49,"5
49",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,6,ナイトインチュニス,4,61,"6
61",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,7,ラガッタレアーレ,6,52,"7
52",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,8,メイショウセイクウ,7,51,"8
51",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,9,メイショウスパーク,5,54,"9
54",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,10,カフジポポー,10,46,"10
46",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,1,サイモンジェセル,10,46,"1
46",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,2,ブレイズフォート,2,67,"2
67",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,3,ジェントル,8,48,"3
48",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,4,ポカポカヨウキ,1,73,"4
73",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,5,コルキス,5,57,"5
57",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,6,アモロロプーロ,9,47,"6
47",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,7,ゴーイントゥノヴァ,6,55,"7
55",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,8,エーテルワーム,7,54,"8
54",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,9,ロードフローリス,3,66,"9
66",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,10,ルクスアルカード,4,63,"10
63",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,11,ワンダーラヴグッド,11,40,"11
40",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,1,キングズテイル,3,64,"1
64",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,2,プペアンビスキュイ,2,67,"2
67",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,3,オーロラボレアリス,6,55,"3
55",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,4,カツラコマチ,13,43,"4
43",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,5,ハツアカネ,8,49,"5
49",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,6,グランブリーゼ,16,40,"6
40",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,7,セッシュウ,1,84,"7
84",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,8,メイショウヒタカミ,4,58,"8
58",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,9,デュードロップ,10,47,"9
47",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,10,ラッキーヴォーグ,5,57,"10
57",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,11,メイショウドキョウ,12,44,"11
44",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,12,サウンドヴィヴァン,14,42,"12
42",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,13,サカトクフェイス,15,41,"13
41",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,14,ウェンロック,7,54,"14
54",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,15,サンロンブル,11,46,"15
46",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,16,メイショウケンゴウ,9,48,"16
48",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,5,202607030405,07263405,11:55,5R ダ1800 ３歳上１勝クラス 11:55,1,マジックブルー,10,48,"1
48",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,5,202607030405,07263405,11:55,5R ダ1800 ３歳上１勝クラス 11:55,2,スコーピオンイメル,7,51,"2
51",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,5,202607030405,07263405,11:55,5R ダ1800 ３歳上１勝クラス 11:55,3,ブームバップビート,1,76,"3
76",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,5,202607030405,07263405,11:55,5R ダ1800 ３歳上１勝クラス 11:55,4,クラックショット,8,50,"4
50",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,5,202607030405,07263405,11:55,5R ダ1800 ３歳上１勝クラス 11:55,5,タリスマン,5,57,"5
57",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,5,202607030405,07263405,11:55,5R ダ1800 ３歳上１勝クラス 11:55,6,オーレアミスト,9,49,"6
49",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,5,202607030405,07263405,11:55,5R ダ1800 ３歳上１勝クラス 11:55,7,トワイライトサイト,11,46,"7
46",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,5,202607030405,07263405,11:55,5R ダ1800 ３歳上１勝クラス 11:55,8,ビービーバザーク,6,53,"8
53",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,5,202607030405,07263405,11:55,5R ダ1800 ３歳上１勝クラス 11:55,9,メイショウマドロス,3,66,"9
66",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,5,202607030405,07263405,11:55,5R ダ1800 ３歳上１勝クラス 11:55,10,アトモス,2,72,"10
72",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,5,202607030405,07263405,11:55,5R ダ1800 ３歳上１勝クラス 11:55,11,ステイクオール,4,61,"11
61",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,5,202607030405,07263405,11:55,5R ダ1800 ３歳上１勝クラス 11:55,12,ルシタニア,13,40,"12
40",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,5,202607030405,07263405,11:55,5R ダ1800 ３歳上１勝クラス 11:55,13,シンギタイ,12,41,"13
41",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,6,202607030406,07263406,15:00,6R ダ1900 白川郷ステークス 3勝クラス WIN5 15:00,1,サンセットブライト,16,40,"1
40",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,6,202607030406,07263406,15:00,6R ダ1900 白川郷ステークス 3勝クラス WIN5 15:00,2,ペンナヴェローチェ,5,56,"2
56",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,6,202607030406,07263406,15:00,6R ダ1900 白川郷ステークス 3勝クラス WIN5 15:00,3,ダンツシタン,2,66,"3
66",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,6,202607030406,07263406,15:00,6R ダ1900 白川郷ステークス 3勝クラス WIN5 15:00,4,ビップスコーピオン,15,41,"4
41",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,6,202607030406,07263406,15:00,6R ダ1900 白川郷ステークス 3勝クラス WIN5 15:00,5,シャルクハフト,12,44,"5
44",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,6,202607030406,07263406,15:00,6R ダ1900 白川郷ステークス 3勝クラス WIN5 15:00,6,ビービークローサー,1,86,"6
86",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,6,202607030406,07263406,15:00,6R ダ1900 白川郷ステークス 3勝クラス WIN5 15:00,7,タイセイカイザー,9,51,"7
51",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,6,202607030406,07263406,15:00,6R ダ1900 白川郷ステークス 3勝クラス WIN5 15:00,8,インザモーメント,10,50,"8
50",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,6,202607030406,07263406,15:00,6R ダ1900 白川郷ステークス 3勝クラス WIN5 15:00,9,リューデスハイム,8,52,"9
52",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,6,202607030406,07263406,15:00,6R ダ1900 白川郷ステークス 3勝クラス WIN5 15:00,10,インジケーター,14,42,"10
42",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,6,202607030406,07263406,15:00,6R ダ1900 白川郷ステークス 3勝クラス WIN5 15:00,11,フームスムート,13,43,"11
43",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,6,202607030406,07263406,15:00,6R ダ1900 白川郷ステークス 3勝クラス WIN5 15:00,12,クァンタムウェーブ,7,53,"12
53",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,6,202607030406,07263406,15:00,6R ダ1900 白川郷ステークス 3勝クラス WIN5 15:00,13,メイショウシナノ,11,49,"13
49",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,6,202607030406,07263406,15:00,6R ダ1900 白川郷ステークス 3勝クラス WIN5 15:00,14,レヴァンテシチー,4,57,"14
57",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,6,202607030406,07263406,15:00,6R ダ1900 白川郷ステークス 3勝クラス WIN5 15:00,15,キーチパルフェ,6,55,"15
55",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,6,202607030406,07263406,15:00,6R ダ1900 白川郷ステークス 3勝クラス WIN5 15:00,16,ゴッドエスパーダ,3,58,"16
58",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,7,202607030407,07263407,15:35,7R 芝1400 中京２歳Ｓ・Ｇ３ WIN5 15:35,1,ピコキング,9,40,"1
40",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,7,202607030407,07263407,15:35,7R 芝1400 中京２歳Ｓ・Ｇ３ WIN5 15:35,2,バクソウシャチョウ,5,53,"2
53",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,7,202607030407,07263407,15:35,7R 芝1400 中京２歳Ｓ・Ｇ３ WIN5 15:35,3,サンタンジェロ,2,74,"3
74",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,7,202607030407,07263407,15:35,7R 芝1400 中京２歳Ｓ・Ｇ３ WIN5 15:35,4,シスキンブルーム,4,55,"4
55",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,7,202607030407,07263407,15:35,7R 芝1400 中京２歳Ｓ・Ｇ３ WIN5 15:35,5,マルモリムソウ,6,52,"5
52",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,7,202607030407,07263407,15:35,7R 芝1400 中京２歳Ｓ・Ｇ３ WIN5 15:35,6,ジャスパートレノ,7,50,"6
50",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,7,202607030407,07263407,15:35,7R 芝1400 中京２歳Ｓ・Ｇ３ WIN5 15:35,7,ビスケットサンド,3,72,"7
72",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,7,202607030407,07263407,15:35,7R 芝1400 中京２歳Ｓ・Ｇ３ WIN5 15:35,8,ピコジャック,8,41,"8
41",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,7,202607030407,07263407,15:35,7R 芝1400 中京２歳Ｓ・Ｇ３ WIN5 15:35,9,ジーティーマイカ,1,78,"9
78",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,8,202607030408,07263408,16:10,8R 芝2200 熊野特別 2勝クラス 16:10,1,ブレットパス,1,82,"1
82",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,8,202607030408,07263408,16:10,8R 芝2200 熊野特別 2勝クラス 16:10,2,サガルマータ,4,60,"2
60",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
