日付,開催場,R,race_id,racekey,発走,番組表示,馬番,馬名,コンピ順位,コンピ指数,コンピ元表示,source_url,source_status
2026-08-30,中京,8,202607030408,07263408,16:10,8R 芝2200 熊野特別 2勝クラス 16:10,3,ノチェセラーダ,2,69,"3
69",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,8,202607030408,07263408,16:10,8R 芝2200 熊野特別 2勝クラス 16:10,4,ショウナンハウル,14,41,"4
41",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,8,202607030408,07263408,16:10,8R 芝2200 熊野特別 2勝クラス 16:10,5,ソルパッサーレ,6,53,"5
53",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,8,202607030408,07263408,16:10,8R 芝2200 熊野特別 2勝クラス 16:10,6,ニュークレド,9,50,"6
50",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,8,202607030408,07263408,16:10,8R 芝2200 熊野特別 2勝クラス 16:10,7,カフジエメンタール,3,66,"7
66",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,8,202607030408,07263408,16:10,8R 芝2200 熊野特別 2勝クラス 16:10,8,ヤマニンループ,15,40,"8
40",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,8,202607030408,07263408,16:10,8R 芝2200 熊野特別 2勝クラス 16:10,9,ジェットブレード,11,47,"9
47",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,8,202607030408,07263408,16:10,8R 芝2200 熊野特別 2勝クラス 16:10,10,シャドウマスター,5,55,"10
55",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,8,202607030408,07263408,16:10,8R 芝2200 熊野特別 2勝クラス 16:10,11,ビップチェイス,13,42,"11
42",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,8,202607030408,07263408,16:10,8R 芝2200 熊野特別 2勝クラス 16:10,12,スイートオレンジ,8,51,"12
51",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,8,202607030408,07263408,16:10,8R 芝2200 熊野特別 2勝クラス 16:10,13,オルトパラティウム,10,48,"13
48",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,8,202607030408,07263408,16:10,8R 芝2200 熊野特別 2勝クラス 16:10,14,ジュンライデン,12,46,"14
46",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,8,202607030408,07263408,16:10,8R 芝2200 熊野特別 2勝クラス 16:10,15,メイショウナルカミ,7,52,"15
52",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,9,202607030409,07263409,16:45,9R ダ1800 ３歳未勝利(無料開放レース) 16:45,1,ベリベリハッピー,15,40,"1
40",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,9,202607030409,07263409,16:45,9R ダ1800 ３歳未勝利(無料開放レース) 16:45,2,スプレンドーレ,12,46,"2
46",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,9,202607030409,07263409,16:45,9R ダ1800 ３歳未勝利(無料開放レース) 16:45,3,キミガスキダ,4,60,"3
60",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,9,202607030409,07263409,16:45,9R ダ1800 ３歳未勝利(無料開放レース) 16:45,4,オーブフレッシュ,5,57,"4
57",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,9,202607030409,07263409,16:45,9R ダ1800 ３歳未勝利(無料開放レース) 16:45,5,タマモパルファン,11,47,"5
47",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,9,202607030409,07263409,16:45,9R ダ1800 ３歳未勝利(無料開放レース) 16:45,6,タガノアルテミス,1,74,"6
74",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,9,202607030409,07263409,16:45,9R ダ1800 ３歳未勝利(無料開放レース) 16:45,7,ダノンプレリュード,7,54,"7
54",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,9,202607030409,07263409,16:45,9R ダ1800 ３歳未勝利(無料開放レース) 16:45,8,アンヌグロース,14,41,"8
41",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,9,202607030409,07263409,16:45,9R ダ1800 ３歳未勝利(無料開放レース) 16:45,9,スマイルガーデン,10,48,"9
48",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,9,202607030409,07263409,16:45,9R ダ1800 ３歳未勝利(無料開放レース) 16:45,10,アキノビューティー,3,63,"10
63",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,9,202607030409,07263409,16:45,9R ダ1800 ３歳未勝利(無料開放レース) 16:45,11,スマートエトワール,9,49,"11
49",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,9,202607030409,07263409,16:45,9R ダ1800 ３歳未勝利(無料開放レース) 16:45,12,ローズラフィネ,2,73,"12
73",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,9,202607030409,07263409,16:45,9R ダ1800 ３歳未勝利(無料開放レース) 16:45,13,バトルセレーネ,13,42,"13
42",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,9,202607030409,07263409,16:45,9R ダ1800 ３歳未勝利(無料開放レース) 16:45,14,レウコテア,8,50,"14
50",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,9,202607030409,07263409,16:45,9R ダ1800 ３歳未勝利(無料開放レース) 16:45,15,ラミアスペランツァ,6,55,"15
55",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,10,202607030410,07263410,17:15,10R 芝2000 ３歳上１勝クラス 17:15,1,リアルセンター,8,49,"1
49",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,10,202607030410,07263410,17:15,10R 芝2000 ３歳上１勝クラス 17:15,2,エテルノレガーメ,7,52,"2
52",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,10,202607030410,07263410,17:15,10R 芝2000 ３歳上１勝クラス 17:15,3,サイモンノーブル,10,40,"3
40",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,10,202607030410,07263410,17:15,10R 芝2000 ３歳上１勝クラス 17:15,4,バーバラップ,6,53,"4
53",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,10,202607030410,07263410,17:15,10R 芝2000 ３歳上１勝クラス 17:15,5,バークシャーシチー,4,60,"5
60",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,10,202607030410,07263410,17:15,10R 芝2000 ３歳上１勝クラス 17:15,6,レッドヴァリアート,3,65,"6
65",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,10,202607030410,07263410,17:15,10R 芝2000 ３歳上１勝クラス 17:15,7,シュエットアムール,9,41,"7
41",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,10,202607030410,07263410,17:15,10R 芝2000 ３歳上１勝クラス 17:15,8,ゼンノインヴォーク,2,66,"8
66",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,10,202607030410,07263410,17:15,10R 芝2000 ３歳上１勝クラス 17:15,9,ロードメルヴェイユ,5,58,"9
58",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,10,202607030410,07263410,17:15,10R 芝2000 ３歳上１勝クラス 17:15,10,ロードスタニング,1,84,"10
84",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,11,202607030411,07263411,17:45,11R 芝1400 ３歳未勝利 17:45,1,プリモマーレ,14,46,"1
46",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,11,202607030411,07263411,17:45,11R 芝1400 ３歳未勝利 17:45,2,トウカイジーク,7,53,"2
53",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,11,202607030411,07263411,17:45,11R 芝1400 ３歳未勝利 17:45,3,シャンデリュイーズ,16,42,"3
42",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,11,202607030411,07263411,17:45,11R 芝1400 ３歳未勝利 17:45,4,メイショウトライオ,17,41,"4
41",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,11,202607030411,07263411,17:45,11R 芝1400 ３歳未勝利 17:45,5,バルフルール,8,52,"5
52",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,11,202607030411,07263411,17:45,11R 芝1400 ３歳未勝利 17:45,6,ルーセントムーン,18,40,"6
40",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,11,202607030411,07263411,17:45,11R 芝1400 ３歳未勝利 17:45,7,ハピネスサンライズ,5,56,"7
56",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,11,202607030411,07263411,17:45,11R 芝1400 ３歳未勝利 17:45,8,スイートポメロ,10,50,"8
50",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,11,202607030411,07263411,17:45,11R 芝1400 ３歳未勝利 17:45,9,デルニエジョイ,11,49,"9
49",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,11,202607030411,07263411,17:45,11R 芝1400 ３歳未勝利 17:45,10,プリュスエクラ,12,48,"10
48",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,11,202607030411,07263411,17:45,11R 芝1400 ３歳未勝利 17:45,11,リントゥラウル,6,54,"11
54",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,11,202607030411,07263411,17:45,11R 芝1400 ３歳未勝利 17:45,12,ナデシコザクラ,13,47,"12
47",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,11,202607030411,07263411,17:45,11R 芝1400 ３歳未勝利 17:45,13,パトローナス,4,61,"13
61",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,11,202607030411,07263411,17:45,11R 芝1400 ３歳未勝利 17:45,14,モカプウイング,9,51,"14
51",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,11,202607030411,07263411,17:45,11R 芝1400 ３歳未勝利 17:45,15,ミッキーラヴィータ,1,77,"15
77",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,11,202607030411,07263411,17:45,11R 芝1400 ３歳未勝利 17:45,16,ボールドペイト,15,43,"16
43",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,11,202607030411,07263411,17:45,11R 芝1400 ３歳未勝利 17:45,17,カルロット,2,70,"17
70",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,11,202607030411,07263411,17:45,11R 芝1400 ３歳未勝利 17:45,18,エコロディアン,3,64,"18
64",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,12,202607030412,07263412,18:15,12R ダ1200 ３歳上１勝クラス 18:15,1,ヴォンドゥ,6,57,"1
57",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,12,202607030412,07263412,18:15,12R ダ1200 ３歳上１勝クラス 18:15,2,オンザノアール,7,52,"2
52",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,12,202607030412,07263412,18:15,12R ダ1200 ３歳上１勝クラス 18:15,3,アーガイルショア,3,62,"3
62",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,12,202607030412,07263412,18:15,12R ダ1200 ３歳上１勝クラス 18:15,4,サヨノパララックス,12,46,"4
46",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,12,202607030412,07263412,18:15,12R ダ1200 ３歳上１勝クラス 18:15,5,モノノケ,11,47,"5
47",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,12,202607030412,07263412,18:15,12R ダ1200 ３歳上１勝クラス 18:15,6,ダノンステート,5,58,"6
58",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,12,202607030412,07263412,18:15,12R ダ1200 ３歳上１勝クラス 18:15,7,ミスヘンリー,10,48,"7
48",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,12,202607030412,07263412,18:15,12R ダ1200 ３歳上１勝クラス 18:15,8,レジェンダリーデイ,9,49,"8
49",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,12,202607030412,07263412,18:15,12R ダ1200 ３歳上１勝クラス 18:15,9,メラヴィリオーザ,14,40,"9
40",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,12,202607030412,07263412,18:15,12R ダ1200 ３歳上１勝クラス 18:15,10,グラスゴー,4,59,"10
59",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,12,202607030412,07263412,18:15,12R ダ1200 ３歳上１勝クラス 18:15,11,ヒルノプーリア,1,76,"11
76",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,12,202607030412,07263412,18:15,12R ダ1200 ３歳上１勝クラス 18:15,12,ラヴネヴァーダイズ,2,70,"12
70",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,12,202607030412,07263412,18:15,12R ダ1200 ３歳上１勝クラス 18:15,13,タイセイブロウ,8,50,"13
50",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,中京,12,202607030412,07263412,18:15,12R ダ1200 ３歳上１勝クラス 18:15,14,パワポケビー,13,41,"14
41",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070830000,PASS
2026-08-30,札幌,1,202601020401,01262401,10:00,1R ダ1700 ３歳未勝利 10:00,1,タガノシルフィー,1,74,"1
74",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,1,202601020401,01262401,10:00,1R ダ1700 ３歳未勝利 10:00,2,マーゴットクリュグ,5,57,"2
57",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,1,202601020401,01262401,10:00,1R ダ1700 ３歳未勝利 10:00,3,ゴーゴーエイミー,13,41,"3
41",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,1,202601020401,01262401,10:00,1R ダ1700 ３歳未勝利 10:00,4,テンレッドサン,7,52,"4
52",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,1,202601020401,01262401,10:00,1R ダ1700 ３歳未勝利 10:00,5,サンセリテ,10,48,"5
48",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,1,202601020401,01262401,10:00,1R ダ1700 ３歳未勝利 10:00,6,ビレッジルイーザ,9,50,"6
50",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,1,202601020401,01262401,10:00,1R ダ1700 ３歳未勝利 10:00,7,エリカビアリッツ,4,62,"7
62",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,1,202601020401,01262401,10:00,1R ダ1700 ３歳未勝利 10:00,8,タガノラヴズワン,11,47,"8
47",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,1,202601020401,01262401,10:00,1R ダ1700 ３歳未勝利 10:00,9,セントピュアベース,12,46,"9
46",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,1,202601020401,01262401,10:00,1R ダ1700 ３歳未勝利 10:00,10,モンテパステル,14,40,"10
40",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,1,202601020401,01262401,10:00,1R ダ1700 ３歳未勝利 10:00,11,ウォータースパウト,2,67,"11
67",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,1,202601020401,01262401,10:00,1R ダ1700 ３歳未勝利 10:00,12,ブライトエンジェル,3,66,"12
66",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,1,202601020401,01262401,10:00,1R ダ1700 ３歳未勝利 10:00,13,ジーティービキニ,6,54,"13
54",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,1,202601020401,01262401,10:00,1R ダ1700 ３歳未勝利 10:00,14,コイバナ,8,51,"14
51",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,2,202601020402,01262402,10:30,2R 芝1200 ２歳未勝利 10:30,1,アワードリームス,14,40,"1
40",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,2,202601020402,01262402,10:30,2R 芝1200 ２歳未勝利 10:30,2,ヴィヴィアンリーチ,6,54,"2
54",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,2,202601020402,01262402,10:30,2R 芝1200 ２歳未勝利 10:30,3,ショパンコンクール,8,50,"3
50",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,2,202601020402,01262402,10:30,2R 芝1200 ２歳未勝利 10:30,4,トスカ,9,48,"4
48",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,2,202601020402,01262402,10:30,2R 芝1200 ２歳未勝利 10:30,5,ミハテヌユメ,10,47,"5
47",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,2,202601020402,01262402,10:30,2R 芝1200 ２歳未勝利 10:30,6,キャンドル,7,51,"6
51",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,2,202601020402,01262402,10:30,2R 芝1200 ２歳未勝利 10:30,7,ゲームチェンジャー,13,41,"7
41",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,2,202601020402,01262402,10:30,2R 芝1200 ２歳未勝利 10:30,8,アルテクィーン,2,67,"8
67",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,2,202601020402,01262402,10:30,2R 芝1200 ２歳未勝利 10:30,9,パーフェクトゲーム,5,55,"9
55",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,2,202601020402,01262402,10:30,2R 芝1200 ２歳未勝利 10:30,10,アスコットペスカ,12,42,"10
42",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,2,202601020402,01262402,10:30,2R 芝1200 ２歳未勝利 10:30,11,インサイドストーム,11,46,"11
46",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,2,202601020402,01262402,10:30,2R 芝1200 ２歳未勝利 10:30,12,ソニックアイル,1,88,"12
88",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,2,202601020402,01262402,10:30,2R 芝1200 ２歳未勝利 10:30,13,ギャルズマインド,3,64,"13
64",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,2,202601020402,01262402,10:30,2R 芝1200 ２歳未勝利 10:30,14,トーセンルルド,4,58,"14
58",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,3,202601020403,01262403,11:00,3R ダ1700 ３歳未勝利 11:00,1,ペガサスウィンド,2,72,"1
72",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,3,202601020403,01262403,11:00,3R ダ1700 ３歳未勝利 11:00,2,サクセスブルー,6,55,"2
55",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,3,202601020403,01262403,11:00,3R ダ1700 ３歳未勝利 11:00,3,ラスターヴァース,10,49,"3
49",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,3,202601020403,01262403,11:00,3R ダ1700 ３歳未勝利 11:00,4,ポップアップ,1,74,"4
74",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,3,202601020403,01262403,11:00,3R ダ1700 ３歳未勝利 11:00,5,デルマテイネ,13,46,"5
46",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,3,202601020403,01262403,11:00,3R ダ1700 ３歳未勝利 11:00,6,ヨドノサファイア,9,50,"6
50",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,3,202601020403,01262403,11:00,3R ダ1700 ３歳未勝利 11:00,7,チャーチルデュース,4,57,"7
57",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,3,202601020403,01262403,11:00,3R ダ1700 ３歳未勝利 11:00,8,サンエンジェルス,5,56,"8
56",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,3,202601020403,01262403,11:00,3R ダ1700 ３歳未勝利 11:00,9,モンテール,7,54,"9
54",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,3,202601020403,01262403,11:00,3R ダ1700 ３歳未勝利 11:00,10,ミアエッテ,11,48,"10
48",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,3,202601020403,01262403,11:00,3R ダ1700 ３歳未勝利 11:00,11,ダンツアラーム,14,40,"11
40",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,3,202601020403,01262403,11:00,3R ダ1700 ３歳未勝利 11:00,12,クリコイーコ,12,47,"12
47",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,3,202601020403,01262403,11:00,3R ダ1700 ３歳未勝利 11:00,13,ジャストグレース,8,53,"13
53",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,3,202601020403,01262403,11:00,3R ダ1700 ３歳未勝利 11:00,14,ホウオウファラオ,3,62,"14
62",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,4,202601020404,01262404,11:30,4R 芝2000 ３歳未勝利 11:30,1,ダイシンパルス,14,47,"1
47",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,4,202601020404,01262404,11:30,4R 芝2000 ３歳未勝利 11:30,2,ジリアート,9,52,"2
52",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,4,202601020404,01262404,11:30,4R 芝2000 ３歳未勝利 11:30,3,コスモヘリアンサス,11,50,"3
50",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,4,202601020404,01262404,11:30,4R 芝2000 ３歳未勝利 11:30,4,デルマフジ,2,70,"4
70",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,4,202601020404,01262404,11:30,4R 芝2000 ３歳未勝利 11:30,5,イデアジュアンイハ,16,40,"5
40",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,4,202601020404,01262404,11:30,4R 芝2000 ３歳未勝利 11:30,6,ギオンバヤシ,3,66,"6
66",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,4,202601020404,01262404,11:30,4R 芝2000 ３歳未勝利 11:30,7,ワダツミ,6,55,"7
55",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,4,202601020404,01262404,11:30,4R 芝2000 ３歳未勝利 11:30,8,ネクストドア,13,48,"8
48",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,4,202601020404,01262404,11:30,4R 芝2000 ３歳未勝利 11:30,9,コスモクラシック,5,56,"9
56",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
2026-08-30,札幌,4,202601020404,01262404,11:30,4R 芝2000 ３歳未勝利 11:30,10,メイショウライガ,1,74,"10
74",https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026010830000,PASS
