日付,開催場,R,race_id,racekey,発走,番組表示,馬番,馬名,基準単勝,基準複勝,オッズ種別,source_url,source_status
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,9,バンディート,66.9,12.3,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263409.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,10,キントラダンサー,82,14.9,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263409.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,11,ビップムーラン,9.3,2.5,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263409.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,12,レジーナローズ,15.9,3.5,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263409.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,13,ビーアイフォルテ,34.9,6.9,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263409.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,14,ケンキョ,47.6,9.2,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263409.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,15,ミスエル,20,4.3,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263409.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,16,スペルキャスター,15.4,3.5,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263409.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,17,ラトルシェ,18.8,4.1,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263409.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,18,ヴェントゥーラ,6.9,2.1,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263409.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,1,カーボフリオ,8.6,2.2,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,2,ソナタムーンライト,106,16.7,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,3,アーティキュレート,24.6,4.5,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,4,パワポケウォーズ,26.9,4.8,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,5,クライングナウ,5.3,1.6,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,6,ロジキセキ,3,1.3,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,7,カノープス,96.5,15.3,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,8,ザンテソーロ,17.5,3.4,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,9,ウモラダエピカ,17,3.4,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,10,サングラント,2.8,1.3,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,11,ヴァルク,99.6,15.8,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,12,サンタピア,16.3,3.2,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,13,エイシンキーウィ,24.5,4.5,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,14,マジギレカレン,47.2,8,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,10,202604030410,04263410,17:00,10R ダ1800 ３歳未勝利 17:00,15,カフェプラウド,109,17.2,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263410.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,1,ブルバンビーナ,52.7,9.4,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263411.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,2,シアブリス,9.4,2.4,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263411.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,3,スカイダンスタイム,59.6,10.2,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263411.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,4,ナックホワイト,16.2,3.4,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263411.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,5,カンティーナ,11.2,2.5,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263411.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,6,ニシノコマチムスメ,31.5,5.9,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263411.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,7,ハニーオーケストラ,42.3,7.6,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263411.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,8,ダーリングハースト,5.4,1.8,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263411.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,9,ケイツールピア,44,7.9,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263411.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,10,タッセルノット,2.2,1.3,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263411.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,11,シェーンシュティア,10.9,2.5,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263411.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,12,ヴァリスマリネリス,8.8,2.3,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263411.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,13,ココソラーレ,53.1,9.4,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263411.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,11,202604030411,04263411,17:30,11R 芝1800 ３歳上１勝クラス 17:30,14,アオイハルカ,9.2,2.4,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263411.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,1,ガルディーノ,7.8,2,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,2,アイファージェット,141,20.9,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,3,スリーコーズ,6.6,1.8,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,4,エテオクロス,17.6,3.3,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,5,ゴーゴーパンチ,18.5,3.4,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,6,ジャックナダル,2.6,1.3,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,7,クラウンフリード,63,9.7,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,8,サトノエスケープ,2.9,1.3,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,9,スマートブル,36.6,6,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,10,ガンバレベアー,81,12.3,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,11,マルターズドン,35.3,5.9,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,12,ナインオブレター,60.1,9.3,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,13,コンパクトファイト,128,18.9,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,14,ラベンダーヘイズ,9.4,2.2,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,新潟,12,202604030412,04263412,18:05,12R ダ1200 ３歳上１勝クラス 18:05,15,ジェイエルライナー,42.8,7,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_04263412.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,1,ビップルーチェ,22.8,3.8,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263401.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,2,ナポリ,25.2,4.2,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263401.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,3,スピーディスピン,7.2,1.8,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263401.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,4,コジアン,11.2,2.2,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263401.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,5,コスモルミナ,6.1,1.6,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263401.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,6,ダイメイアゲイン,27.5,4.5,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263401.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,7,ロンリーマン,17,3.1,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263401.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,8,ヴィヴェローネ,2.1,1.2,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263401.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,9,スターオブザイヤー,3.6,1.3,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263401.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,1,202607030401,07263401,09:50,1R 芝1400 ２歳未勝利 09:50,10,ヤマトデュノール,42.9,6.6,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263401.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,1,サトノボルテクス,8.5,2.1,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263402.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,2,シーラーステート,4,1.4,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263402.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,3,ベラジオセブン,24.3,4.3,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263402.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,4,コスモクラウン,2.2,1.2,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263402.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,5,シャトンダンス,15.7,3.1,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263402.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,6,ナイトインチュニス,5.9,1.7,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263402.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,7,ラガッタレアーレ,11.7,2.5,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263402.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,8,メイショウセイクウ,13.1,2.7,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263402.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,9,メイショウスパーク,17.6,3.4,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263402.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,2,202607030402,07263402,10:25,2R 芝1600 ２歳新馬 10:25,10,カフジポポー,27.2,4.8,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263402.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,1,サイモンジェセル,18.6,4.5,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263403.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,2,ブレイズフォート,6.6,2.2,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263403.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,3,ジェントル,25.1,5.8,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263403.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,4,ポカポカヨウキ,3.8,1.6,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263403.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,5,コルキス,5,1.8,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263403.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,6,アモロロプーロ,21.7,5.1,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263403.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,7,ゴーイントゥノヴァ,7.4,2.4,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263403.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,8,エーテルワーム,9,2.7,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263403.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,9,ロードフローリス,4.6,1.8,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263403.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,10,ルクスアルカード,7,2.3,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263403.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,3,202607030403,07263403,10:55,3R 芝2000 ２歳新馬 10:55,11,ワンダーラヴグッド,39,8.6,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263403.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,1,キングズテイル,4.5,1.6,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,2,プペアンビスキュイ,6,1.8,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,3,オーロラボレアリス,14.5,3,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,4,カツラコマチ,27.5,5.1,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,5,ハツアカネ,36.8,6.6,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,6,グランブリーゼ,69.9,11.6,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,7,セッシュウ,2.3,1.2,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,8,メイショウヒタカミ,12.6,2.7,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,9,デュードロップ,38,6.8,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,10,ラッキーヴォーグ,9.1,2.3,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,11,メイショウドキョウ,93.1,15.3,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,12,サウンドヴィヴァン,74.3,12.3,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,13,サカトクフェイス,64,10.7,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,14,ウェンロック,20.3,4,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,15,サンロンブル,23.8,4.5,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-30,中京,4,202607030404,07263404,11:25,4R ダ1400 ３歳未勝利 11:25,16,メイショウケンゴウ,48.5,8.5,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260830_07263404.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
