日付,開催場,R,race_id,racekey,発走,番組表示,馬番,馬名,馬トク指数,IDM,激走指数,激印,激走要因1,激走要因2,激走要因3,基準単オッズ,基準人気,馬体重,増減,波乱度,1番人気信頼度,1番人気妙味度,source_url,source_status
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,11,ベルイストワール,42,54,48.5,0,,,,53.1,11,,,C,AA,B,https://umatoku.hochi.co.jp/data/race/04263308/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,1,ダンシングアウェイ,39,30,31.35,0,,,,48.4,11,,,B,A,S,https://umatoku.hochi.co.jp/data/race/04263309/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,2,プレイザリード,59.4,45.8,52.05,0,,,,4.5,3,,,B,A,S,https://umatoku.hochi.co.jp/data/race/04263309/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,3,ディーンズリスター,49,45.4,48.68,0,,,,13.4,6,,,B,A,S,https://umatoku.hochi.co.jp/data/race/04263309/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,4,シャインフリーリー,47,42,50.52,0,,,,27.9,8,,,B,A,S,https://umatoku.hochi.co.jp/data/race/04263309/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,5,ノーマジック,39,31,41.05,0,,,,64.1,13,,,B,A,S,https://umatoku.hochi.co.jp/data/race/04263309/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,6,オプレントジュエル,51.1,48,52.92,3,,,,10.9,5,,,B,A,S,https://umatoku.hochi.co.jp/data/race/04263309/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,7,ミッドセンチュリー,51.1,48.2,50.63,0,,,,14.7,7,,,B,A,S,https://umatoku.hochi.co.jp/data/race/04263309/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,8,ゴンファロニエーレ,58.4,53,56.76,0,,,,3.9,2,,,B,A,S,https://umatoku.hochi.co.jp/data/race/04263309/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,9,コウセイケンタロス,32,21,38.88,0,,,,57.6,12,,,B,A,S,https://umatoku.hochi.co.jp/data/race/04263309/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,10,フォーグッド,44,38.2,41.22,0,,,,38.8,10,,,B,A,S,https://umatoku.hochi.co.jp/data/race/04263309/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,11,ランブルスコ,69.5,47.9,53.45,0,,,,3.1,1,,,B,A,S,https://umatoku.hochi.co.jp/data/race/04263309/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,12,テイキットイージー,51,48.1,50.61,0,,,,29.6,9,,,B,A,S,https://umatoku.hochi.co.jp/data/race/04263309/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,13,マイネルリーヒム,60.3,54,53.84,2,,,,5.7,4,,,B,A,S,https://umatoku.hochi.co.jp/data/race/04263309/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,1,ビリオネアボーイ,39,30,41.35,0,,,,77.1,14,,,A,AA,AA,https://umatoku.hochi.co.jp/data/race/04263310/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,2,アルシャンティ,37,28,31.67,0,,,,112.6,17,,,A,AA,AA,https://umatoku.hochi.co.jp/data/race/04263310/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,3,キャトルエピス,48.1,39.8,51.94,0,,,,15,5,,,A,AA,AA,https://umatoku.hochi.co.jp/data/race/04263310/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,4,ソードスレイプニル,51,45,53.03,0,,,,18.3,7,,,A,AA,AA,https://umatoku.hochi.co.jp/data/race/04263310/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,5,メイリー,52.1,48,53.74,3,,,,13,4,,,A,AA,AA,https://umatoku.hochi.co.jp/data/race/04263310/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,6,タイセイフレッサ,60.5,50.1,57.34,0,,,,3.3,2,,,A,AA,AA,https://umatoku.hochi.co.jp/data/race/04263310/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,7,ベレーバスク,56.1,51,55.19,0,,,,11.4,3,,,A,AA,AA,https://umatoku.hochi.co.jp/data/race/04263310/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,8,フェーダーローター,48,43,51.4,0,,,,30.3,12,,,A,AA,AA,https://umatoku.hochi.co.jp/data/race/04263310/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,9,ライネリーベ,81.5,53,58.21,0,,,,2.5,1,,,A,AA,AA,https://umatoku.hochi.co.jp/data/race/04263310/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,10,ワカミヤイリオス,42,35,35.22,0,,,,103.3,16,,,A,AA,AA,https://umatoku.hochi.co.jp/data/race/04263310/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,11,ダイユウルミナス,50,45,50.6,0,,,,98.5,15,,,A,AA,AA,https://umatoku.hochi.co.jp/data/race/04263310/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,12,カシノリアーナ,44,37,43.1,0,,,,118.9,18,,,A,AA,AA,https://umatoku.hochi.co.jp/data/race/04263310/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,13,サーロー,45,39,49.22,0,,,,28.9,11,,,A,AA,AA,https://umatoku.hochi.co.jp/data/race/04263310/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,14,ホットゥトロット,43,35,46.92,0,,,,19.6,9,,,A,AA,AA,https://umatoku.hochi.co.jp/data/race/04263310/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,15,ディサイドオンミー,43,36,43.96,0,,,,73.3,13,,,A,AA,AA,https://umatoku.hochi.co.jp/data/race/04263310/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,16,リラベガ,54.1,48.1,53.04,0,,,,16.2,6,,,A,AA,AA,https://umatoku.hochi.co.jp/data/race/04263310/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,17,ガミーヌ,54,50,56.27,2,,,,28.7,10,,,A,AA,AA,https://umatoku.hochi.co.jp/data/race/04263310/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,18,タイキオーベロン,54,49,53.24,4,,,,18.6,8,,,A,AA,AA,https://umatoku.hochi.co.jp/data/race/04263310/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,1,ウィズアツインクル,46,35,41.42,0,,,,61.4,16,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263311/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,2,ムーングレイル,58.2,43,54.41,2,,,,12.1,4,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263311/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,3,エリュグレイス,54.3,38.2,51.17,0,,,,5.6,2,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263311/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,4,ジーナグレイス,51,39.1,50.31,0,,,,34.2,12,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263311/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,5,グランフルス,47,35,49.35,0,,,,52.9,15,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263311/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,6,レインボーワールド,41,30,36.24,0,,,,170.1,17,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263311/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,7,ミリオングローリー,53,40,52.3,3,,,,20.9,6,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263311/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,8,スイートハイデン,45,34,47.6,0,,,,26.7,10,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263311/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,9,ヘルヴィッツ,48,37,46.48,0,,,,42.2,13,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263311/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,10,ノブステップ,39,29,40.98,0,,,,206,18,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263311/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,11,ヤマニンリンキング,60.3,44,52.98,0,,,,5.9,3,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263311/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,12,イベリスアマラ,47,32.9,50.21,0,,,,25.4,9,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263311/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,13,イノーマル,51.1,39,50.91,4,,,,14.7,5,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263311/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,14,マイネルアルゴー,44,33,44.68,0,,,,31.1,11,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263311/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,15,レッドレガリア,81.7,42,54.66,0,,,,2.1,1,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263311/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,16,トーアシチフクジン,34,24,41.99,0,,,,51,14,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263311/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,17,コスモアルペジオ,48,35.1,49.27,0,,,,22.9,8,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263311/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,18,ピースフルマインド,53.1,38,50.3,0,,,,22.8,7,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263311/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,1,ペイシャラム,44,19,45.14,0,,,,22.8,7,,,A,AA,B,https://umatoku.hochi.co.jp/data/race/04263312/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,2,リベラル,42,15,41.78,0,,,,107.3,14,,,A,AA,B,https://umatoku.hochi.co.jp/data/race/04263312/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,3,エリースノー,57.4,40,56.11,0,,,,3.5,2,,,A,AA,B,https://umatoku.hochi.co.jp/data/race/04263312/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,4,チュラヴェール,50.2,30.1,50.7,0,,,,6,3,,,A,AA,B,https://umatoku.hochi.co.jp/data/race/04263312/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,5,シカゴキャッツ,40,10,42.13,0,,,,117.2,15,,,A,AA,B,https://umatoku.hochi.co.jp/data/race/04263312/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,6,ペイシャダンシング,48,27,50.23,0,,,,32,9,,,A,AA,B,https://umatoku.hochi.co.jp/data/race/04263312/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,7,ロンバスブレス,81.7,44,59.16,5,,,,2.3,1,,,A,AA,B,https://umatoku.hochi.co.jp/data/race/04263312/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,8,ブライティアロード,51,30,52.41,0,,,,19.7,6,,,A,AA,B,https://umatoku.hochi.co.jp/data/race/04263312/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,9,サンシュノジンギ,44,18,46.59,0,,,,83.8,13,,,A,AA,B,https://umatoku.hochi.co.jp/data/race/04263312/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,10,ガヤーズベース,50,29.9,53.35,4,,,,57.4,12,,,A,AA,B,https://umatoku.hochi.co.jp/data/race/04263312/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,11,ケイツーキップ,49,29,50.43,0,,,,23.1,8,,,A,AA,B,https://umatoku.hochi.co.jp/data/race/04263312/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,12,カフェオドヴィー,40,10,38.54,0,,,,35.9,10,,,A,AA,B,https://umatoku.hochi.co.jp/data/race/04263312/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,13,テラシエスタ,46,23,44.88,0,,,,41.8,11,,,A,AA,B,https://umatoku.hochi.co.jp/data/race/04263312/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,14,トリエンナーレ,53.1,32,54.79,3,,,,8.6,4,,,A,AA,B,https://umatoku.hochi.co.jp/data/race/04263312/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,15,ライヴマティーニ,55.1,35,56.42,2,,,,12.2,5,,,A,AA,B,https://umatoku.hochi.co.jp/data/race/04263312/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,1,エンルートフライト,57.6,31.1,54.18,0,,,,2.5,1,,,B,B,AA,https://umatoku.hochi.co.jp/data/race/07263301/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,2,ブラックミューズ,67.3,31.2,49.94,0,,,,5.3,3,,,B,B,AA,https://umatoku.hochi.co.jp/data/race/07263301/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,3,プッシュザリミット,34,19,38.08,0,,,,23.1,10,,,B,B,AA,https://umatoku.hochi.co.jp/data/race/07263301/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,4,ディープナイト,42,24,45.12,0,,,,43.4,11,,,B,B,AA,https://umatoku.hochi.co.jp/data/race/07263301/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,5,レイデアルマス,53,23,47.39,0,,,,12.5,5,,,B,B,AA,https://umatoku.hochi.co.jp/data/race/07263301/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,6,ピュアノーブル,50.1,28,47.3,0,,,,11.4,4,,,B,B,AA,https://umatoku.hochi.co.jp/data/race/07263301/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,7,マンナット,54.3,29,52.45,0,,,,4.1,2,,,B,B,AA,https://umatoku.hochi.co.jp/data/race/07263301/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,8,ハルカカナタ,58.1,27,47.98,3,,,,13.4,7,,,B,B,AA,https://umatoku.hochi.co.jp/data/race/07263301/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,9,ゴルディアス,40,20,44.26,0,,,,22.8,9,,,B,B,AA,https://umatoku.hochi.co.jp/data/race/07263301/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,10,ホットロッドハート,40,23,46.59,0,,,,14.4,8,,,B,B,AA,https://umatoku.hochi.co.jp/data/race/07263301/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,11,メモリアデルレ,55.1,31,52.07,2,,,,12.8,6,,,B,B,AA,https://umatoku.hochi.co.jp/data/race/07263301/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,1,ドリームオブコージ,42,14,43.18,0,,,,49.1,12,,,C,S,S,https://umatoku.hochi.co.jp/data/race/07263302/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,2,ボビーザグレート,54.1,26,53.25,2,,,,9.2,5,,,C,S,S,https://umatoku.hochi.co.jp/data/race/07263302/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,3,ダノンアズール,55.3,19,48.27,0,,,,4.1,2,,,C,S,S,https://umatoku.hochi.co.jp/data/race/07263302/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,4,ゴールドシューター,43,14,45.73,0,,,,34.1,11,,,C,S,S,https://umatoku.hochi.co.jp/data/race/07263302/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,5,バミューダブーケ,43,14,43.58,0,,,,13.8,6,,,C,S,S,https://umatoku.hochi.co.jp/data/race/07263302/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,6,ダヌラーサナ,49.1,18.9,49.58,0,,,,7.7,4,,,C,S,S,https://umatoku.hochi.co.jp/data/race/07263302/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,7,オーリエイト,78.6,33,56.41,5,,,,2.5,1,,,C,S,S,https://umatoku.hochi.co.jp/data/race/07263302/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,8,アンナモエ,42,14,42.24,0,,,,24.9,9,,,C,S,S,https://umatoku.hochi.co.jp/data/race/07263302/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,9,ルガルデ,47,20,50.62,3,,,,26.5,10,,,C,S,S,https://umatoku.hochi.co.jp/data/race/07263302/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,10,ミリオンカラー,44,14,45.3,0,,,,17.8,8,,,C,S,S,https://umatoku.hochi.co.jp/data/race/07263302/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,11,ソリドゥス,51.2,21,49.06,0,,,,7,3,,,C,S,S,https://umatoku.hochi.co.jp/data/race/07263302/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,12,ジュンヴァグネル,52,17.9,48.16,0,,,,14.5,7,,,C,S,S,https://umatoku.hochi.co.jp/data/race/07263302/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,1,クリノライジング,41,15.6,40.79,0,,,,30.8,10,,,C,AA,S,https://umatoku.hochi.co.jp/data/race/07263303/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,2,ワンキャンパス,40,15,42.48,0,,,,40.6,11,,,C,AA,S,https://umatoku.hochi.co.jp/data/race/07263303/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,3,パルフェクシオン,69.5,42.3,56.96,6,,,,3.2,1,,,C,AA,S,https://umatoku.hochi.co.jp/data/race/07263303/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,4,リムリックアイル,58.5,34.3,53.99,0,,,,3.3,2,,,C,AA,S,https://umatoku.hochi.co.jp/data/race/07263303/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,5,ビンチャリ,61.1,36.3,53.14,2,,,,8.2,4,,,C,AA,S,https://umatoku.hochi.co.jp/data/race/07263303/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,6,ジーティーハルカゼ,50.1,26.5,48.12,0,,,,11.9,6,,,C,AA,S,https://umatoku.hochi.co.jp/data/race/07263303/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,7,サルーミアモール,52.1,28.6,48.97,3,,,,9.2,5,,,C,AA,S,https://umatoku.hochi.co.jp/data/race/07263303/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,8,インティサール,61.3,38.7,54.53,0,,,,4.2,3,,,C,AA,S,https://umatoku.hochi.co.jp/data/race/07263303/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,9,マイフレダ,44,19.9,44.67,0,,,,21,7,,,C,AA,S,https://umatoku.hochi.co.jp/data/race/07263303/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,10,ドリームリボン,46,19.6,44.81,0,,,,24.9,8,,,C,AA,S,https://umatoku.hochi.co.jp/data/race/07263303/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,11,カラスアゲハ,40,15.1,40.39,0,,,,29.6,9,,,C,AA,S,https://umatoku.hochi.co.jp/data/race/07263303/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,12,ウルウノマーズ,40,15,38.91,0,,,,49.3,12,,,C,AA,S,https://umatoku.hochi.co.jp/data/race/07263303/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,4,202607030304,07263304,11:25,4R 芝2200 ３歳未勝利 11:25,1,タイセイグローバル,46,36,48.65,0,,,,22.6,7,,,S,A,C,https://umatoku.hochi.co.jp/data/race/07263304/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,4,202607030304,07263304,11:25,4R 芝2200 ３歳未勝利 11:25,2,アメジストブリエ,46,36,45.29,0,,,,83.2,14,,,S,A,C,https://umatoku.hochi.co.jp/data/race/07263304/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,4,202607030304,07263304,11:25,4R 芝2200 ３歳未勝利 11:25,3,プロスト,60,45,54.91,2,,,,25.5,9,,,S,A,C,https://umatoku.hochi.co.jp/data/race/07263304/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,4,202607030304,07263304,11:25,4R 芝2200 ３歳未勝利 11:25,4,ヴィスメンティス,56,43.1,54.11,4,,,,17.2,6,,,S,A,C,https://umatoku.hochi.co.jp/data/race/07263304/previous,PASS_EMBEDDED_JSON
2026-08-29,中京,4,202607030304,07263304,11:25,4R 芝2200 ３歳未勝利 11:25,5,ジュンヴァッテッド,57,33,40.87,0,,,,108.5,16,,,S,A,C,https://umatoku.hochi.co.jp/data/race/07263304/previous,PASS_EMBEDDED_JSON
