日付,開催場,R,race_id,racekey,発走,番組表示,馬番,馬名,IDM,IDM印,脚質,騎手名,斤量,調教師,所属,基準単勝,基準複勝,source_url,source_status
2026-08-29,新潟,3,202604030303,04263303,10:45,3R 芝1600 ２歳未勝利 10:45,9,パープルタウン,26,,差,津村明,55,鈴木慎,美,14,3.1,https://jrdb.com/member/n_live_20260829_04263303.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,3,202604030303,04263303,10:45,3R 芝1600 ２歳未勝利 10:45,10,サウンドシェリー,29,△,先,松山弘[替],55,鈴木孝,栗,3,1.4,https://jrdb.com/member/n_live_20260829_04263303.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,3,202604030303,04263303,10:45,3R 芝1600 ２歳未勝利 10:45,11,キムケンシーサー,32,▲,差,今村聖,53◇,前川恭,栗,7.1,2.1,https://jrdb.com/member/n_live_20260829_04263303.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,1,ポケットブック,20,,,小崎綾,55,池上和,美,78.9,13,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,2,ジェイエルキール,22,,,江田照,55,菊川正,美,32.9,5.9,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,3,クラウンロムパイア,20,,,木幡育,55,松永康,美,99.2,16.2,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,4,エクラドリオン,47,◎,,ルメー,55,中舘英,美,2.1,1.2,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,5,ショウナンバッカス,20,,,岩田康,55,栗田徹,美,19.8,3.9,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,6,ヨツバ,20,,,杉原誠,55,本間忍,美,110,17.8,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,7,タワーウマザンマイ,27,,,原優介,55,青木孝,美,40.6,7.2,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,8,チョトツモウシン,20,,,菅原隆,55,小手川,美,109,17.6,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,9,ニシノムホウモノ,20,,,ミシェ,55,村田一,美,28.3,5.2,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,10,レッドアバンドーネ,34,△,,津村明,55,上原佑,美,12.1,2.6,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,11,アヴァンデセール,20,,,佐藤翔,52▲,田中剛,美,85.4,14,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,12,セレスティナ,33,▽,,今村聖,53◇,高柳瑞,美,5.3,1.7,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,13,イントリー,38,▲,,武藤雅,55,尾形和,美,9,2.3,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,14,イデアモッコス,20,,,野中悠,55,的場均,美,83.9,13.8,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,15,コメットサン,39,○,,松山弘,55,西園翔,栗,5.8,1.7,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,16,ホワイトホール,30,,,嶋田純,55,清水英,美,39.3,7,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,17,モチロンコクラ,20,,,小林凌,55,伊藤伸,美,83.9,13.8,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,18,ショウナンワンパク,35,注,,丸山元,55,古賀大,美,14,2.9,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,1,ローレルエース,33,,差,江田照[替],57,松永康,美,40.4,7.9,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,2,イクオクコウネン,46,◎,先,ルメー,57,斉藤崇,栗,5,1.7,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,3,レイランディ,42,△,差,川須栄,57,古賀慎,美,64,11.8,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,4,ブリックアブラック,39,,追,佐藤翔[替],54▲,高木登,美,64.5,11.9,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,5,ピクシーゲイル,28,,追,木幡育,57,松永康,美,191,33.8,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,6,サヴマ,43,注,追,菊沢一,57,辻哲英,美,12.4,2.9,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,7,ヤマメホープ,44,○,先,戸崎圭,57,久保田,美,2.7,1.3,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,8,ピグマリオン,23,,差,嶋田純[替],57,室井潔,美,111,19.9,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,9,ゾネブルーム,43,▲,差,丸山元,57,矢嶋大,美,4.4,1.6,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,10,アルティマローネ,41,,差,武藤雅[替],55,武市康,美,20,4.3,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,11,キコリータ,40,,追,今村聖[替],53◇,田中勝,美,11.5,2.8,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,12,アージェンタイド,26,,追,小崎綾[替],57,秋本大,美,120,21.4,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,13,ゴールドエンバー,41,,追,大野拓[替],57,竹内正,美,11.6,2.8,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,14,アティラン,29,,先,原優介[替],55,寺島良,栗,118,21.1,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,15,アンヴデット,42,▽,差,石神道[替],53△,高橋文,美,13.6,3.1,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,16,ルミナスレイナ,35,,追,石田拓[替],53△,菊沢隆,美,105,18.8,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,17,ホウライブラック,20,,追,野中悠[替],55,鈴木慎,美,199,35.1,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,18,オレンジフィールド,39,,追,松山弘[替],55,北出成,栗,15.3,3.4,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,1,ボールドタワー,42,,差,ミシェ[替],55,鈴木慎,美,21,4.6,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,2,コスモシェルベット,46,△,差,武藤雅,58,水野貴,美,34.7,7.1,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,3,ルーナディサングエ,57,◎,先,菅原隆,55,天間昭,美,2.7,1.4,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,4,ヨドノタイヨウ,51,▲,逃,松山弘[替],58,室井潔,美,7.5,2.2,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,5,トレベルオール,46,▽,逃,大野拓,58,辻哲英,美,6.8,2.1,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,6,ルシャルムール,53,○,追,原優介,58,古賀大,美,5.3,1.8,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,7,アバレリュウ,40,,逃,野中悠,58,鈴木慎,美,24.5,5.2,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,8,アビヤント,49,注,先,三浦皇,55,鹿戸雄,美,7,2.1,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,9,ゴットランド,36,,逃,岩田康[替],58,斎藤誠,美,27.5,5.8,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,10,リアライズオーラム,33,,逃,石橋脩[替],58,上原佑,美,21.6,4.7,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,11,ヴェーヌドール,37,,差,菊沢一[替],58,平岩大,美,79.1,14.9,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,12,サウジバラード,42,,差,丸山元[替],55,加藤征,美,26.5,5.6,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,13,マルカベント,34,,差,小林脩[替],58,浅利英,美,52.6,10.4,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,14,ジンガー,33,,差,柴田大[替],58,粕谷昌,美,36.2,7.4,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,15,サトノラポール,38,,追,津村明,58,鹿戸雄,美,13.5,3.2,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,1,ハギノコラソン,48,,差,小崎綾[替],53,寺島良,栗,63.7,11.9,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,2,ボウウィンドウ,57,○,先,ルメー[替],55,武井亮,美,2.6,1.3,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,3,バンフィエルド,48,,追,柴田大,53,粕谷昌,美,37.9,7.5,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,4,ツルマウカタチ,55,注,追,嶋田純,55,手塚貴,美,47.3,9.3,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,5,ロールザダイス,43,,先,ミシェ[替],55,池江寿,栗,30.2,6.1,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,6,オリバナム,54,▽,先,戸崎圭[替],54,斉藤崇,栗,14,3.2,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,7,ジャンビ,54,,追,木幡育[替],52,勢司和,美,73.5,13.7,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,8,ホウオウタイタン,57,◎,追,丸山元[替],55,須貝尚,栗,5.2,1.7,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,9,バガン,53,,差,岩田康[替],55,宮地貴,栗,27.7,5.7,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,10,ペッレグリーニ,56,▲,差,内田博[替],55,手塚貴,美,27.7,5.7,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,11,ティムール,52,,追,原優介[替],55,中竹和,栗,56.5,10.6,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,12,マイネルアズーロ,51,,追,津村明[替],55,鹿戸雄,美,10.6,2.6,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,13,エリーナストーム,54,,差,三浦皇,53,鹿戸雄,美,12.4,3,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,14,カフェアローロ,52,,追,石神道[替],52,古賀慎,美,102,18.7,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,15,スピンザブラッド,54,,差,松山弘[替],55,平岩大,美,22.4,4.7,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,16,ピエナフェーヴル,55,△,差,田辺裕,56,萱野浩,美,5.2,1.7,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,17,マイネルアレス,54,,先,菊沢一[替],56,相沢郁,美,15.5,3.5,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,1,ピカピカサンダー,56,,先,三浦皇,57,鹿戸雄,美,6.2,1.7,https://jrdb.com/member/n_live_20260829_04263308.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,2,アムールドパリ,58,注,先,田辺裕[替],55,稲垣幸,美,6.5,1.8,https://jrdb.com/member/n_live_20260829_04263308.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,3,タガノバビロン,64,◎,差,松山弘,57,西園翔,栗,2.2,1.2,https://jrdb.com/member/n_live_20260829_04263308.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,4,フタイテンロック,60,▲,差,小崎綾[替],57,佐藤吉,美,32.5,5.6,https://jrdb.com/member/n_live_20260829_04263308.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
