日付,開催場,R,race_id,racekey,発走,番組表示,馬番,馬名,基準単勝,基準複勝,オッズ種別,source_url,source_status
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,8,チョトツモウシン,109,17.6,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,9,ニシノムホウモノ,28.3,5.2,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,10,レッドアバンドーネ,12.1,2.6,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,11,アヴァンデセール,85.4,14,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,12,セレスティナ,5.3,1.7,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,13,イントリー,9,2.3,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,14,イデアモッコス,83.9,13.8,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,15,コメットサン,5.8,1.7,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,16,ホワイトホール,39.3,7,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,17,モチロンコクラ,83.9,13.8,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,18,ショウナンワンパク,14,2.9,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263304.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,1,ローレルエース,40.4,7.9,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,2,イクオクコウネン,5,1.7,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,3,レイランディ,64,11.8,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,4,ブリックアブラック,64.5,11.9,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,5,ピクシーゲイル,191,33.8,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,6,サヴマ,12.4,2.9,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,7,ヤマメホープ,2.7,1.3,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,8,ピグマリオン,111,19.9,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,9,ゾネブルーム,4.4,1.6,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,10,アルティマローネ,20,4.3,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,11,キコリータ,11.5,2.8,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,12,アージェンタイド,120,21.4,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,13,ゴールドエンバー,11.6,2.8,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,14,アティラン,118,21.1,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,15,アンヴデット,13.6,3.1,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,16,ルミナスレイナ,105,18.8,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,17,ホウライブラック,199,35.1,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,18,オレンジフィールド,15.3,3.4,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263305.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,1,ボールドタワー,21,4.6,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,2,コスモシェルベット,34.7,7.1,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,3,ルーナディサングエ,2.7,1.4,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,4,ヨドノタイヨウ,7.5,2.2,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,5,トレベルオール,6.8,2.1,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,6,ルシャルムール,5.3,1.8,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,7,アバレリュウ,24.5,5.2,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,8,アビヤント,7,2.1,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,9,ゴットランド,27.5,5.8,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,10,リアライズオーラム,21.6,4.7,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,11,ヴェーヌドール,79.1,14.9,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,12,サウジバラード,26.5,5.6,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,13,マルカベント,52.6,10.4,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,14,ジンガー,36.2,7.4,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,15,サトノラポール,13.5,3.2,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263306.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,1,ハギノコラソン,63.7,11.9,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,2,ボウウィンドウ,2.6,1.3,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,3,バンフィエルド,37.9,7.5,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,4,ツルマウカタチ,47.3,9.3,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,5,ロールザダイス,30.2,6.1,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,6,オリバナム,14,3.2,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,7,ジャンビ,73.5,13.7,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,8,ホウオウタイタン,5.2,1.7,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,9,バガン,27.7,5.7,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,10,ペッレグリーニ,27.7,5.7,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,11,ティムール,56.5,10.6,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,12,マイネルアズーロ,10.6,2.6,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,13,エリーナストーム,12.4,3,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,14,カフェアローロ,102,18.7,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,15,スピンザブラッド,22.4,4.7,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,16,ピエナフェーヴル,5.2,1.7,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,17,マイネルアレス,15.5,3.5,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263307.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,1,ピカピカサンダー,6.2,1.7,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263308.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,2,アムールドパリ,6.5,1.8,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263308.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,3,タガノバビロン,2.2,1.2,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263308.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,4,フタイテンロック,32.5,5.6,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263308.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,5,ショウナンライシン,26.3,4.6,JRDB基準オッズ（確定オッズではない）,https://jrdb.com/member/n_live_20260829_04263308.html,PASS_UI_RACE_SELECTOR_BASE_ODDS
