日付,開催場,R,race_id,racekey,発走,番組表示,馬番,馬名,コンピ順位,コンピ指数,コンピ元表示,source_url,source_status
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,6,カズタンジャー,2,64,8R ＢＳＮ賞 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,7,メイショウズイウン,6,52,8R ＢＳＮ賞 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,8,ピースオブザライフ,11,46,8R ＢＳＮ賞 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,9,ハセドン,8,49,8R ＢＳＮ賞 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,10,ハビレ,5,58,8R ＢＳＮ賞 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,11,ベルイストワール,10,47,8R ＢＳＮ賞 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,1,ダンシングアウェイ,11,42,9R ３歳上１勝クラス 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,2,プレイザリード,2,73,9R ３歳上１勝クラス 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,3,ディーンズリスター,6,55,9R ３歳上１勝クラス 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,4,シャインフリーリー,10,46,9R ３歳上１勝クラス 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,5,ノーマジック,13,40,9R ３歳上１勝クラス 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,6,オプレントジュエル,5,56,9R ３歳上１勝クラス 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,7,ミッドセンチュリー,7,54,9R ３歳上１勝クラス 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,8,ゴンファロニエーレ,1,74,9R ３歳上１勝クラス 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,9,コウセイケンタロス,12,41,9R ３歳上１勝クラス 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,10,フォーグッド,9,47,9R ３歳上１勝クラス 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,11,ランブルスコ,3,68,9R ３歳上１勝クラス 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,12,テイキットイージー,8,49,9R ３歳上１勝クラス 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,13,マイネルリーヒム,4,63,9R ３歳上１勝クラス 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,1,ビリオネアボーイ,12,46,10R ３歳上１勝クラス 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,2,アルシャンティ,13,45,10R ３歳上１勝クラス 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,3,キャトルエピス,11,48,10R ３歳上１勝クラス 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,4,ソードスレイプニル,8,53,10R ３歳上１勝クラス 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,5,メイリー,3,62,10R ３歳上１勝クラス 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,6,タイセイフレッサ,2,74,10R ３歳上１勝クラス 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,7,ベレーバスク,4,58,10R ３歳上１勝クラス 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,8,フェーダーローター,16,42,10R ３歳上１勝クラス 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,9,ライネリーベ,1,77,10R ３歳上１勝クラス 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,10,ワカミヤイリオス,17,41,10R ３歳上１勝クラス 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,11,ダイユウルミナス,14,44,10R ３歳上１勝クラス 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,12,カシノリアーナ,18,40,10R ３歳上１勝クラス 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,13,サーロー,9,50,10R ３歳上１勝クラス 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,14,ホットゥトロット,10,49,10R ３歳上１勝クラス 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,15,ディサイドオンミー,15,43,10R ３歳上１勝クラス 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,16,リラベガ,6,55,10R ３歳上１勝クラス 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,17,ガミーヌ,7,54,10R ３歳上１勝クラス 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,18,タイキオーベロン,5,56,10R ３歳上１勝クラス 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,1,ウィズアツインクル,11,48,11R ３歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,2,ムーングレイル,4,58,11R ３歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,3,エリュグレイス,2,66,11R ３歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,4,ジーナグレイス,9,50,11R ３歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,5,グランフルス,10,49,11R ３歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,6,レインボーワールド,18,40,11R ３歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,7,ミリオングローリー,7,54,11R ３歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,8,スイートハイデン,14,44,11R ３歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,9,ヘルヴィッツ,15,43,11R ３歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,10,ノブステップ,16,42,11R ３歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,11,ヤマニンリンキング,3,63,11R ３歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,12,イベリスアマラ,12,47,11R ３歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,13,イノーマル,6,56,11R ３歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,14,マイネルアルゴー,17,41,11R ３歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,15,レッドレガリア,1,84,11R ３歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,16,トーアシチフクジン,13,46,11R ３歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,17,コスモアルペジオ,5,57,11R ３歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,18,ピースフルマインド,8,52,11R ３歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,1,ペイシャラム,10,49,12R ３歳未勝利 ダ1200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,2,リベラル,11,47,12R ３歳未勝利 ダ1200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,3,エリースノー,3,65,12R ３歳未勝利 ダ1200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,4,チュラヴェール,2,69,12R ３歳未勝利 ダ1200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,5,シカゴキャッツ,15,40,12R ３歳未勝利 ダ1200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,6,ペイシャダンシング,8,51,12R ３歳未勝利 ダ1200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,7,ロンバスブレス,1,82,12R ３歳未勝利 ダ1200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,8,ブライティアロード,7,52,12R ３歳未勝利 ダ1200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,9,サンシュノジンギ,13,42,12R ３歳未勝利 ダ1200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,10,ガヤーズベース,12,46,12R ３歳未勝利 ダ1200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,11,ケイツーキップ,6,53,12R ３歳未勝利 ダ1200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,12,カフェオドヴィー,9,50,12R ３歳未勝利 ダ1200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,13,テラシエスタ,14,41,12R ３歳未勝利 ダ1200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,14,トリエンナーレ,4,59,12R ３歳未勝利 ダ1200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,15,ライヴマティーニ,5,56,12R ３歳未勝利 ダ1200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,1,エンルートフライト,1,80,1R ２歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070829000,PASS_LOGGED_IN_DOM
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,2,ブラックミューズ,2,69,1R ２歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070829000,PASS_LOGGED_IN_DOM
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,3,プッシュザリミット,10,41,1R ２歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070829000,PASS_LOGGED_IN_DOM
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,4,ディープナイト,11,40,1R ２歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070829000,PASS_LOGGED_IN_DOM
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,5,レイデアルマス,7,55,1R ２歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070829000,PASS_LOGGED_IN_DOM
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,6,ピュアノーブル,6,56,1R ２歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070829000,PASS_LOGGED_IN_DOM
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,7,マンナット,3,63,1R ２歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070829000,PASS_LOGGED_IN_DOM
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,8,ハルカカナタ,8,54,1R ２歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070829000,PASS_LOGGED_IN_DOM
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,9,ゴルディアス,9,46,1R ２歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070829000,PASS_LOGGED_IN_DOM
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,10,ホットロッドハート,4,58,1R ２歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070829000,PASS_LOGGED_IN_DOM
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,11,メモリアデルレ,5,57,1R ２歳未勝利 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070829000,PASS_LOGGED_IN_DOM
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,1,ドリームオブコージ,11,46,2R ２歳未勝利 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070829000,PASS_LOGGED_IN_DOM
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,2,ボビーザグレート,4,60,2R ２歳未勝利 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070829000,PASS_LOGGED_IN_DOM
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,3,ダノンアズール,3,63,2R ２歳未勝利 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070829000,PASS_LOGGED_IN_DOM
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,4,ゴールドシューター,10,47,2R ２歳未勝利 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070829000,PASS_LOGGED_IN_DOM
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,5,バミューダブーケ,7,53,2R ２歳未勝利 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070829000,PASS_LOGGED_IN_DOM
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,6,ダヌラーサナ,2,66,2R ２歳未勝利 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070829000,PASS_LOGGED_IN_DOM
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,7,オーリエイト,1,79,2R ２歳未勝利 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070829000,PASS_LOGGED_IN_DOM
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,8,アンナモエ,12,40,2R ２歳未勝利 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070829000,PASS_LOGGED_IN_DOM
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,9,ルガルデ,9,51,2R ２歳未勝利 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070829000,PASS_LOGGED_IN_DOM
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,10,ミリオンカラー,6,54,2R ２歳未勝利 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070829000,PASS_LOGGED_IN_DOM
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,11,ソリドゥス,5,57,2R ２歳未勝利 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070829000,PASS_LOGGED_IN_DOM
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,12,ジュンヴァグネル,8,52,2R ２歳未勝利 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070829000,PASS_LOGGED_IN_DOM
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,1,クリノライジング,9,43,3R ２歳新馬 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070829000,PASS_LOGGED_IN_DOM
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,2,ワンキャンパス,12,40,3R ２歳新馬 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070829000,PASS_LOGGED_IN_DOM
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,3,パルフェクシオン,1,77,3R ２歳新馬 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070829000,PASS_LOGGED_IN_DOM
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,4,リムリックアイル,2,71,3R ２歳新馬 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070829000,PASS_LOGGED_IN_DOM
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,5,ビンチャリ,4,59,3R ２歳新馬 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026070829000,PASS_LOGGED_IN_DOM
