日付,開催場,R,race_id,racekey,発走,番組表示,馬番,馬名,騎手,基準オッズ,人気,ラップ適性,ラップキャラ,SAV,信頼度,妙味度,展開順位,ST指数,仕上指数,合計値,合計値順位,出遅率,先行力,追走力,持久力,持続力,瞬発力,前3F順位,前3F差,前3F内外,勝負所順位,勝負所差,勝負所内外,G前順位,G前差,G前内外,斤量,騎手タイプ,騎手指数,騎手コメント,当該コース騎手総数,当該コース騎手勝率,当該コース騎手連対率,当該コース騎手複勝率,厩舎,最近放牧先,何走目,厩舎外厩総数,厩舎外厩勝率,厩舎外厩連対率,厩舎外厩複勝率,馬外厩総数,馬外厩勝率,馬外厩連対率,馬外厩複勝率,性,齢,前肢,後肢,蹄,重適性,特記1,特記2,特記3,父馬名,血統総数,血統勝率,血統連対率,血統複勝率,1週前追切,最終追切,調教指数,調教パターン,source_url,source_status
2026-08-29,中京,6,202607030306,07263306,15:00,6R ダ1200 清洲特別 2勝クラス WIN5 15:00,1,フィドルファドル,川田将雅,4.1,3,中速スタミナ,ピッタリ,76,Ｂ,Ｃ,4,54,71,7,1,10%,28 (13),51 (7),78 (1),74 (1),48 (8),13,15,最内,13,11,最内,4,6,中,56,[先][追],58,"馬主○,枠脚質×,直近×",29,28%,48%,52%,矢作芳人,ノーザンＦしがらき,1,356,12 %,21 %,31 %,9,11%,22%,44 %,牝,4,短,短,細ベ,○,完歩小さ,中京向き,腰甘い,サトノアラジン,29,3%,17%,38%,82(栗坂),49(栗坂),71,坂路終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263306&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,6,202607030306,07263306,15:00,6R ダ1200 清洲特別 2勝クラス WIN5 15:00,2,ザウリ,田口貫太,23.3,7,高速スタミナ,カスリ,49,Ｄ,Ｄ,10,47,58,-13,11,22%,58 (3),53 (5),43 (12),45 (9),52 (6),3,2,内,5,2,最内,10,14,最内,58,,41,"枠脚質○,直近▲",26,8%,15%,19%,森田直行,吉澤Ｓ－ＷＥＳＴ,1,129,2 %,9 %,22 %,18,0%,17%,61 %,牡,7,普,普,小標ベ,○,終い確実,馬込平気,使込○,ビッグアーサー,51,4%,10%,14%,,51(ＣＷ),58,併用平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263306&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,6,202607030306,07263306,15:00,6R ダ1200 清洲特別 2勝クラス WIN5 15:00,3,オコタンペ,富田暁,30.1,9,中速底力,カスリ,71,Ｃ,Ｓ,5,54,55,-9,7,30%,49 (10),51 (6),52 (3),57 (3),60 (4),11,8,最内,10,4,内,5,8,大外,58,[先][追][続][瞬],51,"枠脚質×,直近◎",56,7%,16%,20%,須貝尚介,ノーザンＦしがらき,2,149,7 %,21 %,29 %,6,0%,17%,33 %,牡,5,短,短,中ベ,○,展開待ち,荒馬場○,後行く○,ニューイヤーズデイ,32,13%,28%,38%,,53(栗坂),55,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263306&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,6,202607030306,07263306,15:00,6R ダ1200 清洲特別 2勝クラス WIN5 15:00,4,シルフズミスチーフ,岩田望来,3.6,1,中速スタミナ,ピッタリ,87,Ｂ,Ｓ,2,56,62,0,2,12%,57 (4),56 (4),48 (7),52 (5),58 (5),2,2,最内,1,0,内,2,3,内,56,[続][瞬],53,"コース×,枠脚質×,直近×",86,15%,28%,40%,池江泰寿,ノーザンＦしがらき,1,464,12 %,23 %,31 %,10,10%,20%,40 %,牝,4,短,短,小ベ,◎,砂被る×,時計掛○,左回り○,イントゥミスチーフ,13,23%,46%,54%,56(ＣＷ),55(栗坂),62,併用平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263306&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,6,202607030306,07263306,15:00,6R ダ1200 清洲特別 2勝クラス WIN5 15:00,5,ルクスレイモンド,坂井瑠星,3.8,2,中速底力,カスリ,84,Ｂ,Ｂ,3,53,59,-6,6,0%,61 (1),58 (3),43 (11),42 (10),45 (9),1,0,最内,4,0,最内,3,4,最内,56,[先][続][瞬],63,"コース○,枠脚質×,直近◎",63,19%,32%,49%,上原佑紀,吉澤Ｓ－ＥＡＳＴ,1,20,20 %,25 %,35 %,4,25%,25%,75 %,牡,3,短,短,小標ベ,△,時計速×,追頭上る,外枠○,ヘニーヒューズ,117,7%,18%,26%,66(美坂),59(美坂),59,併用平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263306&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,6,202607030306,07263306,15:00,6R ダ1200 清洲特別 2勝クラス WIN5 15:00,6,ダノンモンテローザ,田山旺佑,13.0,6,中速持続,,63,Ｃ,ＡＡ,6,53,65,0,3,8%,49 (11),50 (8),51 (5),57 (2),62 (2),6,4,内,6,2,内,6,10,内,58,,49,"枠脚質○,直近○",19,5%,32%,42%,茶木太樹,チャンピオンヒルズ,2,15,7 %,13 %,13 %,2,50%,50%,50 %,セ,5,短,普,中標,○,スタ芝×,ダ向き,気難しい,ロードカナロア,92,9%,16%,23%,43(栗坂),65(栗坂),65,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263306&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,6,202607030306,07263306,15:00,6R ダ1200 清洲特別 2勝クラス WIN5 15:00,7,ローマンレイク,角田大和,27.8,8,中速スタミナ,ピッタリ,46,Ｄ,Ｄ,12,49,56,-13,10,25%,52 (6),63 (1),60 (2),52 (6),39 (11),5,4,最内,2,0,中,12,15,中,56,[久],31,"コース×,枠脚質×,直近×",68,4%,9%,13%,松永幹夫,ノーザンＦしがらき,1,398,10 %,19 %,28 %,10,10%,10%,30 %,牝,5,短,短,小標ベ,△,一本調子,馬込み×,良脚少し,ドレフォン,87,11%,24%,33%,41(栗坂),50(栗坂),56,坂路終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263306&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,6,202607030306,07263306,15:00,6R ダ1200 清洲特別 2勝クラス WIN5 15:00,8,ブルーノート,松若風馬,35.2,11,低速スタミナ,カスリ,49,Ｄ,Ｄ,9,47,47,-24,13,28%,52 (5),46 (11),44 (10),51 (7),62 (1),10,6,中,7,2,外,9,14,外,58,[先][追][瞬],50,"調教師○,枠脚質○,直近○",59,10%,14%,20%,梅田智之,吉澤Ｓ－ＷＥＳＴ,1,167,5 %,11 %,16 %,4,0%,0%,25 %,牡,7,短,普,中標,◎,展開待ち,腰甘い,後行く○,コパノリッキー,67,12%,13%,18%,52(栗坂),44(栗坂),47,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263306&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,6,202607030306,07263306,15:00,6R ダ1200 清洲特別 2勝クラス WIN5 15:00,9,シアター,長岡禎仁,47.8,13,超高速スタミナ,,49,Ｄ,Ｄ,11,50,57,-11,8,15%,51 (7),46 (10),45 (9),38 (12),37 (12),8,6,最内,9,4,最内,11,14,内,56,[続],40,枠脚質○,40,8%,13%,20%,茶木太樹,チャンピオンヒルズ,1,41,7 %,12 %,20 %,2,0%,0%,0 %,牝,5,短,普,小標ベ,△,内枠○,小回向き,後行く×,リアルスティール,19,11%,16%,16%,50(栗坂),61(栗坂),57,坂路終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263306&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,6,202607030306,07263306,15:00,6R ダ1200 清洲特別 2勝クラス WIN5 15:00,10,リードプリンシパル,川端海翼,46.8,12,中速スタミナ,ピッタリ,63,Ｃ,Ｓ,7,55,58,-5,5,47%,60 (2),62 (2),49 (6),40 (11),33 (13),4,2,中,3,0,外,7,10,外,56,[瞬],38,,55,4%,9%,13%,天間昭一,高橋ＴＣ,1,68,0 %,1 %,4 %,,,,,牝,4,普,普,中標,△,スタ悪い,終い確実,前行く×,ストロングリターン,41,10%,12%,20%,,64(美坂),58,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263306&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,6,202607030306,07263306,15:00,6R ダ1200 清洲特別 2勝クラス WIN5 15:00,11,アオイレーギーナ,幸英明,8.7,5,超高速持続,,50,Ｄ,Ｄ,8,46,61,-11,9,55%,31 (12),26 (13),52 (4),50 (8),48 (7),12,14,内,12,10,内,8,14,大外,56,[追][久][続],52,"コース○,枠脚質×,直近○",104,8%,14%,25%,宮地貴稔,グリーンウッド,1,64,6 %,13 %,23 %,,,,,牝,4,短,短,細標ベ,○,芝ダＯＫ,高速場×,馬場良通,リアルスティール,19,11%,16%,16%,70(栗坂),65(栗坂),61,坂路テン重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263306&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,6,202607030306,07263306,15:00,6R ダ1200 清洲特別 2勝クラス WIN5 15:00,12,バッハアルプゼー,西村淳也,6.0,4,高速底力,,97,ＡＡ,Ｓ,1,57,59,-2,4,0%,51 (8),49 (9),48 (8),54 (4),61 (3),9,6,内,8,2,中,1,0,大外,58,[先][追][瞬],61,"コース×,枠脚質○,直近○",58,12%,17%,33%,橋口慎介,チャンピオンヒルズ,1,414,9 %,16 %,24 %,,,,,牡,4,普,普,中標,○,腰甘い,砂被る×,,プラクティカルジョーク,3,0%,0%,0%,66(ＣＷ),57(栗坂),59,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263306&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,6,202607030306,07263306,15:00,6R ダ1200 清洲特別 2勝クラス WIN5 15:00,13,ゲーベル,吉村誠之助,30.3,10,中速スタミナ,ピッタリ,33,Ｄ,Ｄ,13,43,53,-22,12,14%,50 (9),38 (12),38 (13),37 (13),44 (10),7,4,中,11,4,中,13,19,中,58,,62,"馬主○,直近◎",43,14%,30%,37%,渡辺薫彦,フォレストヒル,1,137,7 %,12 %,20 %,8,13%,25%,25 %,牡,5,短,短,小ベ,○,ブ逆効果,新潟向き,,ミッキーアイル,79,13%,23%,29%,59(栗坂),60(栗坂),53,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263306&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,1,ボンヌソワレ,川田将雅,4.1,2,超高速バランス,,81,Ｂ,Ｂ,3,60,69,3,3,7%,53 (6),61 (2),57 (5),55 (6),49 (10),8,12,中,3,9,外,3,6,外,56,[先][追],68,"馬主○,コース○,枠脚質×,直近×",47,26%,53%,64%,宮田敬介,山元トレセン,2,26,27 %,35 %,46 %,4,75%,75%,100 %,牝,4,短,短,細ベ,△,気難しい,落着ほし,芝軽い○,レイデオロ,97,9%,15%,23%,66(美坂),66(美坂),69,併用平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263307&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,2,ロードマイライフ,長岡禎仁,46.7,14,超高速底力,カスリ,49,Ｄ,Ｄ,11,55,58,-13,11,19%,47 (10),34 (14),39 (14),47 (10),58 (2),11,14,中,13,16,中,11,15,大外,58,[続],37,,31,6%,6%,6%,佐藤悠太,グリーンウッド,1,21,5 %,10 %,14 %,12,0%,33%,33 %,牡,5,短,短,細ベ,○,ブ効果○,時計速×,上が速×,ロードカナロア,377,13%,20%,27%,58(ＣＷ),44(ＣＷ),58,併用終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263307&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,3,ビップジーニー,田山旺佑,45.8,13,超高速持続,,67,Ｃ,Ｓ,6,54,50,-22,15,22%,57 (3),54 (6),46 (10),37 (14),34 (13),3,9,最内,4,9,最内,6,10,最内,58,,45,直近○,17,12%,18%,24%,松下武士,ノーザンＦしがらき,1,239,10 %,21 %,30 %,9,22%,33%,33 %,牡,5,短,短,中ベ,○,京都向き,腰甘い,,サトノアラジン,80,11%,18%,24%,53(栗坂),52(栗坂),50,坂路終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263307&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,4,ブルクトーア,亀田温心,19.8,7,高速バランス,,66,Ｃ,Ｓ,7,57,62,-7,6,15%,51 (8),49 (10),49 (9),54 (7),57 (4),6,11,最内,8,13,最内,7,10,内,58,[先][追][瞬],51,"馬主○,枠脚質×",34,0%,0%,6%,長谷川浩大,ノーザンＦしがらき,1,61,10 %,18 %,25 %,9,22%,44%,56 %,牡,4,短,短,小標ベ,△,物見,口向悪い,,サクソンウォリアー,18,11%,22%,39%,64(栗坂),51(栗坂),62,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263307&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,5,チャンネルトンネル,団野大成,5.2,3,高速瞬発,,75,Ｂ,Ｃ,4,62,63,-1,4,10%,41 (13),55 (5),64 (1),65 (1),57 (5),13,17,内,11,14,外,4,8,中,58,[追],41,"コース○,枠脚質×,直近▲",77,8%,14%,26%,福永祐一,キャニオンファーム土山,1,103,16 %,36 %,49 %,9,11%,44%,44 %,牡,5,短,短,中ベ,○,一頭気抜,広馬場向,軟ら芝×,グレーターロンドン,25,8%,16%,20%,68(ＣＷ),66(ＣＷ),63,コース平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263307&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,6,セシリエプラージュ,Ｍ．デムーロ,24.1,9,高速持続,カスリ,33,Ｄ,Ｄ,14,49,56,-21,13,15%,32 (15),36 (13),56 (6),58 (3),56 (6),15,20,最内,15,20,最内,14,20,最内,56,[先][追][瞬],63,"コース○,枠脚質×",27,11%,26%,41%,中村直也,社台ファーム鈴鹿,1,17,12 %,12 %,24 %,6,17%,17%,17 %,牝,5,短,短,細ベ,△,,,,ブリックスアンドモルタル,122,9%,20%,32%,42(ＣＷ),49(栗坂),56,併用平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263307&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,7,コト,田口貫太,23.0,8,超高速瞬発,,30,Ｄ,Ｄ,15,43,62,-21,14,21%,47 (11),50 (9),53 (8),38 (13),29 (15),9,13,最内,10,13,内,15,21,内,56,,40,"コース×,直近▲",30,7%,7%,10%,野中賢二,フォレストヒル,1,138,9 %,16 %,25 %,,,,,牝,5,短,短,中ベ,△,良脚少し,使込○,馬込平気,キズナ,417,12%,20%,29%,67(栗坂),60(栗坂),62,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263307&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,8,ダークエクリプス,松若風馬,45.4,12,中速バランス,,48,Ｄ,Ｄ,12,54,62,-10,8,3%,55 (5),47 (11),42 (12),43 (11),49 (11),4,10,内,6,11,最内,12,16,最内,58,[先][追][瞬],44,"コース×,枠脚質○,直近○",62,5%,15%,29%,今野貞一,宇治田原優駿Ｓ,1,215,7 %,15 %,20 %,16,13%,19%,19 %,牡,7,普,普,小ベ,○,腰甘い,,,ドゥラメンテ,283,9%,19%,28%,58(栗坂),52(栗坂),62,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263307&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,9,モジャーリオ,菱田裕二,27.2,10,超高速持続,,47,Ｄ,Ｄ,13,54,62,-10,9,10%,43 (12),51 (7),58 (4),58 (4),53 (8),10,14,内,9,13,中,13,17,外,58,[先][瞬],39,"コース×,枠脚質○,直近▲",51,0%,14%,18%,斎藤誠,エスティＦ小見川,1,255,9 %,15 %,25 %,9,22%,22%,33 %,牡,4,短,普,小ベ,○,完歩小さ,突っ張る,腰甘い,リオンディーズ,200,4%,14%,24%,63(美坂),65(美坂),62,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263307&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,10,ポッドロワール,岩田望来,3.1,1,超高速底力,カスリ,85,Ｃ,Ｓ,2,65,66,5,1,12%,48 (9),59 (3),60 (2),63 (2),58 (3),12,15,最内,5,10,内,2,4,内,58,[続][瞬],45,"コース×,枠脚質×,直近×",69,13%,32%,36%,畠山吉宏,阿見トレセン,1,171,8 %,12 %,17 %,10,20%,50%,60 %,牡,4,短,短,小標ベ,○,府中向き,左回り○,芝軽い○,レイデオロ,97,9%,15%,23%,56(南Ｗ),69(南Ｗ),66,コース平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263307&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,11,フライングブレード,幸英明,32.9,11,高速持続,カスリ,52,Ｄ,Ｄ,9,54,53,-19,12,17%,52 (7),58 (4),55 (7),52 (8),47 (12),7,12,内,2,9,中,9,14,中,58,[追][久][続],55,"馬主○,コース×,枠脚質○,直近○",69,4%,9%,17%,飯田祐史,宇治田原優駿Ｓ,3,9,22 %,22 %,22 %,4,25%,25%,25 %,牡,6,短,普,中標ベ,○,Ｐ遅い○,広馬場向,腰甘い,ビッグアーサー,75,3%,9%,21%,37(ＣＷ),52(栗坂),53,併用中重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263307&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,12,ポエットリー,富田暁,67.1,15,高速バランス,,55,Ｄ,Ｄ,8,55,62,-9,7,21%,60 (2),33 (15),26 (15),40 (12),63 (1),2,8,内,12,15,内,8,14,内,56,[先][追][続][瞬],49,"コース×,枠脚質×,直近◎",41,5%,10%,20%,平田修,社台ファーム鈴鹿,1,16,6 %,19 %,19 %,3,0%,0%,0 %,牝,5,短,普,小ベ,○,滞競馬○,時計速×,腰甘い,ダイワメジャー,172,9%,15%,21%,70(栗坂),70(栗坂),62,併用平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263307&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,13,ユハンヌス,吉村誠之助,14.8,6,超高速瞬発,,51,Ｄ,Ｄ,10,53,63,-10,10,11%,37 (14),45 (12),59 (3),58 (5),52 (9),14,18,最内,14,16,最内,10,15,外,58,,65,"コース○,枠脚質○,直近◎",47,11%,17%,23%,大久保龍志,ダーレー・ジャパン岡山,1,14,0 %,36 %,43 %,3,0%,0%,33 %,牡,6,短,短,小ベ,△,良脚少し,スピ有り,小回向き,フランケル,47,13%,32%,49%,56(栗坂),48(栗Ｐ),63,坂路中重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263307&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,14,ガンマジーティーピ,西村淳也,8.2,5,超高速持続,,74,Ｂ,Ｓ,5,59,63,-4,5,45%,55 (4),50 (8),45 (11),50 (9),55 (7),5,10,中,7,11,中,5,8,大外,58,[先][追][瞬],60,"コース○,枠脚質○,直近○",60,10%,30%,37%,渡辺薫彦,チャンピオンヒルズ,1,153,5 %,18 %,32 %,8,13%,25%,50 %,牡,4,普,普,小標ベ,○,中京向き,芝軽い○,渋馬場○,カレンブラックヒル,39,5%,5%,13%,62(ＣＷ),59(ＣＷ),63,併用終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263307&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,15,ユウファラオ,中井裕二,7.9,4,超高速スタミナ,,100,ＡＡ,Ｓ,1,57,73,4,2,9%,73 (1),68 (1),42 (13),33 (15),34 (14),1,0,最内,1,0,最内,1,0,最内,55,[続][瞬],47,,22,0%,5%,14%,森秀行,チャンピオンヒルズ,1,717,10 %,18 %,23 %,4,0%,25%,25 %,牡,3,普,普,中標ベ,○,瞬発力×,良脚長使,内枠○,アメリカンファラオ,11,9%,9%,27%,64(栗坂),68(栗坂),73,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263307&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,8,202607030308,07263308,16:10,8R 芝1400 桑名特別 2勝クラス 16:10,1,カウンティフェア,田山旺佑,34.7,12,高速底力,ピッタリ,60,Ｄ,Ａ,9,58,53,-7,7,0%,61 (2),61 (2),53 (7),43 (11),37 (13),3,2,最内,3,4,内,9,15,中,56,,53,直近○,17,12%,18%,24%,高野友和,千代田牧場,3,6,0 %,0 %,17 %,2,0%,0%,50 %,牝,4,普,普,小標,○,上が速×,前行く○,ブ効果○,サートゥルナーリア,91,14%,24%,31%,32(栗坂),47(栗坂),53,坂路終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263308&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,8,202607030308,07263308,16:10,8R 芝1400 桑名特別 2勝クラス 16:10,2,ツーネサーン,富田暁,17.5,7,中速底力,カスリ,69,Ｃ,Ｓ,6,58,47,-13,10,6%,52 (6),54 (5),53 (6),53 (6),51 (6),6,5,最内,6,7,最内,6,12,中,58,[先][追][続][瞬],50,"コース×,枠脚質×,直近◎",41,5%,10%,20%,矢作芳人,ノーザンＦしがらき,1,356,12 %,21 %,31 %,7,14%,57%,71 %,牡,5,短,普,小ベ,△,上が速×,腰甘い,府中向き,フランケル,47,13%,32%,49%,38(栗Ｐ),48(栗Ｐ),47,併用中重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263308&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,8,202607030308,07263308,16:10,8R 芝1400 桑名特別 2勝クラス 16:10,3,サロニコス,西村淳也,23.4,8,中速瞬発,,59,Ｄ,Ｄ,10,53,56,-9,9,15%,40 (13),46 (10),56 (3),47 (8),41 (12),9,9,最内,10,12,最内,10,15,最内,56,[先][追][瞬],61,"コース○,枠脚質×,直近○",60,10%,30%,37%,松下武士,ノーザンＦしがらき,1,239,10 %,21 %,30 %,11,18%,27%,36 %,牝,5,短,短,小ベ,○,腰甘い,右回り○,行たがる,ロードカナロア,377,13%,20%,27%,60(栗坂),61(栗坂),56,坂路終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263308&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,8,202607030308,07263308,16:10,8R 芝1400 桑名特別 2勝クラス 16:10,4,アムールリーベ,荻野琢真,28.7,9,超高速持続,,62,Ｃ,Ｓ,8,56,53,-9,8,40%,59 (4),50 (8),40 (12),42 (12),48 (9),5,4,中,7,7,外,8,14,外,56,[先][続][瞬],47,,7,0%,0%,0%,宮地貴稔,ノーザンＦしがらき,1,22,9 %,18 %,27 %,7,0%,0%,0 %,牝,5,普,普,中標,○,気難しい,ダート×,滞競馬○,シルバーステート,202,10%,17%,27%,70(ＣＷ),67(栗坂),53,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263308&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,8,202607030308,07263308,16:10,8R 芝1400 桑名特別 2勝クラス 16:10,5,サクラオーラ,酒井学,34.3,11,高速スタミナ,カスリ,49,Ｄ,Ｄ,11,56,44,-18,12,3%,40 (12),51 (7),63 (2),58 (4),50 (7),13,11,内,9,12,中,11,18,外,56,[先][追],47,"コース×,枠脚質○",43,2%,5%,9%,河嶋宏樹,吉澤Ｓ－ＷＥＳＴ,2,6,0 %,0 %,17 %,3,0%,0%,33 %,牝,7,短,短,小ベ,△,瞬発力×,左回り○,平坦向き,シルバーステート,202,10%,17%,27%,42(栗坂),40(ＣＷ),44,併用終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263308&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,8,202607030308,07263308,16:10,8R 芝1400 桑名特別 2勝クラス 16:10,6,トライアンフパス,松若風馬,5.0,2,超高速底力,カスリ,76,Ｂ,Ｃ,3,62,65,9,1,27%,50 (7),53 (6),54 (5),56 (5),55 (4),7,6,内,5,7,中,3,10,外,53,[先][追][瞬],51,"コース×,枠脚質○,直近○",62,5%,15%,29%,宮徹,グリーンＦ,2,188,6 %,12 %,18 %,1,0%,0%,0 %,牝,3,短,短,小標ベ,△,左回り○,他馬気に,恐がり,ベンバトル,23,4%,13%,26%,73(栗坂),64(栗坂),65,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263308&jo=1&idpm=iFT66JycF8pFY,PASS
2026-08-29,中京,8,202607030308,07263308,16:10,8R 芝1400 桑名特別 2勝クラス 16:10,7,リアライズ,角田大和,8.1,4,超高速持続,,71,Ｃ,Ｓ,5,58,60,0,6,0%,60 (3),57 (4),47 (10),44 (10),44 (10),1,0,最内,2,3,最内,5,12,内,58,[久],31,"コース×,枠脚質×,直近×",54,0%,4%,13%,石橋守,キャニオンファーム土山,1,193,11 %,18 %,25 %,7,14%,14%,57 %,牡,6,普,普,小標,△,Ｒ中頭高,スタ良い,渋馬場×,シルバーステート,202,10%,17%,27%,51(栗坂),61(ＣＷ),60,併用終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=07263308&jo=1&idpm=iFT66JycF8pFY,PASS
