日付,開催場,R,race_id,racekey,発走,番組表示,馬番,馬名,騎手,基準オッズ,人気,ラップ適性,ラップキャラ,SAV,信頼度,妙味度,展開順位,ST指数,仕上指数,合計値,合計値順位,出遅率,先行力,追走力,持久力,持続力,瞬発力,前3F順位,前3F差,前3F内外,勝負所順位,勝負所差,勝負所内外,G前順位,G前差,G前内外,斤量,騎手タイプ,騎手指数,騎手コメント,当該コース騎手総数,当該コース騎手勝率,当該コース騎手連対率,当該コース騎手複勝率,厩舎,最近放牧先,何走目,厩舎外厩総数,厩舎外厩勝率,厩舎外厩連対率,厩舎外厩複勝率,馬外厩総数,馬外厩勝率,馬外厩連対率,馬外厩複勝率,性,齢,前肢,後肢,蹄,重適性,特記1,特記2,特記3,父馬名,血統総数,血統勝率,血統連対率,血統複勝率,1週前追切,最終追切,調教指数,調教パターン,source_url,source_status
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,2,プレイザリード,田辺裕信,4.5,3,低速瞬発,,74,Ｂ,Ｃ,3,49,58,-3,3,0%,62 (2),40 (12),32 (13),44 (10),59 (3),3,7,最内,7,12,最内,3,3,大外,55,[先][追][瞬],66,"馬主○,直近◎",10,0%,10%,30%,加藤士津八,山元トレセン,1,72,8 %,14 %,22 %,5,20%,40%,80 %,牡,3,短,短,中標ベ,○,腰甘い,上が速×,,キズナ,38,16%,24%,39%,57(南Ｗ),71(美坂),58,併用テン重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=04263309&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,3,ディーンズリスター,岩田康誠,13.4,6,低速バランス,カスリ,68,Ｃ,ＡＡ,5,48,42,-20,8,43%,55 (4),48 (7),44 (10),49 (8),56 (6),5,12,内,3,8,中,5,5,中,58,[先][続][瞬],41,"枠脚質×,直近×",6,0%,0%,33%,斉藤崇史,ノーザンＦしがらき,1,603,15 %,26 %,34 %,5,20%,20%,40 %,セ,7,長,長,中標起,△,上が速×,脚捌き△,,ディープインパクト,49,6%,16%,24%,48(栗Ｐ),48(栗Ｐ),42,コース終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=04263309&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,4,シャインフリーリー,柴田大知,27.9,8,中速バランス,ピッタリ,55,Ｄ,Ｄ,9,45,48,-17,7,11%,37 (12),58 (3),68 (2),57 (3),42 (11),12,27,最内,10,16,内,9,9,中,58,[続][瞬],42,枠脚質×,20,0%,5%,10%,深山雅史,コスモヴューＦ,2,9,11 %,22 %,22 %,1,0%,100%,100 %,牡,4,短,普,中標起,△,枠駐不良,砂被る○,腰甘い,ウインブライト,6,17%,17%,17%,,51(美坂),48,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=04263309&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,5,ノーマジック,水沼元輝,64.1,13,低速バランス,カスリ,34,Ｄ,Ｄ,12,34,42,-34,12,14%,43 (11),40 (11),52 (4),46 (9),43 (10),11,22,内,11,16,中,12,15,中,53,[瞬],41,,5,20%,20%,20%,戸田博文,ムラセファーム,1,221,2 %,6 %,10 %,4,0%,0%,0 %,牝,5,普,普,小ベ,△,フット×,左斜飛,平地力×,ストロングリターン,2,0%,0%,0%,54(南Ｗ),51(南Ｗ),42,併用平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=04263309&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,6,オプレントジュエル,三浦皇成,10.9,5,中速バランス,ピッタリ,62,Ｃ,Ｂ,6,51,55,-4,4,0%,51 (7),51 (4),49 (8),54 (4),57 (5),7,15,最内,5,9,内,6,6,外,56,[続][瞬],49,"枠脚質○,直近▲",19,0%,21%,26%,中舘英二,山元トレセン,2,37,8 %,24 %,32 %,3,33%,33%,67 %,牝,4,短,普,小ベ,△,B必要,腰甘い,,ブリックスアンドモルタル,16,6%,13%,13%,58(美坂),54(美坂),55,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=04263309&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,7,ミッドセンチュリー,嶋田純次,14.7,7,中速バランス,ピッタリ,62,Ｃ,Ｓ,7,51,37,-22,9,4%,54 (5),50 (6),45 (9),52 (5),58 (4),4,11,最内,4,8,最内,7,6,内,58,[先][追],48,枠脚質○,9,0%,0%,0%,松山将樹,ミルファーム千葉,4,6,0 %,0 %,17 %,2,0%,0%,50 %,牡,4,短,短,小ベ,○,腰甘い,上が速×,展開待ち,トゥザグローリー,2,0%,0%,0%,,39(南Ｗ),37,コース終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=04263309&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,8,ゴンファロニエーレ,戸崎圭太,3.9,2,中速バランス,ピッタリ,72,Ｃ,Ｄ,4,56,55,1,2,0%,60 (3),70 (1),50 (7),52 (7),53 (7),2,6,内,1,0,内,4,3,内,55,[先][続][瞬],62,"調教師○,馬主○,枠脚質×,直近×",19,21%,37%,42%,田中博康,ノーザンＦ天栄,1,343,22 %,36 %,46 %,3,0%,0%,33 %,牡,3,短,普,細ベ,△,腰甘い,脚捌き△,,エピファネイア,30,10%,30%,37%,59(南Ｗ),50(南Ｗ),55,コース平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=04263309&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,9,コウセイケンタロス,上里直汰,57.6,12,低速瞬発,,28,Ｄ,Ｄ,13,24,42,-44,13,44%,44 (10),39 (13),50 (6),41 (12),37 (12),10,22,最内,12,17,最内,13,17,内,55,,45,,3,0%,0%,0%,和田雄二,オークヒルファーム,1,129,0 %,2 %,2 %,1,0%,0%,0 %,セ,4,短,短,小標起,○,上が速×,腰甘い,,ハービンジャー,57,7%,11%,18%,51(南Ｗ),43(南Ｗ),42,コース平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=04263309&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,10,フォーグッド,原優介,38.8,10,中速バランス,ピッタリ,41,Ｄ,Ｄ,10,41,45,-24,11,22%,46 (8),44 (9),50 (5),52 (6),52 (8),8,20,最内,8,14,最内,10,13,内,58,[追][久][続],42,"枠脚質×,直近○",12,0%,8%,17%,平岩大典,ノーザンＦ天栄,1,5,0 %,0 %,0 %,14,0%,29%,36 %,セ,7,普,普,小ベ,○,時計速×,時計掛○,上が速×,ディープインパクト,49,6%,16%,24%,51(南Ｗ),53(南Ｗ),45,コース終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=04263309&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,11,ランブルスコ,Ｃ．ルメール,3.1,1,低速瞬発,,86,Ａ,Ｓ,1,51,55,-4,5,67%,32 (13),50 (5),69 (1),70 (1),59 (2),13,31,最内,13,19,最内,1,0,外,55,[先][追][続][瞬],69,枠脚質×,8,63%,75%,100%,蛯名正義,ノーザンＦ天栄,1,127,10 %,20 %,27 %,3,33%,67%,67 %,牡,3,短,短,小標ベ,△,腰甘い,広馬場向,,キタサンブラック,19,5%,11%,16%,58(南Ｗ),47(南Ｗ),55,コース終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=04263309&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,12,テイキットイージー,武藤雅,29.6,9,低速バランス,カスリ,58,Ｄ,Ｄ,8,51,48,-11,6,7%,45 (9),48 (8),54 (3),60 (2),60 (1),9,21,中,9,15,外,8,8,大外,58,[久][続][瞬],42,枠脚質×,14,0%,0%,0%,萱野浩二,ビッグレッドＦ鉾田,4,6,17 %,33 %,33 %,2,0%,0%,0 %,牡,5,短,普,中標ベ,○,器用さ欠,時計速×,上が掛○,ゴールドシップ,85,5%,12%,18%,28(南Ｗ),50(南Ｗ),48,コース終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=04263309&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,13,マイネルリーヒム,菊沢一樹,5.7,4,中速持続,カスリ,75,Ｂ,Ｂ,2,57,55,2,1,0%,66 (1),68 (2),43 (12),43 (11),47 (9),1,0,最内,2,0,最内,2,3,最内,55,[続][瞬],53,"枠脚質○,直近◎,誕(無)",28,4%,4%,14%,武市康男,ビッグレッドＦ鉾田,3,14,0 %,21 %,29 %,1,0%,0%,0 %,牡,3,短,普,小標,△,荒馬場○,追頭上る,手前替×,ゴールドシップ,85,5%,12%,18%,48(南Ｗ),46(南Ｗ),55,コース平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=04263309&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,1,ビリオネアボーイ,丸田恭介,77.1,14,超高速瞬発,,33,Ｄ,Ｄ,17,33,52,-25,14,33%,39 (16),38 (16),48 (13),42 (15),40 (16),12,12,最内,14,10,最内,17,23,最内,58,[続][瞬],41,枠脚質×,27,0%,0%,15%,武市康男,菅井牧場,1,11,9 %,18 %,18 %,,,,,牡,4,普,普,小標ベ,△,前行く○,気難しい,,アメリカンファラオ,11,9%,9%,9%,51(南Ｗ),59(南Ｗ),52,コース平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=04263310&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,2,アルシャンティ,杉原誠人,112.6,17,高速スタミナ,カスリ,31,Ｄ,Ｄ,18,31,43,-36,17,14%,58 (5),56 (7),49 (10),32 (17),23 (18),3,3,内,6,2,内,18,24,内,56,[追][瞬],51,,44,5%,11%,16%,室井潔,相川牧場,1,2,0 %,0 %,0 %,1,0%,0%,0 %,牝,4,短,短,小標起,○,突っ張る,スピ無し,腰甘い,バゴ,58,2%,3%,10%,44(南Ｗ),51(南Ｗ),43,併用終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=04263310&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,3,キャトルエピス,Ｍ．ミシェル,15.0,5,中速底力,カスリ,79,Ｂ,Ｓ,3,43,54,-13,8,12%,61 (3),58 (3),48 (12),43 (14),41 (15),4,4,最内,4,0,最内,3,9,最内,56,,56,,,%,%,%,栗田徹,山元トレセン,1,91,4 %,13 %,25 %,4,25%,25%,50 %,牝,4,短,短,細標ベ,○,脚捌き△,渋馬場○,上が掛○,キズナ,259,12%,19%,26%,64(南Ｗ),63(美坂),54,併用平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=04263310&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,4,ソードスレイプニル,今村聖奈,18.3,7,高速スタミナ,カスリ,62,Ｃ,Ｓ,8,48,52,-10,7,57%,64 (2),54 (8),40 (16),48 (10),57 (5),2,2,最内,5,2,最内,8,14,最内,51,[先][追][瞬],50,枠脚質○,34,3%,6%,9%,鈴木慎太郎,エスティＦ小見川,1,49,10 %,20 %,31 %,4,25%,50%,50 %,牝,3,短,短,小ベ,△,芝向き,完歩小さ,突っ張る,インディチャンプ,24,8%,25%,29%,56(南Ｗ),67(南Ｗ),52,併用平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=04263310&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,5,メイリー,武藤雅,13.0,4,高速スタミナ,カスリ,58,Ｄ,Ｄ,11,51,35,-24,12,31%,33 (18),43 (13),60 (3),65 (2),65 (1),18,17,最内,16,12,中,11,18,外,56,[久][続][瞬],40,枠脚質×,34,0%,3%,6%,鈴木慎太郎,エスティＦ小見川,2,25,8 %,16 %,28 %,4,0%,0%,0 %,牝,4,短,短,小ベ,○,芝軽い○,内枠○,完歩小さ,タワーオブロンドン,19,5%,21%,37%,,39(南Ｗ),35,コース終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=04263310&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,6,タイセイフレッサ,戸崎圭太,3.3,2,高速底力,ピッタリ,81,Ｂ,Ｃ,2,53,59,2,1,11%,43 (13),58 (4),65 (2),65 (1),60 (3),13,12,内,8,3,外,2,9,大外,53,[先][続][瞬],53,"調教師○,枠脚質×,直近×",45,22%,36%,49%,斎藤誠,エスティＦ小見川,1,255,9 %,15 %,25 %,6,17%,33%,50 %,牝,3,短,普,細ベ,○,突っ張る,時計速×,,キズナ,259,12%,19%,26%,62(美坂),68(美坂),59,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=04263310&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,7,ベレーバスク,丸山元気,11.4,3,高速持続,カスリ,72,Ｃ,Ｓ,4,54,55,-1,3,0%,52 (8),58 (5),56 (5),56 (5),53 (8),8,6,中,1,0,外,4,11,外,53,[先][続][瞬],43,"枠脚質×,直近×",32,3%,13%,25%,清水英克,ビッグレッドＦ鉾田,2,30,3 %,3 %,10 %,2,0%,0%,0 %,牝,3,短,短,細標ベ,△,上が速×,腰甘い,,ベンバトル,26,8%,19%,27%,,53(南Ｗ),55,コース終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=04263310&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,8,フェーダーローター,柴田大知,30.3,12,高速持続,カスリ,56,Ｄ,Ｄ,9,46,39,-25,13,11%,47 (12),50 (10),54 (7),54 (7),54 (7),11,10,最内,11,5,内,9,16,外,53,[続][瞬],48,"馬主○,枠脚質×",25,0%,0%,4%,天間昭一,ビッグレッドＦ鉾田,2,31,10 %,10 %,13 %,1,0%,0%,0 %,牝,3,短,短,小標ベ,△,腰甘い,完歩小さ,,ベンバトル,26,8%,19%,27%,,25(南Ｗ),39,コース平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=04263310&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,9,ライネリーベ,Ｃ．ルメール,2.5,1,高速スタミナ,カスリ,123,ＡＡ,ＡＡ,1,56,55,1,2,0%,51 (9),66 (1),67 (1),61 (3),52 (11),10,8,最内,2,0,内,1,0,内,56,[先][追][続][瞬],83,"調教師○,枠脚質○",24,25%,54%,58%,木村哲也,ノーザンＦ天栄,1,697,20 %,33 %,43 %,6,0%,33%,50 %,牝,4,短,短,小標ベ,○,腰甘い,完歩小さ,突っ張る,サトノダイヤモンド,99,8%,16%,24%,64(南Ｗ),42(南Ｗ),55,併用終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=04263310&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,10,ワカミヤイリオス,水沼元輝,103.3,16,超低速スタミナ,,38,Ｄ,Ｄ,16,38,39,-33,16,50%,38 (17),36 (17),48 (14),46 (12),47 (13),17,15,最内,18,12,内,16,22,外,55,[瞬],38,,13,0%,0%,0%,西田雄一郎,エスティＦ小見川,1,29,0 %,0 %,0 %,,,,,セ,4,短,短,小ベ,△,腰甘い,,,ルヴァンスレーヴ,5,0%,20%,20%,,48(南Ｗ),39,コース平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=04263310&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,11,ダイユウルミナス,小崎綾也,98.5,15,超高速底力,カスリ,54,Ｄ,Ｄ,10,48,48,-14,9,60%,57 (6),57 (6),50 (9),48 (11),47 (12),6,5,内,7,2,中,10,17,中,53,[久][続][瞬],51,,15,0%,7%,7%,松永康利,沼田ファーム,4,39,3 %,8 %,15 %,,,,,牝,3,短,短,小標ベ,△,腰甘い,,,ダノンスマッシュ,32,0%,9%,16%,43(美坂),45(南Ｗ),48,坂路終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=04263310&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,12,カシノリアーナ,谷原柚希,118.9,18,超高速スタミナ,,43,Ｄ,Ｄ,13,40,30,-40,18,33%,47 (11),39 (15),41 (15),46 (13),52 (10),14,12,中,13,10,内,13,20,外,50,,54,,2,0%,0%,0%,天間昭一,阿見トレセン,1,25,12 %,20 %,24 %,3,33%,33%,33 %,牝,3,短,短,小標ベ,△,腰甘い,,,サトノクラウン,86,6%,7%,14%,36(美坂),12(南Ｗ),30,併用中重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=04263310&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,13,サーロー,原優介,28.9,11,低速底力,,40,Ｄ,Ｄ,15,42,51,-17,10,33%,70 (1),52 (9),31 (17),32 (18),39 (17),1,0,最内,10,4,最内,15,21,最内,53,[追][久][続],42,"枠脚質×,直近○",42,2%,5%,17%,勢司和浩,ＫＳトレーニングＣ,1,112,2 %,3 %,10 %,3,33%,33%,33 %,牝,3,短,短,小標ベ,△,腰甘い,外枠○,,ヘンリーバローズ,8,0%,0%,0%,62(南Ｗ),52(南Ｗ),51,コース終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=04263310&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,14,ホットゥトロット,大野拓弥,19.6,9,高速スタミナ,カスリ,45,Ｄ,Ｄ,12,38,52,-20,11,29%,40 (14),39 (14),48 (11),53 (8),56 (6),15,14,内,15,11,外,12,19,大外,55,[先][追][瞬],46,"枠脚質○,直近○",28,11%,25%,29%,堀内岳志,下河辺牧場,1,15,0 %,0 %,7 %,5,0%,0%,0 %,牡,3,短,短,小ベ,△,フット×,手前替×,,インディチャンプ,24,8%,25%,29%,53(南Ｗ),41(南Ｗ),52,コース終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=04263310&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,15,ディサイドオンミー,上里直汰,73.3,13,超高速スタミナ,,41,Ｄ,Ｄ,14,39,41,-30,15,0%,53 (7),35 (18),31 (18),40 (16),53 (9),7,6,最内,17,12,最内,14,21,中,50,,49,,7,0%,0%,0%,堀内岳志,山元トレセン,5,,,,,,,,,牝,3,短,短,細ベ,△,食い細,上が速×,内枠○,ベンバトル,26,8%,19%,27%,,,41,,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=04263310&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,16,リラベガ,菊沢一樹,16.2,6,超高速底力,カスリ,68,Ｃ,Ｓ,6,51,55,-4,6,29%,39 (15),45 (12),56 (6),60 (4),61 (2),16,14,中,12,9,中,6,13,内,53,[続][瞬],56,"枠脚質○,直近◎,誕(無)",62,3%,8%,10%,岩戸孝樹,エスティＦ小見川,1,151,7 %,10 %,16 %,4,25%,25%,50 %,牝,3,短,短,小標ベ,△,腰甘い,突っ張る,,タリスマニック,19,0%,0%,0%,57(南Ｗ),57(南Ｗ),55,併用平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260829&racekey=04263310&jo=0&idpm=iFT66JycF8pFY,PASS
