日付,開催場,R,race_id,racekey,発走,番組表示,馬番,馬名,枠,印,性齢,斤量,騎手,最高指数,5走平均,距離指数,コース指数,3走,2走,前走,単勝オッズ,人気,source_url,source_status
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,10,ドリームリボン,,,,55,菱田裕,,,,,,,,,,https://race.netkeiba.com/race/speed.html?race_id=202607030303,HOLD_SOURCE_NOT_PUBLISHED
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,11,カラスアゲハ,,,,53◇,永島ま,,,,,,,,,,https://race.netkeiba.com/race/speed.html?race_id=202607030303,HOLD_SOURCE_NOT_PUBLISHED
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,12,ウルウノマーズ,,,,55,藤懸貴,,,,,,,,,,https://race.netkeiba.com/race/speed.html?race_id=202607030303,HOLD_SOURCE_NOT_PUBLISHED
2026-08-29,中京,4,202607030304,07263304,11:25,4R 芝2200 ３歳未勝利 11:25,1,タイセイグローバル,1,--,牡3,57,角田大和,88,78*,88,88,51,88,78,47.3,10,https://race.netkeiba.com/race/speed.html?race_id=202607030304,PASS
2026-08-29,中京,4,202607030304,07263304,11:25,4R 芝2200 ３歳未勝利 11:25,2,アメジストブリエ,1,--,牝3,55,富田暁,86,74*,86,86,73,65,72,76.2,14,https://race.netkeiba.com/race/speed.html?race_id=202607030304,PASS
2026-08-29,中京,4,202607030304,07263304,11:25,4R 芝2200 ３歳未勝利 11:25,3,プロスト,2,--,牡3,57,田口貫太,97,76,74,97,70,72,97,29.9,8,https://race.netkeiba.com/race/speed.html?race_id=202607030304,PASS
2026-08-29,中京,4,202607030304,07263304,11:25,4R 芝2200 ３歳未勝利 11:25,4,ヴィスメンティス,2,--,牡3,57,吉村誠之助,92,79,92,92,86,78,92,9.6,6,https://race.netkeiba.com/race/speed.html?race_id=202607030304,PASS
2026-08-29,中京,4,202607030304,07263304,11:25,4R 芝2200 ３歳未勝利 11:25,5,ジュンヴァッテッド,3,--,牡3,55,△柴田裕一郎,79,78*,未,未,-,79,76,103.6,15,https://race.netkeiba.com/race/speed.html?race_id=202607030304,PASS
2026-08-29,中京,4,202607030304,07263304,11:25,4R 芝2200 ３歳未勝利 11:25,6,カパルア,3,--,牡3,57,太宰啓介,74,65,未,72,72,65,41,68.9,13,https://race.netkeiba.com/race/speed.html?race_id=202607030304,PASS
2026-08-29,中京,4,202607030304,07263304,11:25,4R 芝2200 ３歳未勝利 11:25,7,クールドリオン,4,--,牡3,57,団野大成,84,78*,未,71,71,78,84,4.9,2,https://race.netkeiba.com/race/speed.html?race_id=202607030304,PASS
2026-08-29,中京,4,202607030304,07263304,11:25,4R 芝2200 ３歳未勝利 11:25,8,スクランプシャス,4,--,牡3,57,菱田裕二,94,84,94,83,94,77,83,5.2,3,https://race.netkeiba.com/race/speed.html?race_id=202607030304,PASS
2026-08-29,中京,4,202607030304,07263304,11:25,4R 芝2200 ３歳未勝利 11:25,9,サンタカタリナ,5,--,牝3,55,松若風馬,74,67*,67,未,59,67,69,28.6,7,https://race.netkeiba.com/race/speed.html?race_id=202607030304,PASS
2026-08-29,中京,4,202607030304,07263304,11:25,4R 芝2200 ３歳未勝利 11:25,10,テイエムプレミラン,5,--,牡3,54,▲森田誠也,94,80*,94,未,94,78,67,61.5,12,https://race.netkeiba.com/race/speed.html?race_id=202607030304,PASS
2026-08-29,中京,4,202607030304,07263304,11:25,4R 芝2200 ３歳未勝利 11:25,11,パシフィックドーン,6,--,牡3,57,西村淳也,-,-,未,未,-,-,-,8.9,5,https://race.netkeiba.com/race/speed.html?race_id=202607030304,PASS
2026-08-29,中京,4,202607030304,07263304,11:25,4R 芝2200 ３歳未勝利 11:25,12,チュオンソン,6,--,牡3,57,酒井学,83,78,83,79,76,75,79,36.3,9,https://race.netkeiba.com/race/speed.html?race_id=202607030304,PASS
2026-08-29,中京,4,202607030304,07263304,11:25,4R 芝2200 ３歳未勝利 11:25,13,マイコンプリート,7,--,セ3,57,岩田望来,86,86*,未,86,-,-,86,3.2,1,https://race.netkeiba.com/race/speed.html?race_id=202607030304,PASS
2026-08-29,中京,4,202607030304,07263304,11:25,4R 芝2200 ３歳未勝利 11:25,14,マテンロウルクス,7,--,牡3,57,中井裕二,23,23*,23,未,23,66,61,160.6,16,https://race.netkeiba.com/race/speed.html?race_id=202607030304,PASS
2026-08-29,中京,4,202607030304,07263304,11:25,4R 芝2200 ３歳未勝利 11:25,15,レイアン,8,--,牝3,55,Ｍ．デムーロ,78,69*,未,78,61,68,78,57.3,11,https://race.netkeiba.com/race/speed.html?race_id=202607030304,PASS
2026-08-29,中京,4,202607030304,07263304,11:25,4R 芝2200 ３歳未勝利 11:25,16,ナムラヴンダー,8,--,牡3,57,幸英明,94,84,94,94,75,94,78,7.5,4,https://race.netkeiba.com/race/speed.html?race_id=202607030304,PASS
2026-08-29,中京,5,202607030305,07263305,11:55,5R 芝2000 ３歳未勝利(無料開放レース) 11:55,1,ワンダーデリエール,1,--,牝3,54,☆田山旺佑,77,74*,77,77,76,70,77,11.4,6,https://race.netkeiba.com/race/speed.html?race_id=202607030305,PASS
2026-08-29,中京,5,202607030305,07263305,11:55,5R 芝2000 ３歳未勝利(無料開放レース) 11:55,2,リアライズアリス,2,--,牝3,55,松若風馬,89,75*,未,89,71,66,89,28.9,7,https://race.netkeiba.com/race/speed.html?race_id=202607030305,PASS
2026-08-29,中京,5,202607030305,07263305,11:55,5R 芝2000 ３歳未勝利(無料開放レース) 11:55,3,サンスベリア,3,--,牝3,55,中井裕二,36,36*,36,未,-,-,36,122,11,https://race.netkeiba.com/race/speed.html?race_id=202607030305,PASS
2026-08-29,中京,5,202607030305,07263305,11:55,5R 芝2000 ３歳未勝利(無料開放レース) 11:55,4,コスモフィレンツェ,4,--,牡3,57,幸英明,94,83,92,92,94,79,92,3.6,2,https://race.netkeiba.com/race/speed.html?race_id=202607030305,PASS
2026-08-29,中京,5,202607030305,07263305,11:55,5R 芝2000 ３歳未勝利(無料開放レース) 11:55,5,クランズクラウン,4,--,牝3,55,泉谷楓真,85,74,85,未,76,70,78,8.6,4,https://race.netkeiba.com/race/speed.html?race_id=202607030305,PASS
2026-08-29,中京,5,202607030305,07263305,11:55,5R 芝2000 ３歳未勝利(無料開放レース) 11:55,6,パンキー,5,--,牡3,57,西村淳也,89,80,89,89,74,71,83,7,3,https://race.netkeiba.com/race/speed.html?race_id=202607030305,PASS
2026-08-29,中京,5,202607030305,07263305,11:55,5R 芝2000 ３歳未勝利(無料開放レース) 11:55,7,スリーキズナヒメ,5,--,牝3,53,◇永島まなみ,72,61*,63,未,63,72,72,234.7,13,https://race.netkeiba.com/race/speed.html?race_id=202607030305,PASS
2026-08-29,中京,5,202607030305,07263305,11:55,5R 芝2000 ３歳未勝利(無料開放レース) 11:55,8,ゴールデンテティス,6,--,牝3,55,加藤祥太,87,80,79,79,87,82,79,9.9,5,https://race.netkeiba.com/race/speed.html?race_id=202607030305,PASS
2026-08-29,中京,5,202607030305,07263305,11:55,5R 芝2000 ３歳未勝利(無料開放レース) 11:55,9,ウインリーブル,6,--,牝3,55,国分優作,-,-,未,未,-,-,-,37.2,8,https://race.netkeiba.com/race/speed.html?race_id=202607030305,PASS
2026-08-29,中京,5,202607030305,07263305,11:55,5R 芝2000 ３歳未勝利(無料開放レース) 11:55,10,ビクスバイト,7,--,牝3,55,川田将雅,81,76*,81,81,74,73,81,2.4,1,https://race.netkeiba.com/race/speed.html?race_id=202607030305,PASS
2026-08-29,中京,5,202607030305,07263305,11:55,5R 芝2000 ３歳未勝利(無料開放レース) 11:55,11,ラピス,7,--,牝3,55,団野大成,81,55,81,81,-8,73,81,47.1,9,https://race.netkeiba.com/race/speed.html?race_id=202607030305,PASS
2026-08-29,中京,5,202607030305,07263305,11:55,5R 芝2000 ３歳未勝利(無料開放レース) 11:55,12,クラリノ,8,--,牝3,55,高倉稜,78,70*,78,未,66,70,67,79.4,10,https://race.netkeiba.com/race/speed.html?race_id=202607030305,PASS
2026-08-29,中京,5,202607030305,07263305,11:55,5R 芝2000 ３歳未勝利(無料開放レース) 11:55,13,プリティウーマン,8,--,牝3,55,富田暁,65,56*,49,未,53,49,65,171.9,12,https://race.netkeiba.com/race/speed.html?race_id=202607030305,PASS
2026-08-29,中京,6,202607030306,07263306,15:00,6R ダ1200 清洲特別 2勝クラス WIN5 15:00,1,フィドルファドル,1,--,牝4,56,川田将雅,96,86,101,101,91,95,81,3.2,1,https://race.netkeiba.com/race/speed.html?race_id=202607030306,PASS
2026-08-29,中京,6,202607030306,07263306,15:00,6R ダ1200 清洲特別 2勝クラス WIN5 15:00,2,ザウリ,2,--,牡7,58,田口貫太,105,88,96,94,72,105,72,21.3,7,https://race.netkeiba.com/race/speed.html?race_id=202607030306,PASS
2026-08-29,中京,6,202607030306,07263306,15:00,6R ダ1200 清洲特別 2勝クラス WIN5 15:00,3,オコタンペ,3,--,牡5,58,富田暁,89,87,100,94,89,81,89,23.2,8,https://race.netkeiba.com/race/speed.html?race_id=202607030306,PASS
2026-08-29,中京,6,202607030306,07263306,15:00,6R ダ1200 清洲特別 2勝クラス WIN5 15:00,4,シルフズミスチーフ,4,--,牝4,56,岩田望来,95,86,89,89,95,79,89,5.4,3,https://race.netkeiba.com/race/speed.html?race_id=202607030306,PASS
2026-08-29,中京,6,202607030306,07263306,15:00,6R ダ1200 清洲特別 2勝クラス WIN5 15:00,5,ルクスレイモンド,4,--,牡3,56,坂井瑠星,95,88,84,95,93,86,84,3.3,2,https://race.netkeiba.com/race/speed.html?race_id=202607030306,PASS
2026-08-29,中京,6,202607030306,07263306,15:00,6R ダ1200 清洲特別 2勝クラス WIN5 15:00,6,ダノンモンテローザ,5,--,セ5,58,田山旺佑,87,78,87,未,82,83,79,18.9,6,https://race.netkeiba.com/race/speed.html?race_id=202607030306,PASS
2026-08-29,中京,6,202607030306,07263306,15:00,6R ダ1200 清洲特別 2勝クラス WIN5 15:00,7,ローマンレイク,5,--,牝5,56,角田大和,97,76,未,85,80,97,64,49.4,10,https://race.netkeiba.com/race/speed.html?race_id=202607030306,PASS
2026-08-29,中京,6,202607030306,07263306,15:00,6R ダ1200 清洲特別 2勝クラス WIN5 15:00,8,ブルーノート,6,--,牡7,58,松若風馬,95,84,94,89,78,81,95,73.7,11,https://race.netkeiba.com/race/speed.html?race_id=202607030306,PASS
2026-08-29,中京,6,202607030306,07263306,15:00,6R ダ1200 清洲特別 2勝クラス WIN5 15:00,9,シアター,6,--,牝5,56,長岡禎仁,84,81*,84,未,81,84,77,73.8,12,https://race.netkeiba.com/race/speed.html?race_id=202607030306,PASS
2026-08-29,中京,6,202607030306,07263306,15:00,6R ダ1200 清洲特別 2勝クラス WIN5 15:00,10,リードプリンシパル,7,--,牝4,56,川端海翼,86,68,86,86,75,58,86,112.4,13,https://race.netkeiba.com/race/speed.html?race_id=202607030306,PASS
2026-08-29,中京,6,202607030306,07263306,15:00,6R ダ1200 清洲特別 2勝クラス WIN5 15:00,11,アオイレーギーナ,7,--,牝4,56,幸英明,-,-,80,80,79,92,84,14.4,5,https://race.netkeiba.com/race/speed.html?race_id=202607030306,PASS
2026-08-29,中京,6,202607030306,07263306,15:00,6R ダ1200 清洲特別 2勝クラス WIN5 15:00,12,バッハアルプゼー,8,--,牡4,58,西村淳也,84,86*,98,-,-,84,84,6.3,4,https://race.netkeiba.com/race/speed.html?race_id=202607030306,PASS
2026-08-29,中京,6,202607030306,07263306,15:00,6R ダ1200 清洲特別 2勝クラス WIN5 15:00,13,ゲーベル,8,--,牡5,58,吉村誠之助,89,77,99,87,69,87,79,42.7,9,https://race.netkeiba.com/race/speed.html?race_id=202607030306,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,1,ボンヌソワレ,1,--,牝4,56,川田将雅,97,90,97,83,83,91,97,3.9,1,https://race.netkeiba.com/race/speed.html?race_id=202607030307,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,2,ロードマイライフ,2,--,牡5,58,長岡禎仁,96,94*,91,未,79,94,96,28.8,9,https://race.netkeiba.com/race/speed.html?race_id=202607030307,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,3,ビップジーニー,2,--,牡5,58,田山旺佑,99,74,99,44,80,98,77,34.7,10,https://race.netkeiba.com/race/speed.html?race_id=202607030307,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,4,ブルクトーア,3,--,牡4,58,亀田温心,95,85,96,96,86,87,86,10.7,6,https://race.netkeiba.com/race/speed.html?race_id=202607030307,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,5,チャンネルトンネル,3,--,牡5,58,団野大成,99,95,77,90,94,92,99,6.5,4,https://race.netkeiba.com/race/speed.html?race_id=202607030307,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,6,セシリエプラージュ,4,--,牝5,56,Ｍ．デムーロ,90,82,104,未,82,90,76,40.1,12,https://race.netkeiba.com/race/speed.html?race_id=202607030307,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,7,コト,4,--,牝5,56,田口貫太,101,86*,101,93,80,93,74,45.3,13,https://race.netkeiba.com/race/speed.html?race_id=202607030307,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,8,ダークエクリプス,5,--,牡7,58,松若風馬,96,89,95,93,96,87,89,79.4,15,https://race.netkeiba.com/race/speed.html?race_id=202607030307,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,9,モジャーリオ,5,--,牡4,58,菱田裕二,96,91,95,86,95,83,90,16.2,7,https://race.netkeiba.com/race/speed.html?race_id=202607030307,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,10,ポッドロワール,6,--,牡4,58,岩田望来,101,89,101,未,82,82,101,5,2,https://race.netkeiba.com/race/speed.html?race_id=202607030307,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,11,フライングブレード,6,--,牡6,58,幸英明,99,89,93,95,87,84,89,53.5,14,https://race.netkeiba.com/race/speed.html?race_id=202607030307,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,12,ポエットリー,7,--,牝5,56,富田暁,97,90,98,86,74,85,94,36.6,11,https://race.netkeiba.com/race/speed.html?race_id=202607030307,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,13,ユハンヌス,7,--,牡6,58,吉村誠之助,106,88,106,105,92,81,79,22.8,8,https://race.netkeiba.com/race/speed.html?race_id=202607030307,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,14,ガンマジーティーピ,8,--,牡4,58,西村淳也,98,90,98,93,93,98,86,6,3,https://race.netkeiba.com/race/speed.html?race_id=202607030307,PASS
2026-08-29,中京,7,202607030307,07263307,15:35,7R 芝1400 長篠ステークス 3勝クラス WIN5 15:35,15,ユウファラオ,8,--,牡3,55,中井裕二,91,84*,80,未,78,91,86,9.7,5,https://race.netkeiba.com/race/speed.html?race_id=202607030307,PASS
2026-08-29,中京,8,202607030308,07263308,16:10,8R 芝1400 桑名特別 2勝クラス 16:10,1,カウンティフェア,1,--,牝4,56,田山旺佑,95,86*,95,95,81,47,95,92.6,12,https://race.netkeiba.com/race/speed.html?race_id=202607030308,PASS
2026-08-29,中京,8,202607030308,07263308,16:10,8R 芝1400 桑名特別 2勝クラス 16:10,2,ツーネサーン,2,--,牡5,58,富田暁,102,91*,94,92,92,87,94,12.4,6,https://race.netkeiba.com/race/speed.html?race_id=202607030308,PASS
2026-08-29,中京,8,202607030308,07263308,16:10,8R 芝1400 桑名特別 2勝クラス 16:10,3,サロニコス,3,--,牝5,56,西村淳也,90,90,97,83,97,90,87,26.8,9,https://race.netkeiba.com/race/speed.html?race_id=202607030308,PASS
2026-08-29,中京,8,202607030308,07263308,16:10,8R 芝1400 桑名特別 2勝クラス 16:10,4,アムールリーベ,3,--,牝5,56,荻野琢真,94,88,94,79,79,94,92,24.8,8,https://race.netkeiba.com/race/speed.html?race_id=202607030308,PASS
2026-08-29,中京,8,202607030308,07263308,16:10,8R 芝1400 桑名特別 2勝クラス 16:10,5,サクラオーラ,4,--,牝7,56,酒井学,102,90,93,93,99,102,89,32.3,10,https://race.netkeiba.com/race/speed.html?race_id=202607030308,PASS
2026-08-29,中京,8,202607030308,07263308,16:10,8R 芝1400 桑名特別 2勝クラス 16:10,6,トライアンフパス,4,--,牝3,53,松若風馬,99,93,99,99,94,97,99,6.5,3,https://race.netkeiba.com/race/speed.html?race_id=202607030308,PASS
2026-08-29,中京,8,202607030308,07263308,16:10,8R 芝1400 桑名特別 2勝クラス 16:10,7,リアライズ,5,--,牡6,58,角田大和,102,86,102,93,82,99,98,10.5,5,https://race.netkeiba.com/race/speed.html?race_id=202607030308,PASS
2026-08-29,中京,8,202607030308,07263308,16:10,8R 芝1400 桑名特別 2勝クラス 16:10,8,キャッスルレイク,5,--,牝4,56,田口貫太,99,89*,99,99,85,91,99,13.3,7,https://race.netkeiba.com/race/speed.html?race_id=202607030308,PASS
2026-08-29,中京,8,202607030308,07263308,16:10,8R 芝1400 桑名特別 2勝クラス 16:10,9,エーデルヴェーグ,6,--,牝4,56,岩田望来,97,89,88,102,97,86,88,6.6,4,https://race.netkeiba.com/race/speed.html?race_id=202607030308,PASS
2026-08-29,中京,8,202607030308,07263308,16:10,8R 芝1400 桑名特別 2勝クラス 16:10,10,ワンコールアウェイ,6,--,牝4,56,吉村誠之助,97,90*,97,91,80,97,-,6.2,2,https://race.netkeiba.com/race/speed.html?race_id=202607030308,PASS
2026-08-29,中京,8,202607030308,07263308,16:10,8R 芝1400 桑名特別 2勝クラス 16:10,11,アスクキングコング,7,--,セ8,58,藤懸貴志,94,92*,94,92,76,94,89,156.5,13,https://race.netkeiba.com/race/speed.html?race_id=202607030308,PASS
2026-08-29,中京,8,202607030308,07263308,16:10,8R 芝1400 桑名特別 2勝クラス 16:10,12,サヴァビアン,7,--,牡8,58,秋山稔樹,89,68*,89,73,89,52,76,562.2,14,https://race.netkeiba.com/race/speed.html?race_id=202607030308,PASS
2026-08-29,中京,8,202607030308,07263308,16:10,8R 芝1400 桑名特別 2勝クラス 16:10,13,モンテディアーナ,8,--,牝4,56,団野大成,84,84*,71,84,83,64,84,43.8,11,https://race.netkeiba.com/race/speed.html?race_id=202607030308,PASS
2026-08-29,中京,8,202607030308,07263308,16:10,8R 芝1400 桑名特別 2勝クラス 16:10,14,ダガーリング,8,--,牡4,58,坂井瑠星,102,96,100,97,102,94,85,2.6,1,https://race.netkeiba.com/race/speed.html?race_id=202607030308,PASS
2026-08-29,中京,9,202607030309,07263309,16:45,9R ダ1800 ３歳上１勝クラス 16:45,1,ラグナトーレ,1,--,牝4,56,中井裕二,77,68,77,79,46,77,66,14.9,6,https://race.netkeiba.com/race/speed.html?race_id=202607030309,PASS
2026-08-29,中京,9,202607030309,07263309,16:45,9R ダ1800 ３歳上１勝クラス 16:45,2,ブラッドムーン,2,--,牝3,52,☆田山旺佑,66,57,66,66,54,52,66,32.2,9,https://race.netkeiba.com/race/speed.html?race_id=202607030309,PASS
2026-08-29,中京,9,202607030309,07263309,16:45,9R ダ1800 ３歳上１勝クラス 16:45,3,コンテナライン,3,--,牝4,56,鮫島良太,86,65,86,65,62,86,72,19.7,8,https://race.netkeiba.com/race/speed.html?race_id=202607030309,PASS
2026-08-29,中京,9,202607030309,07263309,16:45,9R ダ1800 ３歳上１勝クラス 16:45,4,セレーノ,4,--,牝3,51,◇永島まなみ,76,65,76,76,62,76,70,4.7,3,https://race.netkeiba.com/race/speed.html?race_id=202607030309,PASS
2026-08-29,中京,9,202607030309,07263309,16:45,9R ダ1800 ３歳上１勝クラス 16:45,5,クラテロス,5,--,牝3,53,岩田望来,68,59*,68,50,-,68,50,5,4,https://race.netkeiba.com/race/speed.html?race_id=202607030309,PASS
2026-08-29,中京,9,202607030309,07263309,16:45,9R ダ1800 ３歳上１勝クラス 16:45,6,ラテライト,6,--,牝4,56,菱田裕二,77,69,88,88,71,68,70,12.3,5,https://race.netkeiba.com/race/speed.html?race_id=202607030309,PASS
2026-08-29,中京,9,202607030309,07263309,16:45,9R ダ1800 ３歳上１勝クラス 16:45,7,リアンクトワ,7,--,牝5,54,△柴田裕一郎,82,75,79,未,82,77,50,16.6,7,https://race.netkeiba.com/race/speed.html?race_id=202607030309,PASS
2026-08-29,中京,9,202607030309,07263309,16:45,9R ダ1800 ３歳上１勝クラス 16:45,8,シエーナカラー,8,--,牝3,53,酒井学,76,66*,66,56,66,67,56,3.3,1,https://race.netkeiba.com/race/speed.html?race_id=202607030309,PASS
2026-08-29,中京,9,202607030309,07263309,16:45,9R ダ1800 ３歳上１勝クラス 16:45,9,メイショウアカリ,8,--,牝3,53,太宰啓介,63,58*,63,未,63,51,59,4.1,2,https://race.netkeiba.com/race/speed.html?race_id=202607030309,PASS
2026-08-29,中京,10,202607030310,07263310,17:15,10R ダ1400 ３歳上１勝クラス 17:15,1,ワイドグンサ,1,--,牡3,55,西村淳也,90,74*,90,未,79,52,90,5,2,https://race.netkeiba.com/race/speed.html?race_id=202607030310,PASS
2026-08-29,中京,10,202607030310,07263310,17:15,10R ダ1400 ３歳上１勝クラス 17:15,2,パヴィーア,1,--,牝4,56,岩田望来,93,82,93,93,84,89,62,14.5,6,https://race.netkeiba.com/race/speed.html?race_id=202607030310,PASS
2026-08-29,中京,10,202607030310,07263310,17:15,10R ダ1400 ３歳上１勝クラス 17:15,3,ハッピーラブソング,2,--,牝3,53,菱田裕二,69,67*,未,未,-,65,69,77.8,15,https://race.netkeiba.com/race/speed.html?race_id=202607030310,PASS
2026-08-29,中京,10,202607030310,07263310,17:15,10R ダ1400 ３歳上１勝クラス 17:15,4,タイニーワンダー,2,--,牝3,52,☆田山旺佑,94,81*,94,未,82,84,94,3.7,1,https://race.netkeiba.com/race/speed.html?race_id=202607030310,PASS
2026-08-29,中京,10,202607030310,07263310,17:15,10R ダ1400 ３歳上１勝クラス 17:15,5,ヴィヴァシャス,3,--,牝4,56,角田大和,84,71*,82,69,77,83,58,102.6,16,https://race.netkeiba.com/race/speed.html?race_id=202607030310,PASS
2026-08-29,中京,10,202607030310,07263310,17:15,10R ダ1400 ３歳上１勝クラス 17:15,6,ジューンセクレタ,3,--,牡3,55,富田暁,91,83,91,91,76,86,91,7.5,5,https://race.netkeiba.com/race/speed.html?race_id=202607030310,PASS
2026-08-29,中京,10,202607030310,07263310,17:15,10R ダ1400 ３歳上１勝クラス 17:15,7,ウォーターパラディ,4,--,牡4,58,国分恭介,90,79,90,85,86,77,78,30.9,9,https://race.netkeiba.com/race/speed.html?race_id=202607030310,PASS
2026-08-29,中京,10,202607030310,07263310,17:15,10R ダ1400 ３歳上１勝クラス 17:15,8,メイショウサトノヒ,4,--,牡4,58,幸英明,89,80,88,88,88,89,74,47.4,13,https://race.netkeiba.com/race/speed.html?race_id=202607030310,PASS
2026-08-29,中京,10,202607030310,07263310,17:15,10R ダ1400 ３歳上１勝クラス 17:15,9,ピョイットハレルヤ,5,--,牝3,53,松若風馬,82,64*,82,82,66,61,82,24.4,8,https://race.netkeiba.com/race/speed.html?race_id=202607030310,PASS
2026-08-29,中京,10,202607030310,07263310,17:15,10R ダ1400 ３歳上１勝クラス 17:15,10,リンゲルブルーメ,5,--,牝4,53,▲川端海翼,88,63,88,88,26,63,88,42.7,12,https://race.netkeiba.com/race/speed.html?race_id=202607030310,PASS
2026-08-29,中京,10,202607030310,07263310,17:15,10R ダ1400 ３歳上１勝クラス 17:15,11,アルプスオジョー,6,--,牝5,56,田口貫太,86,75,86,75,85,86,69,33.3,10,https://race.netkeiba.com/race/speed.html?race_id=202607030310,PASS
2026-08-29,中京,10,202607030310,07263310,17:15,10R ダ1400 ３歳上１勝クラス 17:15,12,マダムカマラード,6,--,牝3,53,秋山稔樹,70,56*,70,未,37,62,70,14.7,7,https://race.netkeiba.com/race/speed.html?race_id=202607030310,PASS
2026-08-29,中京,10,202607030310,07263310,17:15,10R ダ1400 ３歳上１勝クラス 17:15,13,グランメドウ,7,--,牡5,58,坂井瑠星,-,85*,89,未,79,86,89,7.5,4,https://race.netkeiba.com/race/speed.html?race_id=202607030310,PASS
2026-08-29,中京,10,202607030310,07263310,17:15,10R ダ1400 ３歳上１勝クラス 17:15,14,ハンザキ,7,--,牝3,51,◇永島まなみ,81,67*,81,未,54,66,81,38.6,11,https://race.netkeiba.com/race/speed.html?race_id=202607030310,PASS
2026-08-29,中京,10,202607030310,07263310,17:15,10R ダ1400 ３歳上１勝クラス 17:15,15,タイセイレグノ,8,--,セ4,58,国分優作,82,78,82,77,74,79,82,62.4,14,https://race.netkeiba.com/race/speed.html?race_id=202607030310,PASS
2026-08-29,中京,10,202607030310,07263310,17:15,10R ダ1400 ３歳上１勝クラス 17:15,16,ジャンヌドゥレーヴ,8,--,牝3,53,中井裕二,88,72*,88,未,57,71,88,6,3,https://race.netkeiba.com/race/speed.html?race_id=202607030310,PASS
2026-08-29,中京,11,202607030311,07263311,17:45,11R 芝1600 ３歳上１勝クラス 17:45,1,オーバースタンド,1,--,牡4,58,松若風馬,98,85,98,98,76,72,89,9.4,4,https://race.netkeiba.com/race/speed.html?race_id=202607030311,PASS
2026-08-29,中京,11,202607030311,07263311,17:45,11R 芝1600 ３歳上１勝クラス 17:45,2,エンベッカ,2,--,牝4,56,西村淳也,93,84,93,86,81,74,78,18.3,8,https://race.netkeiba.com/race/speed.html?race_id=202607030311,PASS
2026-08-29,中京,11,202607030311,07263311,17:45,11R 芝1600 ３歳上１勝クラス 17:45,3,ファルカータ,3,--,牝3,53,坂井瑠星,100,88*,100,100,-,75,100,3.1,1,https://race.netkeiba.com/race/speed.html?race_id=202607030311,PASS
2026-08-29,中京,11,202607030311,07263311,17:45,11R 芝1600 ３歳上１勝クラス 17:45,4,リアンマヒナ,4,--,牡3,55,岩田望来,93,81,90,53,93,90,69,4.7,3,https://race.netkeiba.com/race/speed.html?race_id=202607030311,PASS
2026-08-29,中京,11,202607030311,07263311,17:45,11R 芝1600 ３歳上１勝クラス 17:45,5,メイショウビストロ,4,--,牡4,58,菱田裕二,93,84,93,93,90,93,88,28.3,10,https://race.netkeiba.com/race/speed.html?race_id=202607030311,PASS
2026-08-29,中京,11,202607030311,07263311,17:45,11R 芝1600 ３歳上１勝クラス 17:45,6,レッドリガーレ,5,--,牡3,55,幸英明,89,85,89,87,82,87,87,10.9,5,https://race.netkeiba.com/race/speed.html?race_id=202607030311,PASS
2026-08-29,中京,11,202607030311,07263311,17:45,11R 芝1600 ３歳上１勝クラス 17:45,7,チャンピオンロード,5,--,牡3,55,富田暁,82,82*,未,82,-,-,82,105,12,https://race.netkeiba.com/race/speed.html?race_id=202607030311,PASS
