日付,開催場,R,race_id,racekey,発走,番組表示,馬番,馬名,枠,印,性齢,斤量,騎手,最高指数,5走平均,距離指数,コース指数,3走,2走,前走,単勝オッズ,人気,source_url,source_status
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,2,アムールドパリ,2,--,牝5,55,田辺裕信,103,94,100,89,100,103,88,14,5,https://race.netkeiba.com/race/speed.html?race_id=202604030308,PASS
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,3,タガノバビロン,3,--,牡4,57,松山弘平,111,103,111,未,99,106,101,1.6,1,https://race.netkeiba.com/race/speed.html?race_id=202604030308,PASS
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,4,フタイテンロック,4,--,牡7,57,小崎綾也,99,92,105,102,80,87,99,82.1,10,https://race.netkeiba.com/race/speed.html?race_id=202604030308,PASS
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,5,ショウナンライシン,5,--,牡6,58,原優介,109,93,96,78,94,102,94,65.8,8,https://race.netkeiba.com/race/speed.html?race_id=202604030308,PASS
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,6,カズタンジャー,6,--,牡5,59,Ｃ．ルメール,115,92,72,未,98,56,115,5.2,2,https://race.netkeiba.com/race/speed.html?race_id=202604030308,PASS
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,7,メイショウズイウン,6,--,牡4,57,石橋脩,105,91,104,未,94,90,85,28.2,6,https://race.netkeiba.com/race/speed.html?race_id=202604030308,PASS
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,8,ピースオブザライフ,7,--,牝6,55,武藤雅,94,87,103,103,85,84,80,189,11,https://race.netkeiba.com/race/speed.html?race_id=202604030308,PASS
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,9,ハセドン,7,--,牡7,58,菊沢一樹,103,96,84,未,96,103,83,47.6,7,https://race.netkeiba.com/race/speed.html?race_id=202604030308,PASS
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,10,ハビレ,8,--,牡5,57,岩田康誠,103,97,108,101,103,95,87,7.4,3,https://race.netkeiba.com/race/speed.html?race_id=202604030308,PASS
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,11,ベルイストワール,8,--,牝5,55,杉原誠人,88,82,88,88,73,87,88,74.9,9,https://race.netkeiba.com/race/speed.html?race_id=202604030308,PASS
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,1,ダンシングアウェイ,1,--,牡3,55,小崎綾也,80,-,未,未,7,12,18,116.2,9,https://race.netkeiba.com/race/speed.html?race_id=202604030309,PASS
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,2,プレイザリード,2,--,牡3,55,田辺裕信,83,75,57,57,82,83,57,4.8,3,https://race.netkeiba.com/race/speed.html?race_id=202604030309,PASS
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,3,ディーンズリスター,3,--,セ7,58,岩田康誠,101,85,101,74,101,94,74,10.3,5,https://race.netkeiba.com/race/speed.html?race_id=202604030309,PASS
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,4,シャインフリーリー,4,--,牡4,58,柴田大知,98,74,未,63,87,63,76,233.3,11,https://race.netkeiba.com/race/speed.html?race_id=202604030309,PASS
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,5,ノーマジック,4,--,牝5,53,▲水沼元輝,94,85*,未,77,71,76,70,237.7,12,https://race.netkeiba.com/race/speed.html?race_id=202604030309,PASS
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,6,オプレントジュエル,5,--,牝4,56,三浦皇成,98,84,未,82,86,82,75,8.4,4,https://race.netkeiba.com/race/speed.html?race_id=202604030309,PASS
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,7,ミッドセンチュリー,5,--,牡4,58,嶋田純次,96,81,96,84,81,88,75,13.4,6,https://race.netkeiba.com/race/speed.html?race_id=202604030309,PASS
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,8,ゴンファロニエーレ,6,--,牡3,55,戸崎圭太,92,73*,87,未,87,55,92,2.5,1,https://race.netkeiba.com/race/speed.html?race_id=202604030309,PASS
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,9,コウセイケンタロス,6,--,セ4,55,▲上里直汰,60,61*,未,未,69,63,60,854,13,https://race.netkeiba.com/race/speed.html?race_id=202604030309,PASS
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,10,フォーグッド,7,--,セ7,58,原優介,95,85,95,89,94,84,74,129.7,10,https://race.netkeiba.com/race/speed.html?race_id=202604030309,PASS
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,11,ランブルスコ,7,--,牡3,55,Ｃ．ルメール,76,69*,未,未,75,76,57,4,2,https://race.netkeiba.com/race/speed.html?race_id=202604030309,PASS
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,12,テイキットイージー,8,--,牡5,58,武藤雅,97,81,90,86,92,73,73,33.1,8,https://race.netkeiba.com/race/speed.html?race_id=202604030309,PASS
2026-08-29,新潟,9,202604030309,04263309,16:25,9R 芝2200 ３歳上１勝クラス(無料開放レース) 16:25,13,マイネルリーヒム,8,--,牡3,55,菊沢一樹,94,74,40,94,40,81,94,18,7,https://race.netkeiba.com/race/speed.html?race_id=202604030309,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,1,ビリオネアボーイ,1,--,牡4,58,丸田恭介,60,-,未,未,62,61,65,44.1,14,https://race.netkeiba.com/race/speed.html?race_id=202604030310,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,2,アルシャンティ,1,--,牝4,56,杉原誠人,77,74*,未,未,70,77,71,133.8,16,https://race.netkeiba.com/race/speed.html?race_id=202604030310,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,3,キャトルエピス,2,--,牝4,56,Ｍ．ミシェル,83,79*,未,未,76,77,78,27.2,10,https://race.netkeiba.com/race/speed.html?race_id=202604030310,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,4,ソードスレイプニル,2,--,牝3,51,◇今村聖奈,70,70*,未,70,46,63,70,20,7,https://race.netkeiba.com/race/speed.html?race_id=202604030310,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,5,メイリー,3,--,牝4,56,武藤雅,90,82,90,86,87,84,86,33.2,11,https://race.netkeiba.com/race/speed.html?race_id=202604030310,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,6,タイセイフレッサ,3,--,牝3,53,戸崎圭太,97,89,86,88,97,93,85,2.7,1,https://race.netkeiba.com/race/speed.html?race_id=202604030310,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,7,ベレーバスク,4,--,牝3,53,丸山元気,91,81,91,91,85,71,91,10.2,3,https://race.netkeiba.com/race/speed.html?race_id=202604030310,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,8,フェーダーローター,4,--,牝3,53,柴田大知,83,80,82,81,79,76,81,112.5,15,https://race.netkeiba.com/race/speed.html?race_id=202604030310,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,9,ライネリーベ,5,--,牝4,56,Ｃ．ルメール,88,84,87,87,87,88,84,3.1,2,https://race.netkeiba.com/race/speed.html?race_id=202604030310,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,10,ワカミヤイリオス,5,--,セ4,55,▲水沼元輝,-,-,未,未,28,10,57,26.2,9,https://race.netkeiba.com/race/speed.html?race_id=202604030310,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,11,ダイユウルミナス,6,--,牝3,53,小崎綾也,87,75,71,82,87,65,82,41.7,13,https://race.netkeiba.com/race/speed.html?race_id=202604030310,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,12,カシノリアーナ,6,--,牝3,50,★谷原柚希,83,70,未,65,76,59,69,264.2,18,https://race.netkeiba.com/race/speed.html?race_id=202604030310,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,13,サーロー,7,--,牝3,53,原優介,-,-,未,未,54,70,78,33.6,12,https://race.netkeiba.com/race/speed.html?race_id=202604030310,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,14,ホットゥトロット,7,--,牡3,55,大野拓弥,87,78,87,76,87,72,76,24.7,8,https://race.netkeiba.com/race/speed.html?race_id=202604030310,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,15,ディサイドオンミー,7,--,牝3,50,▲上里直汰,83,67*,57,未,83,45,42,150.7,17,https://race.netkeiba.com/race/speed.html?race_id=202604030310,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,16,リラベガ,8,--,牝3,53,菊沢一樹,91,82,86,86,91,82,86,19.6,6,https://race.netkeiba.com/race/speed.html?race_id=202604030310,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,17,ガミーヌ,8,--,牝3,51,△石神深道,90,81,84,90,77,79,90,18.5,5,https://race.netkeiba.com/race/speed.html?race_id=202604030310,PASS
2026-08-29,新潟,10,202604030310,04263310,17:00,10R 芝1400 ３歳上１勝クラス 17:00,18,タイキオーベロン,8,--,牡4,56,△石田拓郎,86,82,81,86,82,81,86,17.6,4,https://race.netkeiba.com/race/speed.html?race_id=202604030310,PASS
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,1,ウィズアツインクル,1,--,牡3,57,武藤雅,77,72*,未,73,74,36,73,76.4,12,https://race.netkeiba.com/race/speed.html?race_id=202604030311,PASS
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,2,ムーングレイル,1,--,セ3,55,△石神深道,90,81,未,65,79,85,79,8,3,https://race.netkeiba.com/race/speed.html?race_id=202604030311,PASS
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,3,エリュグレイス,2,--,牝3,55,戸崎圭太,92,72*,92,未,92,65,52,4.3,2,https://race.netkeiba.com/race/speed.html?race_id=202604030311,PASS
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,4,ジーナグレイス,2,--,牝3,55,川須栄彦,75,70,75,73,75,73,69,36.6,7,https://race.netkeiba.com/race/speed.html?race_id=202604030311,PASS
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,5,グランフルス,3,--,牡3,57,菊沢一樹,78,70,68,58,73,78,68,83,13,https://race.netkeiba.com/race/speed.html?race_id=202604030311,PASS
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,6,レインボーワールド,3,--,牝3,55,野中悠太郎,-,-,未,未,-,44,54,210.5,17,https://race.netkeiba.com/race/speed.html?race_id=202604030311,PASS
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,7,ミリオングローリー,4,--,牡3,57,丸山元気,82,78*,72,未,57,82,72,38.8,8,https://race.netkeiba.com/race/speed.html?race_id=202604030311,PASS
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,8,スイートハイデン,4,--,牝3,55,岩田康誠,84,70*,84,66,66,59,-,38.9,10,https://race.netkeiba.com/race/speed.html?race_id=202604030311,PASS
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,9,ヘルヴィッツ,5,--,牡3,57,小崎綾也,72,67*,未,未,72,70,59,38.9,9,https://race.netkeiba.com/race/speed.html?race_id=202604030311,PASS
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,10,ノブステップ,5,--,牡3,55,△石田拓郎,73,67*,未,73,46,73,59,356.3,18,https://race.netkeiba.com/race/speed.html?race_id=202604030311,PASS
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,11,ヤマニンリンキング,6,--,牡3,57,大野拓弥,84,75*,84,84,-,66,84,44.3,11,https://race.netkeiba.com/race/speed.html?race_id=202604030311,PASS
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,12,イベリスアマラ,6,--,牡3,57,内田博幸,80,78*,80,未,55,80,75,103.8,14,https://race.netkeiba.com/race/speed.html?race_id=202604030311,PASS
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,13,イノーマル,7,--,牡3,57,三浦皇成,70,70*,70,70,-,-,70,23.8,5,https://race.netkeiba.com/race/speed.html?race_id=202604030311,PASS
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,14,マイネルアルゴー,7,--,牡3,57,柴田大知,75,47,75,40,65,40,59,130.9,16,https://race.netkeiba.com/race/speed.html?race_id=202604030311,PASS
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,15,レッドレガリア,7,--,牡3,57,Ｃ．ルメール,79,74*,78,74,79,78,74,1.7,1,https://race.netkeiba.com/race/speed.html?race_id=202604030311,PASS
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,16,トーアシチフクジン,8,--,牡3,57,Ｍ．ミシェル,67,-,未,未,47,62,52,119.1,15,https://race.netkeiba.com/race/speed.html?race_id=202604030311,PASS
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,17,コスモアルペジオ,8,--,牡3,57,石橋脩,79,69*,55,未,79,71,69,22.5,4,https://race.netkeiba.com/race/speed.html?race_id=202604030311,PASS
2026-08-29,新潟,11,202604030311,04263311,17:30,11R 芝2000 ３歳未勝利 17:30,18,ピースフルマインド,8,--,牝3,55,原優介,84,75,84,未,84,76,68,26.4,6,https://race.netkeiba.com/race/speed.html?race_id=202604030311,PASS
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,1,ペイシャラム,1,--,牝3,55,江田照男,40,40*,未,未,-,-,40,39.9,12,https://race.netkeiba.com/race/speed.html?race_id=202604030312,PASS
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,2,リベラル,2,--,牝3,52,▲佐藤翔馬,-,-,未,未,-,-,-,14.3,6,https://race.netkeiba.com/race/speed.html?race_id=202604030312,PASS
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,3,エリースノー,2,--,牝3,55,津村明秀,75,65,58,58,68,75,58,3.8,2,https://race.netkeiba.com/race/speed.html?race_id=202604030312,PASS
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,4,チュラヴェール,3,--,牝3,55,大野拓弥,70,64,73,73,70,69,52,5.4,3,https://race.netkeiba.com/race/speed.html?race_id=202604030312,PASS
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,5,シカゴキャッツ,3,--,牡3,57,木幡育也,42,32*,未,未,-,21,42,84.6,15,https://race.netkeiba.com/race/speed.html?race_id=202604030312,PASS
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,6,ペイシャダンシング,4,--,牝3,55,原優介,44,44*,44,44,-,-,44,50.2,14,https://race.netkeiba.com/race/speed.html?race_id=202604030312,PASS
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,7,ロンバスブレス,4,--,牝3,52,▲上里直汰,77,70,77,77,74,67,77,3.4,1,https://race.netkeiba.com/race/speed.html?race_id=202604030312,PASS
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,8,ブライティアロード,5,--,牝3,55,石橋脩,-,-,未,未,60,42,75,13,4,https://race.netkeiba.com/race/speed.html?race_id=202604030312,PASS
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,9,サンシュノジンギ,5,--,牡3,55,△石田拓郎,-,-,未,未,-,-,58,21.8,8,https://race.netkeiba.com/race/speed.html?race_id=202604030312,PASS
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,10,ガヤーズベース,6,--,牡3,57,野中悠太郎,63,55*,未,未,42,63,60,29.7,10,https://race.netkeiba.com/race/speed.html?race_id=202604030312,PASS
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,11,ケイツーキップ,6,--,牝3,52,▲水沼元輝,-,-,未,未,54,50,55,46.1,13,https://race.netkeiba.com/race/speed.html?race_id=202604030312,PASS
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,12,カフェオドヴィー,7,--,牡3,57,杉原誠人,-8,-8*,未,未,-,-,-8,22.2,9,https://race.netkeiba.com/race/speed.html?race_id=202604030312,PASS
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,13,テラシエスタ,7,--,牡3,57,小林脩斗,57,57*,未,未,46,57,46,39,11,https://race.netkeiba.com/race/speed.html?race_id=202604030312,PASS
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,14,トリエンナーレ,8,--,牝3,53,△石神深道,60,44,58,未,58,60,49,14.3,5,https://race.netkeiba.com/race/speed.html?race_id=202604030312,PASS
2026-08-29,新潟,12,202604030312,04263312,18:05,12R ダ1200 ３歳未勝利 18:05,15,ライヴマティーニ,8,--,牝3,51,★谷原柚希,66,50,66,66,58,35,66,16.4,7,https://race.netkeiba.com/race/speed.html?race_id=202604030312,PASS
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,1,エンルートフライト,1,--◎◯▲△☆&#10003消,牡2,55,坂井瑠星,50,50*,50,未,-,-,50,2,1,https://race.netkeiba.com/race/speed.html?race_id=202607030301,PASS
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,2,ブラックミューズ,2,--◎◯▲△☆&#10003消,牝2,55,岩田望来,76,73*,未,未,76,70,55,4.2,2,https://race.netkeiba.com/race/speed.html?race_id=202607030301,PASS
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,3,プッシュザリミット,3,--◎◯▲△☆&#10003消,牡2,55,Ｍ．デムーロ,5,5*,未,未,-,-,5,58,10,https://race.netkeiba.com/race/speed.html?race_id=202607030301,PASS
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,4,ディープナイト,4,--◎◯▲△☆&#10003消,牡2,55,荻野琢真,47,47*,47,47,-,-,47,64.7,11,https://race.netkeiba.com/race/speed.html?race_id=202607030301,PASS
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,5,レイデアルマス,5,--◎◯▲△☆&#10003消,牡2,55,西村淳也,44,44*,未,未,-,-,44,9.8,4,https://race.netkeiba.com/race/speed.html?race_id=202607030301,PASS
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,6,ピュアノーブル,6,--◎◯▲△☆&#10003消,牝2,55,菱田裕二,67,67*,未,67,-,-,67,12.7,5,https://race.netkeiba.com/race/speed.html?race_id=202607030301,PASS
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,7,マンナット,6,--◎◯▲△☆&#10003消,牡2,55,川田将雅,56,56*,56,56,-,-,56,5.7,3,https://race.netkeiba.com/race/speed.html?race_id=202607030301,PASS
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,8,ハルカカナタ,7,--◎◯▲△☆&#10003消,牝2,55,幸英明,56,56*,未,未,-,-,56,24,6,https://race.netkeiba.com/race/speed.html?race_id=202607030301,PASS
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,9,ゴルディアス,7,--◎◯▲△☆&#10003消,牡2,55,松若風馬,32,32*,未,未,-,-,32,36.6,8,https://race.netkeiba.com/race/speed.html?race_id=202607030301,PASS
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,10,ホットロッドハート,8,--◎◯▲△☆&#10003消,牡2,55,吉村誠之助,45,45*,未,未,-,-,45,25.6,7,https://race.netkeiba.com/race/speed.html?race_id=202607030301,PASS
2026-08-29,中京,1,202607030301,07263301,09:50,1R 芝2000 ２歳未勝利 09:50,11,メモリアデルレ,8,--◎◯▲△☆&#10003消,牡2,54,☆田山旺佑,70,62*,70,70,-,53,70,42.5,9,https://race.netkeiba.com/race/speed.html?race_id=202607030301,PASS
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,1,ドリームオブコージ,1,--,牡2,55,岡田祥嗣,-,-,未,未,-,-,38,38.7,10,https://race.netkeiba.com/race/speed.html?race_id=202607030302,PASS
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,2,ボビーザグレート,2,--,牡2,55,菱田裕二,62,62*,未,未,-,-,62,6.2,2,https://race.netkeiba.com/race/speed.html?race_id=202607030302,PASS
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,3,ダノンアズール,3,--,牡2,55,岩田望来,-,-,未,未,-,-,68,7.7,3,https://race.netkeiba.com/race/speed.html?race_id=202607030302,PASS
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,4,ゴールドシューター,4,--,牡2,55,富田暁,-,-,未,未,-,-,54,21.6,8,https://race.netkeiba.com/race/speed.html?race_id=202607030302,PASS
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,5,バミューダブーケ,5,--,牝2,55,松若風馬,37,37*,未,未,-,-,37,22,9,https://race.netkeiba.com/race/speed.html?race_id=202607030302,PASS
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,6,ダヌラーサナ,5,--,牝2,54,☆田山旺佑,-,-,未,未,-,-,54,11.5,5,https://race.netkeiba.com/race/speed.html?race_id=202607030302,PASS
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,7,オーリエイト,6,--,牡2,55,吉村誠之助,52,52*,52,52,-,-,52,2.1,1,https://race.netkeiba.com/race/speed.html?race_id=202607030302,PASS
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,8,アンナモエ,6,--,牝2,55,酒井学,-,-,未,未,-,-,26,107.7,12,https://race.netkeiba.com/race/speed.html?race_id=202607030302,PASS
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,9,ルガルデ,7,--,牡2,53,△柴田裕一郎,55,41*,未,55,-,26,55,40.4,11,https://race.netkeiba.com/race/speed.html?race_id=202607030302,PASS
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,10,ミリオンカラー,7,--,牝2,55,国分優作,-,-,未,未,-,-,64,13.3,6,https://race.netkeiba.com/race/speed.html?race_id=202607030302,PASS
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,11,ソリドゥス,8,--,牡2,55,秋山稔樹,59,59*,未,59,-,55,59,8.8,4,https://race.netkeiba.com/race/speed.html?race_id=202607030302,PASS
2026-08-29,中京,2,202607030302,07263302,10:25,2R ダ1800 ２歳未勝利 10:25,12,ジュンヴァグネル,8,--,牡2,55,幸英明,-,-,未,未,-,-,49,16.4,7,https://race.netkeiba.com/race/speed.html?race_id=202607030302,PASS
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,1,クリノライジング,,,,55,田口貫,,,,,,,,,,https://race.netkeiba.com/race/speed.html?race_id=202607030303,HOLD_SOURCE_NOT_PUBLISHED
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,2,ワンキャンパス,,,,55,長岡禎,,,,,,,,,,https://race.netkeiba.com/race/speed.html?race_id=202607030303,HOLD_SOURCE_NOT_PUBLISHED
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,3,パルフェクシオン,,,,54☆,田山旺,,,,,,,,,,https://race.netkeiba.com/race/speed.html?race_id=202607030303,HOLD_SOURCE_NOT_PUBLISHED
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,4,リムリックアイル,,,,55,川田将,,,,,,,,,,https://race.netkeiba.com/race/speed.html?race_id=202607030303,HOLD_SOURCE_NOT_PUBLISHED
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,5,ビンチャリ,,,,55,岩田望,,,,,,,,,,https://race.netkeiba.com/race/speed.html?race_id=202607030303,HOLD_SOURCE_NOT_PUBLISHED
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,6,ジーティーハルカゼ,,,,55,西村淳,,,,,,,,,,https://race.netkeiba.com/race/speed.html?race_id=202607030303,HOLD_SOURCE_NOT_PUBLISHED
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,7,サルーミアモール,,,,55,坂井瑠,,,,,,,,,,https://race.netkeiba.com/race/speed.html?race_id=202607030303,HOLD_SOURCE_NOT_PUBLISHED
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,8,インティサール,,,,55,幸英明,,,,,,,,,,https://race.netkeiba.com/race/speed.html?race_id=202607030303,HOLD_SOURCE_NOT_PUBLISHED
2026-08-29,中京,3,202607030303,07263303,10:55,3R 芝1400 ２歳新馬 10:55,9,マイフレダ,,,,55,秋山稔,,,,,,,,,,https://race.netkeiba.com/race/speed.html?race_id=202607030303,HOLD_SOURCE_NOT_PUBLISHED
